,Layer,U,V,Type,Shape,cells,cmssw_type,cmssw_shape,cmssw_cells,nHitsTotal,corrFactorTotal,nHistsToA,corrFactorToA,nHitsBXM1,corrFactorBXM1,EvSize
53,1,6,2,1,F,192,1,F,192,35.7092,1.0,4.5032,1.0,10.0744,1.0,39.821
54,1,6,3,1,F,192,1,F,192,37.7912,1.0,4.7932,1.0,10.717,1.0,41.1498
55,1,6,4,1,F,192,1,F,192,35.665,1.0,4.5236,1.0,10.0218,1.0,39.7962
56,1,6,5,1,F,192,1,F,192,31.419,1.0,3.9678,1.0,8.8496,1.0,37.1826
57,1,6,6,1,F,192,1,F,192,24.8006,1.0,3.0812,1.0,6.8536,1.0,33.0274
58,1,6,7,1,F,192,1,F,192,19.4702,1.0,2.4004,1.0,5.2524,1.0,29.5642
59,1,6,8,1,F,192,1,F,192,13.0428,1.0,3.1966,1.0,2.167,1.0,25.4064
60,1,6,9,1,F,192,1,F,192,10.0206,1.0,2.4926,1.0,1.7396,1.0,22.8176
61,1,6,10,1,b,164,1,d,164,5.3698,1.0,1.408,1.0,1.0066,1.0,16.1194
62,1,7,0,1,F,192,1,F,192,16.338,1.0,1.981,1.0,4.4014,1.0,27.5394
63,1,7,1,1,F,192,1,F,192,19.5196,1.0,2.447,1.0,5.2608,1.0,29.6082
64,1,7,2,1,F,192,1,F,192,22.2078,1.0,2.7816,1.0,6.0814,1.0,31.3676
65,1,7,3,1,F,192,1,F,192,23.9444,1.0,2.971,1.0,6.555,1.0,32.433
66,1,7,4,1,F,192,1,F,192,24.0048,1.0,2.9892,1.0,6.5978,1.0,32.5206
67,1,7,5,1,F,192,1,F,192,22.1294,1.0,2.7668,1.0,5.9404,1.0,31.2708
68,1,7,6,1,F,192,1,F,192,19.38,1.0,2.3908,1.0,5.2618,1.0,29.5202
69,1,7,7,1,F,192,1,F,192,16.1728,1.0,1.9302,1.0,4.3854,1.0,27.419
70,1,7,8,1,F,192,1,F,192,11.692,1.0,2.869,1.0,1.8976,1.0,24.3152
71,1,7,9,1,L,226,1,F,192,8.5188,1.177349,2.1046,1.165162,1.4958,1.137719,24.5864
72,1,7,10,1,a,100,1,a,100,3.1908,1.0,0.818,1.0,0.6226,1.0,10.7738
73,1,8,0,1,L,226,1,F,192,9.3888,1.176338,2.3682,1.170678,1.6328,1.145884,25.6312
74,1,8,1,1,F,192,1,F,192,11.6538,1.0,2.8968,1.0,1.9692,1.0,24.3072
75,1,8,2,1,F,192,1,F,192,13.2266,1.0,3.292,1.0,2.1806,1.0,25.6634
76,1,8,3,1,F,192,1,F,192,16.273,1.0,2.0016,1.0,4.3534,1.0,27.5328
77,1,8,4,1,F,192,1,F,192,16.9768,1.0,2.0666,1.0,4.5704,1.0,27.9478
78,1,8,5,1,F,192,1,F,192,16.4448,1.0,2.0262,1.0,4.4164,1.0,27.624
79,1,8,6,1,F,192,1,F,192,13.1066,1.0,3.2424,1.0,2.162,1.0,25.5064
80,1,8,7,1,F,192,1,F,192,11.643,1.0,2.8336,1.0,1.9904,1.0,24.2848
81,1,8,8,1,L,226,1,F,192,9.5098,1.175945,2.3596,1.1713,1.631,1.145064,25.7334
82,1,8,9,1,F,192,1,F,192,6.6876,1.0,1.714,1.0,1.1984,1.0,19.1654
83,1,9,1,1,F,192,1,F,192,6.6776,1.0,1.7118,1.0,1.2464,1.0,19.1272
84,1,9,2,1,L,226,1,F,192,8.4492,1.177626,2.1254,1.163546,1.5208,1.139663,24.5216
85,1,9,3,1,F,192,1,F,192,9.938,1.0,2.488,1.0,1.7258,1.0,22.7136
86,1,9,4,1,F,192,1,F,192,10.5564,1.0,2.646,1.0,1.808,1.0,23.3132
87,1,9,5,1,F,192,1,F,192,10.684,1.0,2.6658,1.0,1.834,1.0,23.4032
88,1,9,6,1,F,192,1,F,192,9.8654,1.0,2.4704,1.0,1.708,1.0,22.6616
89,1,9,7,1,L,226,1,F,192,8.4326,1.177549,2.1016,1.166635,1.4822,1.1348,24.4646
90,1,9,8,1,b,164,1,F,164,5.7954,1.0,1.4842,1.0,1.0926,1.0,16.6748
91,1,10,3,1,a,100,1,a,92,3.109,1.046253,0.8324,1.005766,0.585,1.002393,10.7422
92,1,10,4,1,b,164,1,d,164,5.3684,1.0,1.4564,1.0,1.008,1.0,16.1084
93,1,10,5,1,d,100,1,d,93,3.4866,1.030632,0.9418,1.001911,0.6444,1.000931,11.2248
94,1,10,6,1,b,164,1,d,164,5.3612,1.0,1.4214,1.0,1.0306,1.0,16.1332
95,1,10,7,1,a,100,1,a,100,3.1664,1.0,0.8146,1.0,0.615,1.0,10.758
96,2,1,2,0,d,160,0,g,162,104.9734,0.990142,19.1996,0.999948,48.8166,0.983448,88.9846
97,2,1,3,0,F,432,0,F,432,182.615,1.0,25.6484,1.0,60.6126,1.0,149.3398
98,2,1,4,0,F,432,0,F,432,96.0548,1.0,10.3558,1.0,22.634,1.0,89.8602
99,2,1,5,1,F,192,1,F,192,54.1106,1.0,10.3256,1.0,17.1662,1.0,53.4532
100,2,1,6,1,F,192,1,F,192,33.13,1.0,5.7576,1.0,10.851,1.0,39.2914
101,2,1,7,1,F,192,1,F,192,20.4938,1.0,3.5624,1.0,6.491,1.0,31.0244
102,2,1,8,1,F,192,1,F,192,11.7268,1.0,3.6206,1.0,2.475,1.0,24.8346
103,2,1,9,1,a,100,1,F,92,3.8342,1.058161,1.183,1.007101,0.867,1.00346,11.7166
104,2,2,0,0,g,307,0,a,288,171.2648,1.065927,28.8428,1.067012,73.8452,1.065854,150.4288
105,2,2,1,0,d,160,0,g,162,104.99,0.990092,19.2356,0.999917,48.7786,0.98337,89.004
106,2,2,2,0,g,307,0,a,300,180.4096,1.023229,30.6384,1.028768,78.8638,1.023702,152.1414
107,2,2,3,0,F,432,0,F,432,182.3972,1.0,25.6304,1.0,60.6336,1.0,149.2716
108,2,2,4,0,F,432,0,F,432,104.3172,1.0,11.5224,1.0,25.6204,1.0,95.2758
109,2,2,5,0,F,432,0,F,432,61.1456,1.0,5.897,1.0,12.7152,1.0,68.7658
110,2,2,6,1,F,192,1,F,192,38.1558,1.0,6.6328,1.0,12.643,1.0,42.5868
111,2,2,7,1,F,192,1,F,192,23.7764,1.0,4.0694,1.0,7.6182,1.0,33.1534
112,2,2,8,1,F,192,1,F,192,13.8382,1.0,4.0912,1.0,3.3716,1.0,26.785
113,2,2,9,1,b,164,1,F,164,7.7262,1.0,2.4026,1.0,1.6684,1.0,19.0406
114,2,3,0,0,F,432,0,F,432,142.5336,1.0,17.6286,1.0,40.4702,1.0,121.0798
115,2,3,1,0,F,432,0,F,432,182.7506,1.0,25.73,1.0,60.8344,1.0,149.508
116,2,3,2,0,F,432,0,F,432,183.0174,1.0,25.6988,1.0,60.78,1.0,149.5434
117,2,3,3,0,F,432,0,F,432,142.6754,1.0,17.5328,1.0,40.5186,1.0,121.0612
118,2,3,4,0,F,432,0,F,432,96.3056,1.0,10.3382,1.0,22.7426,1.0,89.9812
119,2,3,5,0,F,432,0,F,432,61.191,1.0,5.8958,1.0,12.7142,1.0,68.8494
120,2,3,6,1,F,192,1,F,192,40.348,1.0,7.1258,1.0,13.2444,1.0,44.0936
121,2,3,7,1,F,192,1,F,192,25.8892,1.0,4.4302,1.0,8.3846,1.0,34.5524
122,2,3,8,1,F,192,1,F,192,16.881,1.0,2.9038,1.0,5.3702,1.0,28.6122
123,2,3,9,1,L,226,1,F,192,9.9826,1.176968,3.096,1.18301,2.1482,1.169537,26.6514
124,2,4,0,0,F,432,0,F,432,75.207,1.0,7.574,1.0,16.4074,1.0,77.1322
125,2,4,1,0,F,432,0,F,432,96.085,1.0,10.3372,1.0,22.8352,1.0,89.9092
126,2,4,2,0,F,432,0,F,432,105.021,1.0,11.6208,1.0,25.616,1.0,95.5802
127,2,4,3,0,F,432,0,F,432,95.9402,1.0,10.315,1.0,22.7984,1.0,89.7906
128,2,4,4,0,F,432,0,F,432,75.3172,1.0,7.6078,1.0,16.565,1.0,77.2434
129,2,4,5,0,F,432,1,F,192,53.9068,1.039342,10.3334,0.490487,16.969,0.777418,66.5426
130,2,4,6,1,F,192,1,F,192,38.05,1.0,6.6402,1.0,12.5462,1.0,42.5432
131,2,4,7,1,F,192,1,F,192,25.7964,1.0,4.4098,1.0,8.3656,1.0,34.4692
132,2,4,8,1,F,192,1,F,192,17.4742,1.0,2.9688,1.0,5.6094,1.0,28.9898
133,2,4,9,1,F,192,1,F,192,10.5816,1.0,3.2478,1.0,2.2436,1.0,23.71
134,2,5,0,1,F,192,1,F,192,44.3354,1.0,7.823,1.0,14.9318,1.0,46.8388
135,2,5,1,0,F,432,1,F,192,53.9044,1.039626,10.3104,0.490592,17.1016,0.776945,66.5888
136,2,5,2,0,F,432,0,F,432,61.3504,1.0,5.9444,1.0,12.7004,1.0,68.9452
137,2,5,3,0,F,432,0,F,432,61.0598,1.0,5.8814,1.0,12.7266,1.0,68.8202
138,2,5,4,1,F,192,1,F,192,53.7738,1.0,10.2704,1.0,17.062,1.0,53.2114
139,2,5,5,1,F,192,1,F,192,44.3424,1.0,7.884,1.0,14.7622,1.0,46.8414
140,2,5,6,1,F,192,1,F,192,33.318,1.0,5.848,1.0,10.9028,1.0,39.45
141,2,5,7,1,F,192,1,F,192,23.758,1.0,4.0618,1.0,7.6672,1.0,33.1348
142,2,5,8,1,F,192,1,F,192,16.9004,1.0,2.8694,1.0,5.3834,1.0,28.6124
143,2,5,9,1,L,226,1,F,192,10.6458,1.176539,3.281,1.184761,2.2954,1.169557,27.4508
144,2,6,0,1,F,192,1,F,192,26.6028,1.0,4.5194,1.0,8.6946,1.0,34.9864
145,2,6,1,1,F,192,1,F,192,33.266,1.0,5.7894,1.0,10.9646,1.0,39.4086
146,2,6,2,1,F,192,1,F,192,38.3042,1.0,6.6978,1.0,12.6328,1.0,42.701
147,2,6,3,1,F,192,1,F,192,40.4544,1.0,7.1504,1.0,13.3712,1.0,44.1892
148,2,6,4,1,F,192,1,F,192,38.2138,1.0,6.7154,1.0,12.6014,1.0,42.6544
149,2,6,5,1,F,192,1,F,192,33.2876,1.0,5.8396,1.0,10.8866,1.0,39.4208
150,2,6,6,1,F,192,1,F,192,26.7212,1.0,4.5272,1.0,8.7218,1.0,35.059
151,2,6,7,1,F,192,1,F,192,20.6872,1.0,3.5618,1.0,6.621,1.0,31.1548
152,2,6,8,1,F,192,1,F,192,13.8928,1.0,4.0682,1.0,3.376,1.0,26.8714
153,2,6,9,1,L,226,1,F,192,9.9724,1.176607,3.1044,1.182386,2.1458,1.165346,26.6288
154,2,7,0,1,F,192,1,F,192,16.8054,1.0,2.8794,1.0,5.3262,1.0,28.5412
155,2,7,1,1,F,192,1,F,192,20.6828,1.0,3.5558,1.0,6.6912,1.0,31.1648
156,2,7,2,1,F,192,1,F,192,23.7304,1.0,4.0324,1.0,7.656,1.0,33.104
157,2,7,3,1,F,192,1,F,192,25.9004,1.0,4.4466,1.0,8.414,1.0,34.5348
158,2,7,4,1,F,192,1,F,192,25.8352,1.0,4.398,1.0,8.4336,1.0,34.5182
159,2,7,5,1,F,192,1,F,192,23.9314,1.0,4.0946,1.0,7.7168,1.0,33.268
160,2,7,6,1,F,192,1,F,192,20.5062,1.0,3.511,1.0,6.5708,1.0,31.0042
161,2,7,7,1,F,192,1,F,192,16.7704,1.0,2.769,1.0,5.3768,1.0,28.4702
162,2,7,8,1,F,192,1,F,192,11.7352,1.0,3.6204,1.0,2.4358,1.0,24.8356
163,2,7,9,1,b,164,1,F,164,7.712,1.0,2.3888,1.0,1.6954,1.0,19.018
164,2,8,0,1,F,192,1,F,192,9.4662,1.0,2.9322,1.0,2.0314,1.0,22.5002
165,2,8,1,1,F,192,1,F,192,11.7644,1.0,3.6466,1.0,2.476,1.0,24.88
166,2,8,2,1,F,192,1,F,192,14.2106,1.0,4.1886,1.0,3.4516,1.0,27.1342
167,2,8,3,1,F,192,1,F,192,16.8974,1.0,2.8666,1.0,5.3742,1.0,28.6258
168,2,8,4,1,F,192,1,F,192,17.634,1.0,3.0776,1.0,5.6016,1.0,29.1428
169,2,8,5,1,F,192,1,F,192,17.0036,1.0,2.8634,1.0,5.4246,1.0,28.695
170,2,8,6,1,F,192,1,F,192,14.0716,1.0,4.1462,1.0,3.3724,1.0,27.0132
171,2,8,7,1,F,192,1,F,192,11.7784,1.0,3.6494,1.0,2.4584,1.0,24.8822
172,2,8,8,1,F,192,1,F,192,9.5512,1.0,2.8912,1.0,2.0778,1.0,22.5968
173,2,8,9,1,a,100,1,F,100,4.0834,1.0,1.2804,1.0,0.9074,1.0,11.9258
174,2,9,1,1,a,100,1,F,92,3.814,1.058626,1.1938,1.007539,0.8438,1.001896,11.6782
175,2,9,2,1,b,164,1,F,164,7.5618,1.0,2.2932,1.0,1.6692,1.0,18.8606
176,2,9,3,1,L,226,1,F,192,9.9248,1.175077,3.0408,1.1814,2.148,1.165829,26.5846
177,2,9,4,1,L,226,1,F,192,10.5816,1.175966,3.2866,1.184203,2.2726,1.171962,27.3814
178,2,9,5,1,F,192,1,F,192,10.6282,1.0,3.2792,1.0,2.2376,1.0,23.7044
179,2,9,6,1,L,226,1,F,192,9.897,1.176417,3.0564,1.182371,2.139,1.165685,26.5514
180,2,9,7,1,b,164,1,F,164,7.5658,1.0,2.2982,1.0,1.6776,1.0,18.896
181,2,9,8,1,a,100,1,F,100,4.0072,1.0,1.2486,1.0,0.899,1.0,11.8328
182,3,1,2,0,d,160,0,g,162,123.1056,0.987213,27.0552,0.997671,68.4294,0.985503,104.9254
183,3,1,3,0,F,432,0,F,432,220.1044,1.0,31.7764,1.0,82.0478,1.0,175.673
184,3,1,4,0,F,432,0,F,432,116.7752,1.0,11.9254,1.0,28.7548,1.0,102.4978
185,3,1,5,1,F,192,1,F,192,60.9492,1.0,12.466,1.0,18.5322,1.0,58.1114
186,3,1,6,1,F,192,1,F,192,39.0552,1.0,6.8206,1.0,12.8708,1.0,43.2396
187,3,1,7,1,F,192,1,F,192,24.2172,1.0,4.1054,1.0,7.7234,1.0,33.3876
188,3,1,8,1,F,192,1,F,192,14.045,1.0,4.279,1.0,3.203,1.0,26.7924
189,3,1,9,1,b,164,1,F,164,7.6246,1.0,2.3458,1.0,1.6658,1.0,18.7614
190,3,2,0,0,g,307,0,a,288,201.637,1.066015,39.5088,1.066254,102.522,1.065966,177.7768
191,3,2,1,0,d,160,0,g,162,122.963,0.987214,26.7302,0.997883,68.186,0.985466,104.7394
192,3,2,2,0,g,307,0,a,300,212.7014,1.023322,42.5076,1.023892,109.875,1.023297,180.3878
193,3,2,3,0,F,432,0,F,432,219.3196,1.0,31.5422,1.0,81.8464,1.0,175.1464
194,3,2,4,0,F,432,0,F,432,127.3066,1.0,13.4396,1.0,32.7192,1.0,109.5606
195,3,2,5,0,F,432,0,F,432,74.5656,1.0,6.6108,1.0,15.32,1.0,76.1774
196,3,2,6,1,F,192,1,F,192,44.807,1.0,7.8394,1.0,15.0844,1.0,47.1358
197,3,2,7,1,F,192,1,F,192,28.1888,1.0,4.745,1.0,9.1078,1.0,35.985
198,3,2,8,1,F,192,1,F,192,17.0664,1.0,4.8246,1.0,4.6326,1.0,29.2844
199,3,2,9,1,L,226,1,F,192,10.3722,1.176048,3.1982,1.1786,2.1992,1.167515,26.8984
200,3,3,0,0,F,432,0,F,432,173.7618,1.0,21.1008,1.0,53.9086,1.0,141.3226
201,3,3,1,0,F,432,0,F,432,220.238,1.0,31.9464,1.0,82.3048,1.0,175.8768
202,3,3,2,0,F,432,0,F,432,220.207,1.0,32.0264,1.0,81.8702,1.0,175.838
203,3,3,3,0,F,432,0,F,432,173.7988,1.0,21.0786,1.0,53.8016,1.0,141.2976
204,3,3,4,0,F,432,0,F,432,117.1122,1.0,11.8324,1.0,28.8478,1.0,102.684
205,3,3,5,0,F,432,0,F,432,74.4752,1.0,6.5864,1.0,15.3752,1.0,76.1312
206,3,3,6,1,F,192,1,F,192,47.3918,1.0,8.5272,1.0,15.8964,1.0,48.9444
207,3,3,7,1,F,192,1,F,192,30.6466,1.0,5.1926,1.0,10.0536,1.0,37.6416
208,3,3,8,1,F,192,1,F,192,19.6858,1.0,3.327,1.0,6.1966,1.0,30.364
209,3,3,9,1,F,192,1,F,192,11.5764,1.0,3.5918,1.0,2.4048,1.0,24.4774
210,3,3,10,1,a,100,1,a,92,3.8798,1.064436,1.2188,1.01444,0.8746,1.006174,11.6822
211,3,4,0,0,F,432,0,F,432,91.8324,1.0,8.5322,1.0,20.2202,1.0,86.5382
212,3,4,1,0,F,432,0,F,432,117.2964,1.0,11.9894,1.0,28.9774,1.0,102.8284
213,3,4,2,0,F,432,0,F,432,127.8508,1.0,13.5034,1.0,32.742,1.0,109.8694
214,3,4,3,0,F,432,0,F,432,117.4828,1.0,12.0524,1.0,28.8512,1.0,102.9062
215,3,4,4,0,F,432,0,F,432,91.6264,1.0,8.5892,1.0,20.3924,1.0,86.479
216,3,4,5,0,F,432,1,F,192,60.652,1.09326,12.5428,0.463102,18.2256,0.780814,72.718
217,3,4,6,1,F,192,1,F,192,44.8058,1.0,7.891,1.0,14.9518,1.0,47.1348
218,3,4,7,1,F,192,1,F,192,30.6318,1.0,5.1892,1.0,10.0194,1.0,37.6176
219,3,4,8,1,F,192,1,F,192,20.3072,1.0,3.4182,1.0,6.4168,1.0,30.7596
220,3,4,9,1,F,192,1,F,192,12.355,1.0,3.8332,1.0,2.5742,1.0,25.2162
221,3,4,10,1,b,164,1,d,164,6.874,1.0,2.1276,1.0,1.5448,1.0,17.925
222,3,5,0,1,F,192,1,F,192,51.2918,1.0,9.3074,1.0,17.1474,1.0,51.5654
223,3,5,1,0,F,432,1,F,192,60.7076,1.093303,12.4476,0.46319,18.3562,0.781273,72.6674
224,3,5,2,0,F,432,0,F,432,75.0154,1.0,6.6536,1.0,15.4886,1.0,76.4602
225,3,5,3,0,F,432,0,F,432,74.4218,1.0,6.539,1.0,15.4486,1.0,76.1172
226,3,5,4,1,F,192,1,F,192,60.7418,1.0,12.4408,1.0,18.3954,1.0,57.9836
227,3,5,5,1,F,192,1,F,192,51.2688,1.0,9.358,1.0,16.8734,1.0,51.5134
228,3,5,6,1,F,192,1,F,192,39.3574,1.0,6.9216,1.0,13.0128,1.0,43.4752
229,3,5,7,1,F,192,1,F,192,28.1852,1.0,4.7546,1.0,9.1246,1.0,36.0118
230,3,5,8,1,F,192,1,F,192,19.643,1.0,3.3254,1.0,6.1266,1.0,30.3124
231,3,5,9,1,F,192,1,F,192,12.4658,1.0,3.8082,1.0,2.669,1.0,25.3134
232,3,5,10,1,d,100,1,d,100,4.9048,1.0,1.5456,1.0,1.0892,1.0,12.7082
233,3,6,0,1,F,192,1,F,192,31.3278,1.0,5.2824,1.0,10.2748,1.0,38.0714
234,3,6,1,1,F,192,1,F,192,39.2714,1.0,6.7722,1.0,13.0536,1.0,43.3726
235,3,6,2,1,F,192,1,F,192,44.833,1.0,7.9668,1.0,14.9706,1.0,47.161
236,3,6,3,1,F,192,1,F,192,47.3024,1.0,8.4494,1.0,15.9248,1.0,48.8754
237,3,6,4,1,F,192,1,F,192,44.9164,1.0,7.9122,1.0,14.9604,1.0,47.1734
238,3,6,5,1,F,192,1,F,192,39.2654,1.0,6.9052,1.0,12.9316,1.0,43.394
239,3,6,6,1,F,192,1,F,192,31.6624,1.0,5.3364,1.0,10.3234,1.0,38.2662
240,3,6,7,1,F,192,1,F,192,24.5876,1.0,4.2112,1.0,7.8776,1.0,33.6524
241,3,6,8,1,F,192,1,F,192,17.1408,1.0,4.848,1.0,4.7162,1.0,29.3962
242,3,6,9,1,F,192,1,F,192,11.499,1.0,3.5376,1.0,2.4016,1.0,24.428
243,3,6,10,1,b,164,1,d,164,6.8636,1.0,2.1496,1.0,1.5556,1.0,17.9222
244,3,7,0,1,F,192,1,F,192,19.5886,1.0,3.2854,1.0,6.1552,1.0,30.2822
245,3,7,1,1,F,192,1,F,192,24.587,1.0,4.0876,1.0,7.926,1.0,33.6288
246,3,7,2,1,F,192,1,F,192,28.2308,1.0,4.7412,1.0,9.0858,1.0,35.99
247,3,7,3,1,F,192,1,F,192,30.7522,1.0,5.1886,1.0,10.055,1.0,37.6828
248,3,7,4,1,F,192,1,F,192,30.6312,1.0,5.2402,1.0,9.986,1.0,37.6338
249,3,7,5,1,F,192,1,F,192,28.4516,1.0,4.842,1.0,9.2006,1.0,36.1998
250,3,7,6,1,F,192,1,F,192,24.307,1.0,4.0542,1.0,7.7994,1.0,33.417
251,3,7,7,1,F,192,1,F,192,19.3826,1.0,3.2202,1.0,6.1226,1.0,30.1384
252,3,7,8,1,F,192,1,F,192,14.1694,1.0,4.2348,1.0,3.2436,1.0,26.8928
253,3,7,9,1,L,226,1,F,192,10.3648,1.176656,3.1756,1.178486,2.1882,1.170003,26.911
254,3,7,10,1,a,100,1,a,100,4.0878,1.0,1.255,1.0,0.9322,1.0,11.7888
255,3,8,0,1,L,226,1,F,192,11.0736,1.176383,3.3728,1.182104,2.3406,1.16876,27.7126
256,3,8,1,1,F,192,1,F,192,14.2196,1.0,4.2588,1.0,3.2924,1.0,26.9662
257,3,8,2,1,F,192,1,F,192,17.3294,1.0,4.8612,1.0,4.7278,1.0,29.4948
258,3,8,3,1,F,192,1,F,192,19.632,1.0,3.334,1.0,6.1204,1.0,30.3312
259,3,8,4,1,F,192,1,F,192,20.6242,1.0,3.4658,1.0,6.476,1.0,30.9938
260,3,8,5,1,F,192,1,F,192,19.7014,1.0,3.3218,1.0,6.1912,1.0,30.368
261,3,8,6,1,F,192,1,F,192,17.1884,1.0,4.8722,1.0,4.5906,1.0,29.429
262,3,8,7,1,F,192,1,F,192,14.1086,1.0,4.2044,1.0,3.2556,1.0,26.815
263,3,8,8,1,F,192,1,F,192,11.082,1.0,3.3916,1.0,2.3602,1.0,24.0436
264,3,8,9,1,L,226,1,F,192,8.5192,1.177716,2.6028,1.176195,1.8706,1.158452,24.6316
265,3,9,1,1,F,192,1,F,192,8.5288,1.0,2.5908,1.0,1.869,1.0,21.3334
