,Layer,U,V,Type,Shape,cells,cmssw_type,cmssw_shape,cmssw_cells,nHitsTotal,corrFactorTotal,nHistsToA,corrFactorToA,nHitsBXM1,corrFactorBXM1,EvSize
1187,13,4,7,1,F,192,1,F,192,13.276,1.0,1.7192,1.0,3.357,1.0,25.3912
1188,13,4,8,1,F,192,1,F,192,7.6852,1.0,1.0252,1.0,2.0154,1.0,20.3922
1189,13,4,9,1,F,192,1,F,192,4.2694,1.0,1.0984,1.0,0.854,1.0,15.8186
1190,13,4,10,1,F,192,1,F,192,2.525,1.0,0.6882,1.0,0.4352,1.0,13.2192
1191,13,5,0,1,F,192,1,F,192,25.8678,1.0,3.2904,1.0,4.675,1.0,33.0812
1192,13,5,1,0,F,432,1,F,192,35.4144,0.893004,4.6346,0.443188,5.2344,0.773116,48.5274
1193,13,5,2,0,F,432,0,F,432,37.8358,1.0,2.461,1.0,5.4568,1.0,52.5196
1194,13,5,3,0,F,432,0,F,432,37.6044,1.0,2.4806,1.0,5.324,1.0,52.3572
1195,13,5,4,0,F,432,1,F,192,35.6228,0.893411,4.695,0.442897,5.2754,0.774083,48.6884
1196,13,5,5,1,F,192,1,F,192,26.1104,1.0,3.4434,1.0,4.5314,1.0,33.233
1197,13,5,6,1,F,192,1,F,192,18.8952,1.0,2.3652,1.0,4.6322,1.0,29.023
1198,13,5,7,1,F,192,1,F,192,11.5556,1.0,1.5154,1.0,3.005,1.0,24.1256
1199,13,5,8,1,F,192,1,F,192,7.3488,1.0,0.9888,1.0,1.9428,1.0,20.0112
1200,13,5,9,1,F,192,1,F,192,4.337,1.0,1.1,1.0,0.8696,1.0,15.8878
1201,13,5,10,1,b,164,1,F,164,2.3432,1.0,0.6586,1.0,0.3836,1.0,11.887
1202,13,6,0,1,F,192,1,F,192,14.0676,1.0,1.7556,1.0,3.5372,1.0,25.8912
1203,13,6,1,1,F,192,1,F,192,18.891,1.0,2.381,1.0,4.6992,1.0,29.0348
1204,13,6,2,1,F,192,1,F,192,22.4138,1.0,2.8538,1.0,4.8404,1.0,31.0902
1205,13,6,3,1,F,192,1,F,192,23.151,1.0,2.9518,1.0,4.71,1.0,31.461
1206,13,6,4,1,F,192,1,F,192,22.147,1.0,2.8308,1.0,4.7944,1.0,30.9074
1207,13,6,5,1,F,192,1,F,192,18.8072,1.0,2.3546,1.0,4.6324,1.0,28.956
1208,13,6,6,1,F,192,1,F,192,13.9752,1.0,1.8258,1.0,3.4784,1.0,25.877
1209,13,6,7,1,F,192,1,F,192,10.0176,1.0,1.3224,1.0,2.581,1.0,22.7248
1210,13,6,8,1,F,192,1,F,192,6.5108,1.0,0.9004,1.0,1.7084,1.0,18.9422
1211,13,6,9,1,F,192,1,F,192,3.81,1.0,0.9928,1.0,0.7198,1.0,15.149
1212,13,6,10,1,F,192,1,F,192,2.4862,1.0,0.6654,1.0,0.4328,1.0,13.1454
1213,13,7,0,1,F,192,1,F,192,7.3984,1.0,1.0094,1.0,1.904,1.0,20.0162
1214,13,7,1,1,F,192,1,F,192,10.0394,1.0,1.3556,1.0,2.631,1.0,22.7724
1215,13,7,2,1,F,192,1,F,192,11.7082,1.0,1.5374,1.0,2.9752,1.0,24.2116
1216,13,7,3,1,F,192,1,F,192,13.2362,1.0,1.7168,1.0,3.3538,1.0,25.3312
1217,13,7,4,1,F,192,1,F,192,13.1668,1.0,1.7058,1.0,3.2776,1.0,25.3164
1218,13,7,5,1,F,192,1,F,192,11.8304,1.0,1.567,1.0,2.9764,1.0,24.2742
1219,13,7,6,1,F,192,1,F,192,9.9284,1.0,1.3062,1.0,2.5794,1.0,22.6618
1220,13,7,7,1,F,192,1,F,192,7.4772,1.0,1.0376,1.0,1.9088,1.0,20.0818
1221,13,7,8,1,F,192,1,F,192,5.1734,1.0,1.2544,1.0,1.2462,1.0,17.0442
1222,13,7,9,1,F,192,1,F,192,3.277,1.0,0.906,1.0,0.5268,1.0,14.3784
1223,13,7,10,1,b,164,1,F,164,1.949,1.0,0.5362,1.0,0.3448,1.0,11.2896
1224,13,8,0,1,F,192,1,F,192,3.6846,1.0,0.9724,1.0,0.6824,1.0,14.9372
1225,13,8,1,1,F,192,1,F,192,5.2498,1.0,1.3058,1.0,1.221,1.0,17.1746
1226,13,8,2,1,F,192,1,F,192,6.6218,1.0,0.9494,1.0,1.7384,1.0,19.0596
1227,13,8,3,1,F,192,1,F,192,7.4506,1.0,1.0128,1.0,1.939,1.0,20.0858
1228,13,8,4,1,F,192,1,F,192,7.941,1.0,1.0836,1.0,2.0358,1.0,20.6388
1229,13,8,5,1,F,192,1,F,192,7.486,1.0,1.0326,1.0,1.934,1.0,20.0814
1230,13,8,6,1,F,192,1,F,192,6.6592,1.0,0.9334,1.0,1.6814,1.0,19.0882
1231,13,8,7,1,F,192,1,F,192,5.213,1.0,1.2866,1.0,1.2464,1.0,17.0906
1232,13,8,8,1,F,192,1,F,192,3.6904,1.0,0.9752,1.0,0.6586,1.0,14.9652
1233,13,8,9,1,F,192,1,F,192,2.7998,1.0,0.763,1.0,0.4856,1.0,13.6196
1234,13,8,10,1,a,100,1,a,100,1.1796,1.0,0.3606,1.0,0.2058,1.0,7.9854
1235,13,9,0,1,a,100,1,a,92,1.2326,1.020282,0.3558,1.00787,0.2156,1.001855,8.0844
1236,13,9,1,1,F,192,1,F,192,2.769,1.0,0.7766,1.0,0.4642,1.0,13.567
1237,13,9,2,1,F,192,1,F,192,3.2504,1.0,0.8714,1.0,0.5158,1.0,14.3616
1238,13,9,3,1,F,192,1,F,192,3.93,1.0,1.0124,1.0,0.7202,1.0,15.3168
1239,13,9,4,1,F,192,1,F,192,4.2096,1.0,1.0678,1.0,0.865,1.0,15.7256
1240,13,9,5,1,F,192,1,F,192,4.2818,1.0,1.1066,1.0,0.882,1.0,15.821
1241,13,9,6,1,F,192,1,F,192,3.8462,1.0,1.0386,1.0,0.7062,1.0,15.1808
1242,13,9,7,1,F,192,1,F,192,3.275,1.0,0.886,1.0,0.5214,1.0,14.3792
1243,13,9,8,1,F,192,1,F,192,2.8,1.0,0.76,1.0,0.4774,1.0,13.6326
1244,13,9,9,1,a,100,1,a,100,1.278,1.0,0.3496,1.0,0.2326,1.0,8.142
1245,13,10,2,1,a,100,1,a,92,1.0808,1.01943,0.3,1.007333,0.1946,1.0,7.8264
1246,13,10,3,1,b,164,1,F,164,1.9404,1.0,0.5414,1.0,0.3438,1.0,11.2746
1247,13,10,4,1,F,192,1,F,192,2.5116,1.0,0.67,1.0,0.4534,1.0,13.193
1248,13,10,5,1,b,164,1,F,164,2.253,1.0,0.619,1.0,0.3968,1.0,11.756
1249,13,10,6,1,F,192,1,F,192,2.4128,1.0,0.6422,1.0,0.4274,1.0,13.0638
1250,13,10,7,1,b,164,1,F,164,1.982,1.0,0.551,1.0,0.3522,1.0,11.32
1251,13,10,8,1,a,100,1,a,100,1.1386,1.0,0.3134,1.0,0.2248,1.0,7.9428
1252,14,1,2,0,d,160,0,g,162,85.9416,0.988357,9.1698,0.999956,28.961,0.996768,70.948
1253,14,1,3,0,F,432,0,F,432,124.0044,1.0,11.1058,1.0,27.6986,1.0,105.4334
1254,14,1,4,0,F,432,0,F,432,55.965,1.0,4.0494,1.0,8.7148,1.0,64.1126
1255,14,1,5,0,F,432,1,F,192,31.462,0.849266,3.7454,0.483954,4.094,0.801514,45.3982
1256,14,1,6,1,F,192,1,F,192,15.8836,1.0,1.8924,1.0,3.6344,1.0,26.925
1257,14,1,7,1,F,192,1,F,192,8.2606,1.0,1.053,1.0,2.0358,1.0,21.1026
1258,14,1,8,1,F,192,1,F,192,4.1864,1.0,0.9956,1.0,0.9308,1.0,15.7232
1259,14,1,9,1,F,192,1,F,192,2.1712,1.0,0.5422,1.0,0.3374,1.0,12.7122
1260,14,2,0,0,g,307,0,a,288,134.8222,1.066074,12.8704,1.070192,40.5574,1.066311,115.5486
1261,14,2,1,0,d,160,0,g,162,85.9604,0.988355,9.1186,0.999956,28.8178,0.996821,70.8926
1262,14,2,2,0,g,307,0,a,300,142.9,1.023313,13.7968,1.006915,43.7474,1.02354,117.2208
1263,14,2,3,0,F,432,0,F,432,124.1432,1.0,11.0958,1.0,27.8766,1.0,105.5774
1264,14,2,4,0,F,432,0,F,432,61.9144,1.0,4.555,1.0,10.1082,1.0,67.6856
1265,14,2,5,0,F,432,0,F,432,31.9848,1.0,2.174,1.0,4.4514,1.0,48.6802
1266,14,2,6,1,F,192,1,F,192,18.9704,1.0,2.2074,1.0,3.8492,1.0,28.6334
1267,14,2,7,1,F,192,1,F,192,9.822,1.0,1.2424,1.0,2.375,1.0,22.6438
1268,14,2,8,1,F,192,1,F,192,5.328,1.0,0.715,1.0,1.3668,1.0,17.4794
1269,14,2,9,1,L,226,1,F,192,2.6692,1.171812,0.6768,1.088652,0.405,1.060247,15.2962
1270,14,3,0,0,F,432,0,F,432,89.7754,1.0,7.3988,1.0,16.7972,1.0,84.4462
1271,14,3,1,0,F,432,0,F,432,123.7974,1.0,11.1084,1.0,27.7068,1.0,105.4084
1272,14,3,2,0,F,432,0,F,432,124.0084,1.0,11.0386,1.0,27.7814,1.0,105.5028
1273,14,3,3,0,F,432,0,F,432,89.5842,1.0,7.2502,1.0,16.9226,1.0,84.3004
1274,14,3,4,0,F,432,0,F,432,56.001,1.0,4.0826,1.0,8.731,1.0,64.1502
1275,14,3,5,0,F,432,0,F,432,32.0064,1.0,2.1806,1.0,4.3836,1.0,48.6706
1276,14,3,6,1,F,192,1,F,192,19.8998,1.0,2.333,1.0,3.6972,1.0,29.169
1277,14,3,7,1,F,192,1,F,192,10.833,1.0,1.3616,1.0,2.5856,1.0,23.4978
1278,14,3,8,1,F,192,1,F,192,6.1928,1.0,0.8354,1.0,1.569,1.0,18.6262
1279,14,3,9,1,F,192,1,F,192,3.1536,1.0,0.7762,1.0,0.5552,1.0,14.1994
1280,14,3,10,1,d,100,1,F,100,1.0658,1.0,0.2732,1.0,0.166,1.0,7.8338
1281,14,4,0,0,F,432,0,F,432,41.2874,1.0,2.965,1.0,5.9768,1.0,54.931
1282,14,4,1,0,F,432,0,F,432,55.8936,1.0,4.0946,1.0,8.7686,1.0,64.113
1283,14,4,2,0,F,432,0,F,432,62.323,1.0,4.605,1.0,10.1228,1.0,67.9148
1284,14,4,3,0,F,432,0,F,432,56.1434,1.0,4.0898,1.0,8.7766,1.0,64.2426
1285,14,4,4,0,F,432,0,F,432,41.2084,1.0,2.9488,1.0,5.9736,1.0,54.9438
1286,14,4,5,0,F,432,1,F,192,31.4746,0.849027,3.7192,0.483975,4.1044,0.802164,45.397
1287,14,4,6,1,F,192,1,F,192,19.0156,1.0,2.3036,1.0,3.8214,1.0,28.7042
1288,14,4,7,1,F,192,1,F,192,11.1064,1.0,1.3788,1.0,2.6776,1.0,23.7224
1289,14,4,8,1,F,192,1,F,192,6.3764,1.0,0.854,1.0,1.6014,1.0,18.9012
1290,14,4,9,1,F,192,1,F,192,3.442,1.0,0.8614,1.0,0.6388,1.0,14.65
1291,14,4,10,1,b,164,1,F,164,1.859,1.0,0.484,1.0,0.304,1.0,11.1552
1292,14,5,0,1,F,192,1,F,192,22.6362,1.0,2.7416,1.0,3.7022,1.0,30.811
1293,14,5,1,0,F,432,1,F,192,31.4964,0.84931,3.7402,0.483236,4.1236,0.801387,45.4284
1294,14,5,2,0,F,432,0,F,432,32.3666,1.0,2.2578,1.0,4.4528,1.0,49.0092
1295,14,5,3,0,F,432,0,F,432,32.1176,1.0,2.2478,1.0,4.4558,1.0,48.8016
1296,14,5,4,0,F,432,1,F,192,31.4274,0.849373,3.719,0.483194,4.2046,0.802407,45.4478
1297,14,5,5,1,F,192,1,F,192,22.667,1.0,2.7162,1.0,3.5622,1.0,30.7902
1298,14,5,6,1,F,192,1,F,192,15.9822,1.0,1.9408,1.0,3.6668,1.0,27.041
1299,14,5,7,1,F,192,1,F,192,9.726,1.0,1.2056,1.0,2.4222,1.0,22.5812
1300,14,5,8,1,F,192,1,F,192,6.0086,1.0,0.7938,1.0,1.4934,1.0,18.4096
1301,14,5,9,1,F,192,1,F,192,3.4352,1.0,0.8338,1.0,0.6632,1.0,14.627
1302,14,5,10,1,b,164,1,F,164,1.8876,1.0,0.4922,1.0,0.3054,1.0,11.2012
1303,14,6,0,1,F,192,1,F,192,11.8212,1.0,1.4072,1.0,2.8226,1.0,24.2778
1304,14,6,1,1,F,192,1,F,192,16.205,1.0,1.9308,1.0,3.8022,1.0,27.1782
1305,14,6,2,1,F,192,1,F,192,19.1902,1.0,2.3036,1.0,3.8176,1.0,28.8182
1306,14,6,3,1,F,192,1,F,192,19.9656,1.0,2.3902,1.0,3.7024,1.0,29.2248
1307,14,6,4,1,F,192,1,F,192,19.0686,1.0,2.2224,1.0,3.7974,1.0,28.6972
1308,14,6,5,1,F,192,1,F,192,15.9838,1.0,1.8806,1.0,3.6754,1.0,26.9962
1309,14,6,6,1,F,192,1,F,192,11.652,1.0,1.447,1.0,2.7674,1.0,24.1814
1310,14,6,7,1,F,192,1,F,192,8.3056,1.0,1.0658,1.0,2.0568,1.0,21.1558
1311,14,6,8,1,F,192,1,F,192,5.3584,1.0,0.7536,1.0,1.3632,1.0,17.5042
1312,14,6,9,1,F,192,1,F,192,3.118,1.0,0.7948,1.0,0.5676,1.0,14.1598
1313,14,6,10,1,b,164,1,F,164,1.7828,1.0,0.4574,1.0,0.2944,1.0,11.0406
1314,14,7,0,1,F,192,1,F,192,6.14,1.0,0.833,1.0,1.5326,1.0,18.539
1315,14,7,1,1,F,192,1,F,192,8.317,1.0,1.0452,1.0,2.0686,1.0,21.1712
1316,14,7,2,1,F,192,1,F,192,9.8642,1.0,1.2674,1.0,2.3712,1.0,22.6744
1317,14,7,3,1,F,192,1,F,192,11.1062,1.0,1.3788,1.0,2.7446,1.0,23.7728
1318,14,7,4,1,F,192,1,F,192,11.1114,1.0,1.363,1.0,2.6474,1.0,23.6838
1319,14,7,5,1,F,192,1,F,192,9.846,1.0,1.2682,1.0,2.3766,1.0,22.6408
1320,14,7,6,1,F,192,1,F,192,8.2454,1.0,1.0348,1.0,2.0512,1.0,21.0414
1321,14,7,7,1,F,192,1,F,192,6.235,1.0,0.832,1.0,1.5242,1.0,18.7044
1322,14,7,8,1,F,192,1,F,192,4.1748,1.0,0.9754,1.0,0.9702,1.0,15.6742
1323,14,7,9,1,L,226,1,F,192,2.6518,1.171959,0.7098,1.092702,0.409,1.059658,15.3086
1324,14,7,10,1,d,100,1,F,100,1.058,1.0,0.2754,1.0,0.1662,1.0,7.8312
1325,14,8,0,1,F,192,1,F,192,3.0062,1.0,0.7752,1.0,0.5002,1.0,13.983
1326,14,8,1,1,F,192,1,F,192,4.284,1.0,0.9932,1.0,0.963,1.0,15.8504
1327,14,8,2,1,F,192,1,F,192,5.4458,1.0,0.7554,1.0,1.385,1.0,17.5936
1328,14,8,3,1,F,192,1,F,192,6.114,1.0,0.821,1.0,1.5118,1.0,18.4982
1329,14,8,4,1,F,192,1,F,192,6.562,1.0,0.8846,1.0,1.6324,1.0,19.06
1330,14,8,5,1,F,192,1,F,192,6.2108,1.0,0.8472,1.0,1.5564,1.0,18.665
1331,14,8,6,1,F,192,1,F,192,5.37,1.0,0.7446,1.0,1.3116,1.0,17.5114
1332,14,8,7,1,F,192,1,F,192,4.2148,1.0,0.9852,1.0,0.9344,1.0,15.765
1333,14,8,8,1,F,192,1,F,192,2.9996,1.0,0.7586,1.0,0.4886,1.0,13.975
1334,14,8,9,1,F,192,1,F,192,2.2602,1.0,0.6022,1.0,0.3598,1.0,12.821
1335,14,9,0,1,a,100,1,a,92,0.9876,1.017618,0.268,1.006716,0.1608,1.003731,7.717
1336,14,9,1,1,F,192,1,F,192,2.1918,1.0,0.569,1.0,0.351,1.0,12.7306
1337,14,9,2,1,L,226,1,F,192,2.6308,1.173939,0.6914,1.089673,0.4072,1.063851,15.28
1338,14,9,3,1,F,192,1,F,192,3.1876,1.0,0.8038,1.0,0.5456,1.0,14.29
1339,14,9,4,1,F,192,1,F,192,3.3854,1.0,0.8128,1.0,0.645,1.0,14.5746
1340,14,9,5,1,F,192,1,F,192,3.4356,1.0,0.852,1.0,0.6552,1.0,14.6188
1341,14,9,6,1,F,192,1,F,192,3.1624,1.0,0.8166,1.0,0.5566,1.0,14.2178
1342,14,9,7,1,L,226,1,F,192,2.675,1.170766,0.6744,1.081851,0.4104,1.061891,15.3532
1343,14,9,8,1,F,192,1,F,192,2.2,1.0,0.5512,1.0,0.3716,1.0,12.7412
1344,14,9,9,1,a,100,1,a,100,1.0212,1.0,0.2872,1.0,0.167,1.0,7.767
1345,14,10,3,1,d,100,1,F,92,0.9778,1.014318,0.2594,1.005397,0.16,1.00125,7.7112
1346,14,10,4,1,b,164,1,F,164,1.7796,1.0,0.4482,1.0,0.2974,1.0,11.0338
1347,14,10,5,1,b,164,1,F,164,1.88,1.0,0.471,1.0,0.32,1.0,11.206
1348,14,10,6,1,b,164,1,F,164,1.7162,1.0,0.4306,1.0,0.2908,1.0,10.9564
1349,14,10,7,1,d,100,1,F,100,1.0848,1.0,0.2802,1.0,0.1834,1.0,7.8716
1350,15,1,2,0,d,160,0,g,162,88.0338,0.988618,9.4256,0.999936,30.4472,0.995632,72.4326
1351,15,1,3,0,F,432,0,F,432,125.7514,1.0,10.3232,1.0,27.7356,1.0,105.9956
1352,15,1,4,0,F,432,0,F,432,56.346,1.0,3.686,1.0,8.5178,1.0,64.0152
1353,15,1,5,0,F,432,1,F,192,31.2898,0.849868,3.701,0.431991,4.1108,0.782329,45.3242
1354,15,1,6,1,F,192,1,F,192,15.865,1.0,1.921,1.0,3.6342,1.0,26.9282
1355,15,1,7,1,F,192,1,F,192,8.2136,1.0,1.0606,1.0,2.0322,1.0,21.0014
1356,15,1,8,1,F,192,1,F,192,4.1576,1.0,1.0274,1.0,0.951,1.0,15.6304
1357,15,1,9,1,F,192,1,F,192,2.1872,1.0,0.5932,1.0,0.382,1.0,12.6944
1358,15,2,0,0,g,307,0,a,288,137.8646,1.066121,13.0292,1.070043,42.5728,1.06616,117.8014
1359,15,2,1,0,d,160,0,g,162,88.0496,0.988622,9.3862,0.999957,30.468,0.995668,72.4328
1360,15,2,2,0,g,307,0,a,300,146.1554,1.023283,14.0112,1.007708,46.0758,1.023153,119.5538
1361,15,2,3,0,F,432,0,F,432,125.8844,1.0,10.1966,1.0,27.8046,1.0,105.9814
1362,15,2,4,0,F,432,0,F,432,62.5256,1.0,4.1528,1.0,9.8276,1.0,67.6848
1363,15,2,5,0,F,432,0,F,432,32.095,1.0,2.023,1.0,4.3386,1.0,48.6576
1364,15,2,6,1,F,192,1,F,192,18.9754,1.0,2.252,1.0,3.9224,1.0,28.7188
1365,15,2,7,1,F,192,1,F,192,9.6708,1.0,1.2444,1.0,2.3718,1.0,22.4608
1366,15,2,8,1,F,192,1,F,192,5.3322,1.0,0.7318,1.0,1.38,1.0,17.4364
1367,15,2,9,1,F,192,1,F,192,2.6838,1.0,0.7164,1.0,0.4224,1.0,13.479
1368,15,2,10,1,a,100,1,a,92,0.8928,1.016577,0.2584,1.005418,0.1464,1.002732,7.545
1369,15,3,0,0,F,432,0,F,432,90.754,1.0,6.756,1.0,16.7076,1.0,84.5782
1370,15,3,1,0,F,432,0,F,432,125.5664,1.0,10.325,1.0,27.5672,1.0,105.8362
1371,15,3,2,0,F,432,0,F,432,125.5688,1.0,10.2458,1.0,27.6062,1.0,105.8132
1372,15,3,3,0,F,432,0,F,432,90.7152,1.0,6.7068,1.0,16.813,1.0,84.5934
1373,15,3,4,0,F,432,0,F,432,56.3308,1.0,3.7166,1.0,8.5268,1.0,64.011
1374,15,3,5,0,F,432,0,F,432,32.1112,1.0,1.9976,1.0,4.2966,1.0,48.6716
1375,15,3,6,1,F,192,1,F,192,19.9674,1.0,2.3476,1.0,3.7702,1.0,29.238
1376,15,3,7,1,F,192,1,F,192,10.9428,1.0,1.3782,1.0,2.6342,1.0,23.569
1377,15,3,8,1,F,192,1,F,192,6.1862,1.0,0.8486,1.0,1.565,1.0,18.5438
1378,15,3,9,1,F,192,1,F,192,3.1604,1.0,0.8304,1.0,0.5726,1.0,14.165
1379,15,3,10,1,F,192,1,F,192,1.781,1.0,0.4842,1.0,0.2966,1.0,12.0428
1380,15,4,0,0,F,432,0,F,432,41.5438,1.0,2.752,1.0,5.8752,1.0,54.9314
1381,15,4,1,0,F,432,0,F,432,56.2594,1.0,3.7576,1.0,8.4934,1.0,64.0668
1382,15,4,2,0,F,432,0,F,432,62.4912,1.0,4.2274,1.0,9.8658,1.0,67.7618
1383,15,4,3,0,F,432,0,F,432,56.2152,1.0,3.7144,1.0,8.5092,1.0,63.9624
1384,15,4,4,0,F,432,0,F,432,41.3974,1.0,2.7088,1.0,5.8196,1.0,54.8108
1385,15,4,5,0,F,432,1,F,192,31.3722,0.849631,3.7132,0.432188,4.1264,0.78291,45.3418
1386,15,4,6,1,F,192,1,F,192,18.9934,1.0,2.264,1.0,3.8294,1.0,28.6992
1387,15,4,7,1,F,192,1,F,192,11.0284,1.0,1.3568,1.0,2.6964,1.0,23.6664
1388,15,4,8,1,F,192,1,F,192,6.3868,1.0,0.8478,1.0,1.6158,1.0,18.84
1389,15,4,9,1,F,192,1,F,192,3.4566,1.0,0.8674,1.0,0.6814,1.0,14.64
1390,15,4,10,1,L,226,1,F,192,2.0582,1.157613,0.5464,1.087116,0.3436,1.055879,14.0776
1391,15,5,0,1,F,192,1,F,192,22.4956,1.0,2.7288,1.0,3.6792,1.0,30.7172
1392,15,5,1,0,F,432,1,F,192,31.2332,0.849891,3.8232,0.432831,4.1496,0.78263,45.3494
1393,15,5,2,0,F,432,0,F,432,32.0798,1.0,2.0106,1.0,4.29,1.0,48.654
1394,15,5,3,0,F,432,0,F,432,32.3058,1.0,2.0064,1.0,4.2916,1.0,48.7416
1395,15,5,4,0,F,432,1,F,192,31.4682,0.850306,3.757,0.432313,4.193,0.782638,45.4012
1396,15,5,5,1,F,192,1,F,192,22.763,1.0,2.7428,1.0,3.6396,1.0,30.8656
1397,15,5,6,1,F,192,1,F,192,16.0154,1.0,1.9462,1.0,3.6948,1.0,27.0514
1398,15,5,7,1,F,192,1,F,192,9.7864,1.0,1.249,1.0,2.456,1.0,22.5776
1399,15,5,8,1,F,192,1,F,192,6.0306,1.0,0.8098,1.0,1.546,1.0,18.3896
1400,15,5,9,1,F,192,1,F,192,3.4522,1.0,0.8788,1.0,0.7,1.0,14.6142
1401,15,5,10,1,b,164,1,F,164,1.924,1.0,0.5256,1.0,0.3274,1.0,11.2474
1402,15,6,0,1,F,192,1,F,192,11.7106,1.0,1.4184,1.0,2.8264,1.0,24.1666
1403,15,6,1,1,F,192,1,F,192,15.9906,1.0,1.9114,1.0,3.7316,1.0,27.0228
1404,15,6,2,1,F,192,1,F,192,19.0802,1.0,2.2744,1.0,3.9054,1.0,28.76
1405,15,6,3,1,F,192,1,F,192,19.8086,1.0,2.3568,1.0,3.7412,1.0,29.1614
1406,15,6,4,1,F,192,1,F,192,19.0204,1.0,2.2838,1.0,3.8372,1.0,28.7296
1407,15,6,5,1,F,192,1,F,192,15.913,1.0,1.8596,1.0,3.6894,1.0,26.9424
1408,15,6,6,1,F,192,1,F,192,11.7128,1.0,1.4484,1.0,2.7816,1.0,24.1746
1409,15,6,7,1,F,192,1,F,192,8.2456,1.0,1.052,1.0,2.058,1.0,21.022
1410,15,6,8,1,F,192,1,F,192,5.3034,1.0,0.7172,1.0,1.343,1.0,17.392
1411,15,6,9,1,F,192,1,F,192,3.1256,1.0,0.812,1.0,0.5802,1.0,14.1426
1412,15,6,10,1,L,226,1,F,192,2.021,1.15715,0.5662,1.090074,0.3446,1.058619,13.9874
1413,15,7,0,1,F,192,1,F,192,6.1106,1.0,0.8344,1.0,1.5514,1.0,18.4558
1414,15,7,1,1,F,192,1,F,192,8.2784,1.0,1.0426,1.0,2.0996,1.0,21.061
1415,15,7,2,1,F,192,1,F,192,9.8514,1.0,1.2886,1.0,2.4198,1.0,22.6212
1416,15,7,3,1,F,192,1,F,192,10.9948,1.0,1.4054,1.0,2.7072,1.0,23.6662
1417,15,7,4,1,F,192,1,F,192,11.0302,1.0,1.3686,1.0,2.6578,1.0,23.6328
1418,15,7,5,1,F,192,1,F,192,9.9096,1.0,1.2834,1.0,2.4388,1.0,22.6736
1419,15,7,6,1,F,192,1,F,192,8.1782,1.0,1.0462,1.0,2.049,1.0,20.919
1420,15,7,7,1,F,192,1,F,192,6.1548,1.0,0.8252,1.0,1.5292,1.0,18.5362
1421,15,7,8,1,F,192,1,F,192,4.159,1.0,1.0236,1.0,0.9528,1.0,15.615
1422,15,7,9,1,F,192,1,F,192,2.6394,1.0,0.7242,1.0,0.435,1.0,13.41
1423,15,7,10,1,F,192,1,F,192,1.7482,1.0,0.4906,1.0,0.2694,1.0,12.0096
1424,15,8,0,1,F,192,1,F,192,2.9536,1.0,0.8044,1.0,0.4884,1.0,13.8668
1425,15,8,1,1,F,192,1,F,192,4.3122,1.0,1.0748,1.0,0.9808,1.0,15.8502
1426,15,8,2,1,F,192,1,F,192,5.4478,1.0,0.776,1.0,1.389,1.0,17.5494
1427,15,8,3,1,F,192,1,F,192,6.0662,1.0,0.8122,1.0,1.5508,1.0,18.4304
1428,15,8,4,1,F,192,1,F,192,6.5162,1.0,0.8428,1.0,1.648,1.0,18.9888
1429,15,8,5,1,F,192,1,F,192,6.138,1.0,0.8272,1.0,1.5486,1.0,18.5098
1430,15,8,6,1,F,192,1,F,192,5.3214,1.0,0.7288,1.0,1.329,1.0,17.4026
1431,15,8,7,1,F,192,1,F,192,4.2338,1.0,1.004,1.0,0.9844,1.0,15.7334
1432,15,8,8,1,F,192,1,F,192,2.9948,1.0,0.8046,1.0,0.5262,1.0,13.9256
1433,15,8,9,1,F,192,1,F,192,2.2702,1.0,0.634,1.0,0.389,1.0,12.8024
1434,15,8,10,1,a,100,1,a,100,0.9292,1.0,0.2566,1.0,0.164,1.0,7.6024
1435,15,9,0,1,a,100,1,F,92,0.9708,1.018335,0.2656,1.010542,0.1576,1.002538,7.6766
1436,15,9,1,1,F,192,1,F,192,2.2066,1.0,0.587,1.0,0.372,1.0,12.722
1437,15,9,2,1,F,192,1,F,192,2.6266,1.0,0.711,1.0,0.4206,1.0,13.393
1438,15,9,3,1,F,192,1,F,192,3.1568,1.0,0.8224,1.0,0.5716,1.0,14.1964
1439,15,9,4,1,F,192,1,F,192,3.401,1.0,0.8658,1.0,0.691,1.0,14.5654
1440,15,9,5,1,F,192,1,F,192,3.4714,1.0,0.89,1.0,0.6958,1.0,14.6348
1441,15,9,6,1,F,192,1,F,192,3.138,1.0,0.8434,1.0,0.5514,1.0,14.1634
1442,15,9,7,1,F,192,1,F,192,2.6806,1.0,0.7262,1.0,0.4284,1.0,13.4548
1443,15,9,8,1,F,192,1,F,192,2.1922,1.0,0.5796,1.0,0.3806,1.0,12.7006
1444,15,9,9,1,a,100,1,F,100,1.018,1.0,0.2832,1.0,0.178,1.0,7.7424
1445,15,10,2,1,a,100,1,a,92,0.8952,1.015416,0.2438,1.008203,0.1604,1.0,7.5498
1446,15,10,3,1,F,192,1,F,192,1.7358,1.0,0.4658,1.0,0.3166,1.0,11.9798
1447,15,10,4,1,L,226,1,F,192,1.9844,1.155211,0.5156,1.07758,0.3482,1.049397,13.9208
1448,15,10,5,1,b,164,1,F,164,1.873,1.0,0.499,1.0,0.3252,1.0,11.1864
1449,15,10,6,1,L,226,1,F,192,1.9486,1.156625,0.5212,1.077897,0.3346,1.057382,13.896
1450,15,10,7,1,F,192,1,F,192,1.7552,1.0,0.4658,1.0,0.304,1.0,12.002
