,Layer,U,V,Type,Shape,cells,cmssw_type,cmssw_shape,cmssw_cells,nHitsTotal,corrFactorTotal,nHistsToA,corrFactorToA,nHitsBXM1,corrFactorBXM1,EvSize
978,11,4,8,1,F,192,1,F,192,8.5282,1.0,1.8876,1.0,2.2926,1.0,21.308
979,11,4,9,1,F,192,1,F,192,5.0702,1.0,1.2114,1.0,1.201,1.0,16.8978
980,11,4,10,1,F,192,1,F,192,3.2024,1.0,0.8598,1.0,0.555,1.0,14.2382
981,11,5,0,1,F,192,1,F,192,28.3676,1.0,3.7494,1.0,5.0198,1.0,34.663
982,11,5,1,0,F,432,0,F,432,35.338,1.0,2.2748,1.0,5.0478,1.0,50.8936
983,11,5,2,0,F,432,0,F,432,40.9364,1.0,2.6666,1.0,6.0452,1.0,54.597
984,11,5,3,0,F,432,0,F,432,40.813,1.0,2.6274,1.0,6.022,1.0,54.515
985,11,5,4,0,F,432,0,F,432,35.3926,1.0,2.2616,1.0,5.0514,1.0,50.9454
986,11,5,5,1,F,192,1,F,192,27.8874,1.0,3.701,1.0,5.0154,1.0,34.3924
987,11,5,6,1,F,192,1,F,192,21.0932,1.0,2.5532,1.0,4.9866,1.0,30.2992
988,11,5,7,1,F,192,1,F,192,12.8142,1.0,2.7328,1.0,3.3642,1.0,25.4808
989,11,5,8,1,F,192,1,F,192,8.1546,1.0,1.8332,1.0,2.1734,1.0,20.8606
990,11,5,9,1,F,192,1,F,192,5.0922,1.0,1.2172,1.0,1.1982,1.0,16.9648
991,11,5,10,1,d,100,1,F,192,1.7032,0.627055,0.4658,0.745814,0.2796,0.798999,7.8988
992,11,6,0,1,F,192,1,F,192,16.2372,1.0,1.9914,1.0,3.9366,1.0,27.2536
993,11,6,1,1,F,192,1,F,192,21.4078,1.0,2.5756,1.0,5.1264,1.0,30.5138
994,11,6,2,1,F,192,1,F,192,24.1022,1.0,3.0528,1.0,5.064,1.0,32.1168
995,11,6,3,1,F,192,1,F,192,25.1188,1.0,3.252,1.0,5.0904,1.0,32.7666
996,11,6,4,1,F,192,1,F,192,24.1124,1.0,3.0646,1.0,5.0964,1.0,32.1412
997,11,6,5,1,F,192,1,F,192,21.4012,1.0,2.61,1.0,5.1614,1.0,30.5276
998,11,6,6,1,F,192,1,F,192,16.2512,1.0,1.9688,1.0,3.9,1.0,27.2532
999,11,6,7,1,F,192,1,F,192,10.5032,1.0,2.3058,1.0,2.7752,1.0,23.3972
1000,11,6,8,1,F,192,1,F,192,7.2306,1.0,1.6122,1.0,1.9256,1.0,19.764
1001,11,6,9,1,F,192,1,F,192,4.6032,1.0,1.1318,1.0,1.0192,1.0,16.2482
1002,11,6,10,1,F,192,1,F,192,3.168,1.0,0.8532,1.0,0.5852,1.0,14.1908
1003,11,7,0,1,F,192,1,F,192,8.0106,1.0,1.7636,1.0,2.182,1.0,20.7188
1004,11,7,1,1,F,192,1,F,192,10.6056,1.0,2.3164,1.0,2.8704,1.0,23.5078
1005,11,7,2,1,F,192,1,F,192,12.8474,1.0,2.7594,1.0,3.4088,1.0,25.547
1006,11,7,3,1,F,192,1,F,192,15.35,1.0,1.8488,1.0,3.7576,1.0,26.6868
1007,11,7,4,1,F,192,1,F,192,15.5008,1.0,1.8824,1.0,3.7338,1.0,26.7496
1008,11,7,5,1,F,192,1,F,192,12.8846,1.0,2.7354,1.0,3.3904,1.0,25.515
1009,11,7,6,1,F,192,1,F,192,10.706,1.0,2.3714,1.0,2.875,1.0,23.5814
1010,11,7,7,1,F,192,1,F,192,8.0472,1.0,1.7958,1.0,2.1298,1.0,20.7266
1011,11,7,8,1,F,192,1,F,192,6.0816,1.0,1.3974,1.0,1.5676,1.0,18.2896
1012,11,7,9,1,F,192,1,F,192,4.034,1.0,1.0346,1.0,0.7684,1.0,15.488
1013,11,7,10,1,b,164,1,b,191,2.6148,0.892994,0.6922,0.953193,0.4844,0.965731,11.8968
1014,11,8,0,1,F,192,1,F,192,4.4408,1.0,1.1006,1.0,0.9718,1.0,16.0546
1015,11,8,1,1,F,192,1,F,192,6.113,1.0,1.4002,1.0,1.6138,1.0,18.3366
1016,11,8,2,1,F,192,1,F,192,7.1996,1.0,1.594,1.0,1.9454,1.0,19.751
1017,11,8,3,1,F,192,1,F,192,8.113,1.0,1.8098,1.0,2.1746,1.0,20.8312
1018,11,8,4,1,F,192,1,F,192,8.4082,1.0,1.8556,1.0,2.244,1.0,21.1704
1019,11,8,5,1,F,192,1,F,192,8.131,1.0,1.807,1.0,2.12,1.0,20.8082
1020,11,8,6,1,F,192,1,F,192,7.279,1.0,1.6024,1.0,1.9942,1.0,19.8206
1021,11,8,7,1,F,192,1,F,192,5.9908,1.0,1.3672,1.0,1.5664,1.0,18.156
1022,11,8,8,1,F,192,1,F,192,4.3926,1.0,1.0948,1.0,0.955,1.0,15.9892
1023,11,8,9,1,F,192,1,F,192,3.4068,1.0,0.8826,1.0,0.5906,1.0,14.5914
1024,11,8,10,1,a,100,1,a,150,1.4992,0.693303,0.3938,0.783647,0.279,0.805735,7.8198
1025,11,9,0,1,a,100,1,a,183,1.745,0.62533,0.458,0.740611,0.3244,0.787916,7.9252
1026,11,9,1,1,F,192,1,F,192,3.462,1.0,0.9032,1.0,0.6044,1.0,14.6266
1027,11,9,2,1,F,192,1,F,192,3.9022,1.0,0.9808,1.0,0.7632,1.0,15.31
1028,11,9,3,1,F,192,1,F,192,4.655,1.0,1.148,1.0,1.0406,1.0,16.34
1029,11,9,4,1,F,192,1,F,192,5.1344,1.0,1.214,1.0,1.2,1.0,17.0262
1030,11,9,5,1,F,192,1,F,192,5.1382,1.0,1.2258,1.0,1.2244,1.0,17.0044
1031,11,9,6,1,F,192,1,F,192,4.5824,1.0,1.1078,1.0,1.0142,1.0,16.2468
1032,11,9,7,1,F,192,1,F,192,4.0558,1.0,1.0614,1.0,0.7448,1.0,15.5106
1033,11,9,8,1,F,192,1,F,192,3.4482,1.0,0.912,1.0,0.5772,1.0,14.5988
1034,11,9,9,1,a,100,1,a,175,1.7036,0.631017,0.4366,0.746679,0.3188,0.771644,7.895
1035,11,10,2,1,a,100,1,a,150,1.5222,0.694915,0.407,0.777887,0.264,0.823485,7.8546
1036,11,10,3,1,b,164,1,b,191,2.545,0.892574,0.6682,0.957198,0.4698,0.969774,11.795
1037,11,10,4,1,F,192,1,F,192,3.2138,1.0,0.8596,1.0,0.5764,1.0,14.2636
1038,11,10,5,1,d,100,1,F,192,1.6458,0.633491,0.437,0.756522,0.271,0.81476,7.8664
1039,11,10,6,1,F,192,1,F,192,3.2908,1.0,0.8946,1.0,0.5608,1.0,14.329
1040,11,10,7,1,b,164,1,b,191,2.573,0.894442,0.6868,0.955737,0.4564,0.974584,11.821
1041,11,10,8,1,a,100,1,a,150,1.488,0.701478,0.3704,0.786717,0.2998,0.808539,7.8358
1042,12,1,2,0,d,160,0,d,157,80.852,1.019628,10.2508,1.000429,28.5616,1.020069,70.1234
1043,12,1,3,0,F,432,0,F,432,133.2012,1.0,11.0126,1.0,30.4342,1.0,110.7452
1044,12,1,4,0,F,432,0,F,432,59.8592,1.0,3.92,1.0,9.1258,1.0,66.0516
1045,12,1,5,0,F,432,0,F,432,29.8164,1.0,1.8354,1.0,3.8898,1.0,47.2076
1046,12,1,6,1,F,192,1,F,192,18.2324,1.0,2.022,1.0,3.9666,1.0,28.2512
1047,12,1,7,1,F,192,1,F,192,8.5952,1.0,1.781,1.0,2.166,1.0,21.4634
1048,12,1,8,1,F,192,1,F,192,4.9272,1.0,1.0758,1.0,1.232,1.0,16.766
1049,12,1,9,1,b,164,1,F,192,2.265,0.901545,0.5922,0.969267,0.3638,0.984057,11.4638
1050,12,2,0,0,g,307,0,g,294,140.9204,1.044339,16.0846,1.047797,45.5332,1.044517,119.555
1051,12,2,1,0,d,160,0,d,157,80.623,1.01959,10.1716,1.000413,28.609,1.020113,69.98
1052,12,2,2,0,g,307,0,g,293,138.5804,1.047786,15.956,1.05188,45.154,1.047686,118.4664
1053,12,2,3,0,F,432,0,F,432,132.885,1.0,10.9874,1.0,30.289,1.0,110.5482
1054,12,2,4,0,F,432,0,F,432,66.4802,1.0,4.4748,1.0,10.5576,1.0,70.0574
1055,12,2,5,0,F,432,0,F,432,34.2648,1.0,2.1268,1.0,4.6072,1.0,50.0214
1056,12,2,6,1,F,192,1,F,192,20.371,1.0,2.338,1.0,3.896,1.0,29.447
1057,12,2,7,1,F,192,1,F,192,10.5104,1.0,2.0974,1.0,2.6392,1.0,23.4418
1058,12,2,8,1,F,192,1,F,192,5.8676,1.0,1.238,1.0,1.5068,1.0,18.1148
1059,12,2,9,1,F,192,1,F,192,3.1794,1.0,0.7808,1.0,0.5936,1.0,14.2604
1060,12,3,0,0,F,432,0,F,432,96.0692,1.0,7.0854,1.0,18.2306,1.0,87.6528
1061,12,3,1,0,F,432,0,F,432,132.534,1.0,10.9398,1.0,30.244,1.0,110.2784
1062,12,3,2,0,F,432,0,F,432,132.5858,1.0,10.8472,1.0,30.4582,1.0,110.3308
1063,12,3,3,0,F,432,0,F,432,95.7176,1.0,7.0442,1.0,17.9382,1.0,87.4292
1064,12,3,4,0,F,432,0,F,432,59.6772,1.0,3.832,1.0,9.16,1.0,65.9068
1065,12,3,5,0,F,432,0,F,432,34.4674,1.0,2.1726,1.0,4.5668,1.0,50.1242
1066,12,3,6,1,F,192,1,F,192,21.2802,1.0,2.476,1.0,3.8408,1.0,30.029
1067,12,3,7,1,F,192,1,F,192,12.9614,1.0,1.425,1.0,2.9364,1.0,24.9522
1068,12,3,8,1,F,192,1,F,192,6.4934,1.0,1.347,1.0,1.6628,1.0,18.9196
1069,12,3,9,1,F,192,1,F,192,3.749,1.0,0.8768,1.0,0.8058,1.0,15.1146
1070,12,3,10,1,a,100,1,a,191,1.2748,0.660496,0.3188,0.774153,0.2174,0.809568,7.5404
1071,12,4,0,0,F,432,0,F,432,44.0546,1.0,2.814,1.0,6.1074,1.0,56.5086
1072,12,4,1,0,F,432,0,F,432,59.555,1.0,3.8382,1.0,9.0494,1.0,65.8492
1073,12,4,2,0,F,432,0,F,432,66.458,1.0,4.4462,1.0,10.532,1.0,69.9616
1074,12,4,3,0,F,432,0,F,432,59.5726,1.0,3.9092,1.0,9.1564,1.0,65.8934
1075,12,4,4,0,F,432,0,F,432,43.6792,1.0,2.7736,1.0,6.0454,1.0,56.259
1076,12,4,5,0,F,432,0,F,432,29.5852,1.0,1.8168,1.0,3.8512,1.0,47.074
1077,12,4,6,1,F,192,1,F,192,20.4788,1.0,2.3824,1.0,3.9098,1.0,29.5372
1078,12,4,7,1,F,192,1,F,192,13.0098,1.0,1.4608,1.0,2.9426,1.0,24.9986
1079,12,4,8,1,F,192,1,F,192,6.9248,1.0,1.4818,1.0,1.7424,1.0,19.4928
1080,12,4,9,1,F,192,1,F,192,4.0922,1.0,0.9486,1.0,0.9168,1.0,15.5646
1081,12,4,10,1,b,164,1,F,192,2.1262,0.906406,0.547,0.967459,0.3534,0.98189,11.2954
1082,12,5,0,1,F,192,1,F,192,24.3126,1.0,2.8356,1.0,3.8502,1.0,31.8186
1083,12,5,1,0,F,432,0,F,432,29.5012,1.0,1.7682,1.0,3.8388,1.0,47.0008
1084,12,5,2,0,F,432,0,F,432,34.3492,1.0,2.12,1.0,4.6172,1.0,50.0666
1085,12,5,3,0,F,432,0,F,432,34.3748,1.0,2.1538,1.0,4.6046,1.0,50.0978
1086,12,5,4,0,F,432,0,F,432,29.767,1.0,1.792,1.0,3.8964,1.0,47.1806
1087,12,5,5,1,F,192,1,F,192,24.2298,1.0,2.8476,1.0,3.755,1.0,31.7534
1088,12,5,6,1,F,192,1,F,192,17.9184,1.0,1.9892,1.0,3.8806,1.0,28.057
1089,12,5,7,1,F,192,1,F,192,10.599,1.0,2.1414,1.0,2.5944,1.0,23.488
1090,12,5,8,1,F,192,1,F,192,6.5822,1.0,1.4092,1.0,1.7016,1.0,19.0104
1091,12,5,9,1,F,192,1,F,192,4.0804,1.0,0.9294,1.0,0.9356,1.0,15.6036
1092,12,5,10,1,d,100,1,F,192,1.366,0.653294,0.3668,0.77699,0.2092,0.832696,7.6168
1093,12,6,0,1,F,192,1,F,192,13.6224,1.0,1.5078,1.0,3.1238,1.0,25.4356
1094,12,6,1,1,F,192,1,F,192,18.007,1.0,2.0066,1.0,3.9558,1.0,28.1286
1095,12,6,2,1,F,192,1,F,192,20.3954,1.0,2.3194,1.0,3.9606,1.0,29.5044
1096,12,6,3,1,F,192,1,F,192,21.3724,1.0,2.4418,1.0,3.8306,1.0,30.0406
1097,12,6,4,1,F,192,1,F,192,20.3506,1.0,2.3476,1.0,3.872,1.0,29.4576
1098,12,6,5,1,F,192,1,F,192,17.8974,1.0,1.9904,1.0,3.9042,1.0,28.0394
1099,12,6,6,1,F,192,1,F,192,13.6736,1.0,1.5158,1.0,3.0728,1.0,25.4118
1100,12,6,7,1,F,192,1,F,192,8.6364,1.0,1.8018,1.0,2.1754,1.0,21.4936
1101,12,6,8,1,F,192,1,F,192,5.8336,1.0,1.245,1.0,1.5244,1.0,18.0352
1102,12,6,9,1,F,192,1,F,192,3.7518,1.0,0.8794,1.0,0.8018,1.0,15.097
1103,12,6,10,1,b,164,1,F,192,2.152,0.905576,0.5432,0.96539,0.3632,0.980176,11.316
1104,12,7,0,1,F,192,1,F,192,6.4988,1.0,1.3708,1.0,1.6918,1.0,18.9082
1105,12,7,1,1,F,192,1,F,192,8.6716,1.0,1.7878,1.0,2.2084,1.0,21.5416
1106,12,7,2,1,F,192,1,F,192,10.536,1.0,2.1294,1.0,2.6426,1.0,23.4796
1107,12,7,3,1,F,192,1,F,192,12.9722,1.0,1.4388,1.0,2.9496,1.0,24.9726
1108,12,7,4,1,F,192,1,F,192,13.0542,1.0,1.4756,1.0,2.9222,1.0,25.0028
1109,12,7,5,1,F,192,1,F,192,10.5714,1.0,2.1406,1.0,2.6338,1.0,23.5186
1110,12,7,6,1,F,192,1,F,192,8.7006,1.0,1.8112,1.0,2.244,1.0,21.5594
1111,12,7,7,1,F,192,1,F,192,6.5406,1.0,1.3788,1.0,1.6922,1.0,18.9736
1112,12,7,8,1,F,192,1,F,192,4.891,1.0,1.05,1.0,1.2254,1.0,16.7544
1113,12,7,9,1,F,192,1,F,192,3.2254,1.0,0.7876,1.0,0.5872,1.0,14.3144
1114,12,7,10,1,a,100,1,a,191,1.2602,0.658943,0.3124,0.790653,0.2182,0.811182,7.514
1115,12,8,0,1,F,192,1,F,192,3.4944,1.0,0.7986,1.0,0.745,1.0,14.729
1116,12,8,1,1,F,192,1,F,192,4.8728,1.0,1.0482,1.0,1.1804,1.0,16.7172
1117,12,8,2,1,F,192,1,F,192,5.8128,1.0,1.274,1.0,1.4644,1.0,18.0316
1118,12,8,3,1,F,192,1,F,192,6.52,1.0,1.3762,1.0,1.6706,1.0,18.9486
1119,12,8,4,1,F,192,1,F,192,6.8828,1.0,1.444,1.0,1.751,1.0,19.4164
1120,12,8,5,1,F,192,1,F,192,6.5588,1.0,1.3896,1.0,1.6824,1.0,19.005
1121,12,8,6,1,F,192,1,F,192,5.916,1.0,1.26,1.0,1.546,1.0,18.1274
1122,12,8,7,1,F,192,1,F,192,4.774,1.0,1.053,1.0,1.2076,1.0,16.5536
1123,12,8,8,1,F,192,1,F,192,3.4566,1.0,0.8236,1.0,0.7092,1.0,14.6618
1124,12,8,9,1,b,164,1,F,192,2.2436,0.902032,0.5774,0.964323,0.369,0.985366,11.4532
1125,12,9,0,1,a,100,1,a,183,1.289,0.659581,0.3284,0.77771,0.2166,0.821791,7.542
1126,12,9,1,1,b,164,1,F,192,2.2928,0.90239,0.5944,0.962988,0.3748,0.980256,11.513
1127,12,9,2,1,F,192,1,F,192,3.0962,1.0,0.7564,1.0,0.577,1.0,14.1512
1128,12,9,3,1,F,192,1,F,192,3.7654,1.0,0.8878,1.0,0.8194,1.0,15.14
1129,12,9,4,1,F,192,1,F,192,4.102,1.0,0.94,1.0,0.9264,1.0,15.5938
1130,12,9,5,1,F,192,1,F,192,4.154,1.0,0.949,1.0,0.9756,1.0,15.6582
1131,12,9,6,1,F,192,1,F,192,3.6948,1.0,0.8596,1.0,0.7872,1.0,15.0218
1132,12,9,7,1,F,192,1,F,192,3.2608,1.0,0.8166,1.0,0.5978,1.0,14.3564
1133,12,9,8,1,b,164,1,F,192,2.285,0.901707,0.5936,0.959569,0.3696,0.975108,11.4858
1134,12,9,9,1,a,100,1,a,175,1.3082,0.664424,0.3312,0.781401,0.2454,0.817441,7.5682
1135,12,10,3,1,a,100,1,a,191,1.225,0.66302,0.3072,0.781901,0.2204,0.822142,7.491
1136,12,10,4,1,b,164,1,F,192,2.1236,0.904219,0.5504,0.961483,0.3414,0.98594,11.2756
1137,12,10,5,1,d,100,1,F,192,1.2976,0.660296,0.3286,0.804626,0.21,0.822857,7.5716
1138,12,10,6,1,b,164,1,F,192,2.2038,0.903803,0.581,0.959036,0.3702,0.976769,11.3716
1139,12,10,7,1,a,100,1,a,191,1.2514,0.659262,0.3178,0.791693,0.209,0.836364,7.5094
1140,13,1,2,0,d,160,0,d,157,83.696,1.020087,10.6522,1.000657,30.607,1.021524,72.232
1141,13,1,3,0,F,432,0,F,432,133.5842,1.0,10.9406,1.0,30.39,1.0,110.8416
1142,13,1,4,0,F,432,0,F,432,59.5784,1.0,3.8916,1.0,9.0918,1.0,65.9092
1143,13,1,5,0,F,432,0,F,432,29.6212,1.0,1.8252,1.0,3.8328,1.0,47.1016
1144,13,1,6,1,F,192,1,F,192,17.9124,1.0,2.0404,1.0,3.925,1.0,28.0776
1145,13,1,7,1,F,192,1,F,192,8.3466,1.0,1.7888,1.0,2.1274,1.0,21.1144
1146,13,1,8,1,F,192,1,F,192,4.7002,1.0,1.0776,1.0,1.2054,1.0,16.4176
1147,13,1,9,1,F,192,1,F,192,2.624,1.0,0.6986,1.0,0.4454,1.0,13.372
1148,13,2,0,0,g,307,0,g,294,144.3246,1.044277,16.481,1.047364,47.8428,1.044454,122.055
1149,13,2,1,0,d,160,0,d,157,83.7068,1.020135,10.5774,1.000511,30.7334,1.021455,72.2668
1150,13,2,2,0,g,307,0,g,293,141.6744,1.047726,16.4982,1.051727,47.3484,1.047579,120.7892
1151,13,2,3,0,F,432,0,F,432,133.1734,1.0,10.8724,1.0,30.1662,1.0,110.545
1152,13,2,4,0,F,432,0,F,432,65.7632,1.0,4.3556,1.0,10.381,1.0,69.528
1153,13,2,5,0,F,432,0,F,432,33.9096,1.0,2.0938,1.0,4.4852,1.0,49.7502
1154,13,2,6,1,F,192,1,F,192,20.164,1.0,2.3712,1.0,3.9088,1.0,29.386
1155,13,2,7,1,F,192,1,F,192,11.0632,1.0,1.3002,1.0,2.5858,1.0,23.603
1156,13,2,8,1,F,192,1,F,192,5.6528,1.0,1.2336,1.0,1.4994,1.0,17.7568
1157,13,2,9,1,F,192,1,F,192,3.111,1.0,0.7704,1.0,0.5846,1.0,14.1408
1158,13,2,10,1,a,100,1,a,163,1.161,0.675969,0.3056,0.778141,0.2124,0.816384,7.417
1159,13,3,0,0,F,432,0,F,432,95.484,1.0,7.0026,1.0,18.0784,1.0,87.3168
1160,13,3,1,0,F,432,0,F,432,132.9726,1.0,10.813,1.0,30.5314,1.0,110.4756
1161,13,3,2,0,F,432,0,F,432,132.9208,1.0,10.8076,1.0,30.4172,1.0,110.4714
1162,13,3,3,0,F,432,0,F,432,95.188,1.0,6.9668,1.0,17.7418,1.0,87.0928
1163,13,3,4,0,F,432,0,F,432,59.003,1.0,3.777,1.0,8.9302,1.0,65.495
1164,13,3,5,0,F,432,0,F,432,33.9988,1.0,2.0932,1.0,4.5308,1.0,49.8054
1165,13,3,6,1,F,192,1,F,192,21.0672,1.0,2.5148,1.0,3.7996,1.0,29.8736
1166,13,3,7,1,F,192,1,F,192,12.7482,1.0,1.4202,1.0,2.9388,1.0,24.8584
1167,13,3,8,1,F,192,1,F,192,6.217,1.0,1.3184,1.0,1.6166,1.0,18.5202
1168,13,3,9,1,F,192,1,F,192,3.597,1.0,0.8552,1.0,0.7854,1.0,14.8574
1169,13,3,10,1,b,164,1,F,192,1.9688,0.909793,0.532,0.962782,0.3464,0.976905,11.0562
1170,13,4,0,0,F,432,0,F,432,43.7044,1.0,2.7274,1.0,6.0354,1.0,56.2256
1171,13,4,1,0,F,432,0,F,432,59.0444,1.0,3.7702,1.0,8.9352,1.0,65.475
1172,13,4,2,0,F,432,0,F,432,65.8996,1.0,4.3686,1.0,10.5092,1.0,69.696
1173,13,4,3,0,F,432,0,F,432,59.0502,1.0,3.8362,1.0,9.0242,1.0,65.5716
1174,13,4,4,0,F,432,0,F,432,43.1284,1.0,2.6796,1.0,5.9528,1.0,55.8244
1175,13,4,5,0,F,432,0,F,432,29.343,1.0,1.7672,1.0,3.8388,1.0,46.972
1176,13,4,6,1,F,192,1,F,192,20.0668,1.0,2.3668,1.0,3.886,1.0,29.299
1177,13,4,7,1,F,192,1,F,192,12.7518,1.0,1.494,1.0,2.9028,1.0,24.8462
1178,13,4,8,1,F,192,1,F,192,6.6978,1.0,1.4556,1.0,1.7188,1.0,19.1312
1179,13,4,9,1,F,192,1,F,192,3.9462,1.0,0.9638,1.0,0.9054,1.0,15.3322
1180,13,4,10,1,F,192,1,F,192,2.4274,1.0,0.6282,1.0,0.4154,1.0,13.0684
1181,13,5,0,1,F,192,1,F,192,24.0832,1.0,2.9102,1.0,3.8152,1.0,31.7016
1182,13,5,1,0,F,432,0,F,432,29.2172,1.0,1.7768,1.0,3.8146,1.0,46.9144
1183,13,5,2,0,F,432,0,F,432,34.1648,1.0,2.1178,1.0,4.5656,1.0,49.9506
1184,13,5,3,0,F,432,0,F,432,33.9704,1.0,2.1272,1.0,4.5622,1.0,49.8532
1185,13,5,4,0,F,432,0,F,432,29.2728,1.0,1.7734,1.0,3.809,1.0,46.8838
1186,13,5,5,1,F,192,1,F,192,23.9218,1.0,2.8708,1.0,3.7036,1.0,31.5484
1187,13,5,6,1,F,192,1,F,192,17.5432,1.0,2.0218,1.0,3.8344,1.0,27.8506
1188,13,5,7,1,F,192,1,F,192,11.1054,1.0,1.3222,1.0,2.5524,1.0,23.627
1189,13,5,8,1,F,192,1,F,192,6.3546,1.0,1.3634,1.0,1.6558,1.0,18.6662
1190,13,5,9,1,F,192,1,F,192,3.9696,1.0,0.9162,1.0,0.9122,1.0,15.4104
1191,13,5,10,1,b,164,1,F,192,2.2464,0.905449,0.5756,0.958999,0.3706,0.980032,11.4356
1192,13,6,0,1,F,192,1,F,192,13.3984,1.0,1.5202,1.0,3.0412,1.0,25.2768
1193,13,6,1,1,F,192,1,F,192,17.6126,1.0,1.9966,1.0,3.8634,1.0,27.9026
1194,13,6,2,1,F,192,1,F,192,20.2552,1.0,2.3812,1.0,3.9232,1.0,29.4358
1195,13,6,3,1,F,192,1,F,192,21.0066,1.0,2.4666,1.0,3.809,1.0,29.8422
1196,13,6,4,1,F,192,1,F,192,19.9556,1.0,2.3458,1.0,3.8432,1.0,29.2458
1197,13,6,5,1,F,192,1,F,192,17.524,1.0,1.9978,1.0,3.8686,1.0,27.8322
1198,13,6,6,1,F,192,1,F,192,13.3722,1.0,1.5406,1.0,2.9944,1.0,25.2636
1199,13,6,7,1,F,192,1,F,192,8.3494,1.0,1.7598,1.0,2.1252,1.0,21.1418
1200,13,6,8,1,F,192,1,F,192,5.7058,1.0,1.2406,1.0,1.5116,1.0,17.832
1201,13,6,9,1,F,192,1,F,192,3.6,1.0,0.8574,1.0,0.7796,1.0,14.8392
1202,13,6,10,1,F,192,1,F,192,2.4268,1.0,0.6378,1.0,0.4166,1.0,13.0618
1203,13,7,0,1,F,192,1,F,192,6.353,1.0,1.3614,1.0,1.6892,1.0,18.6994
1204,13,7,1,1,F,192,1,F,192,8.3514,1.0,1.7736,1.0,2.1768,1.0,21.1528
1205,13,7,2,1,F,192,1,F,192,11.1144,1.0,1.3412,1.0,2.6068,1.0,23.6918
1206,13,7,3,1,F,192,1,F,192,12.7246,1.0,1.4074,1.0,2.9166,1.0,24.7992
1207,13,7,4,1,F,192,1,F,192,12.7846,1.0,1.4902,1.0,2.8766,1.0,24.8816
1208,13,7,5,1,F,192,1,F,192,11.0976,1.0,1.2832,1.0,2.5514,1.0,23.5874
1209,13,7,6,1,F,192,1,F,192,8.448,1.0,1.8066,1.0,2.2032,1.0,21.2574
1210,13,7,7,1,F,192,1,F,192,6.3426,1.0,1.3798,1.0,1.655,1.0,18.6846
1211,13,7,8,1,F,192,1,F,192,4.7138,1.0,1.0554,1.0,1.193,1.0,16.4602
1212,13,7,9,1,F,192,1,F,192,3.176,1.0,0.8134,1.0,0.6044,1.0,14.2172
1213,13,7,10,1,b,164,1,F,192,1.9534,0.913075,0.5128,0.964509,0.3564,0.973625,11.052
1214,13,8,0,1,F,192,1,F,192,3.3472,1.0,0.7922,1.0,0.7214,1.0,14.4832
1215,13,8,1,1,F,192,1,F,192,4.752,1.0,1.0658,1.0,1.2176,1.0,16.517
1216,13,8,2,1,F,192,1,F,192,5.7354,1.0,1.2508,1.0,1.5182,1.0,17.914
1217,13,8,3,1,F,192,1,F,192,6.3156,1.0,1.3546,1.0,1.6372,1.0,18.6524
1218,13,8,4,1,F,192,1,F,192,6.7252,1.0,1.435,1.0,1.7572,1.0,19.1406
1219,13,8,5,1,F,192,1,F,192,6.3672,1.0,1.3986,1.0,1.6394,1.0,18.6794
1220,13,8,6,1,F,192,1,F,192,5.6374,1.0,1.238,1.0,1.4954,1.0,17.709
1221,13,8,7,1,F,192,1,F,192,4.7048,1.0,1.0778,1.0,1.2098,1.0,16.429
1222,13,8,8,1,F,192,1,F,192,3.4022,1.0,0.8288,1.0,0.7178,1.0,14.537
1223,13,8,9,1,F,192,1,F,192,2.5742,1.0,0.651,1.0,0.4398,1.0,13.3252
1224,13,8,10,1,a,100,1,a,163,1.149,0.685988,0.2986,0.790355,0.2162,0.798335,7.4296
1225,13,9,0,1,a,100,1,a,192,1.2398,0.658009,0.3244,0.773736,0.2234,0.814682,7.48
1226,13,9,1,1,F,192,1,F,192,2.6166,1.0,0.6676,1.0,0.427,1.0,13.4022
1227,13,9,2,1,F,192,1,F,192,3.0184,1.0,0.7592,1.0,0.5726,1.0,13.9772
1228,13,9,3,1,F,192,1,F,192,3.6042,1.0,0.8516,1.0,0.8048,1.0,14.873
1229,13,9,4,1,F,192,1,F,192,3.943,1.0,0.9278,1.0,0.9064,1.0,15.3576
1230,13,9,5,1,F,192,1,F,192,3.9876,1.0,0.9278,1.0,0.9338,1.0,15.4052
1231,13,9,6,1,F,192,1,F,192,3.6044,1.0,0.8672,1.0,0.8002,1.0,14.8628
1232,13,9,7,1,F,192,1,F,192,3.1474,1.0,0.8042,1.0,0.5698,1.0,14.168
1233,13,9,8,1,F,192,1,F,192,2.6224,1.0,0.693,1.0,0.4422,1.0,13.3718
1234,13,9,9,1,a,100,1,a,184,1.2076,0.667108,0.3188,0.771016,0.2128,0.832707,7.468
1235,13,10,2,1,a,100,1,a,163,1.177,0.683263,0.3098,0.794061,0.2184,0.841575,7.4616
1236,13,10,3,1,b,164,1,F,192,1.9176,0.912912,0.5002,0.970012,0.3432,0.980186,10.9972
1237,13,10,4,1,F,192,1,F,192,2.407,1.0,0.6344,1.0,0.4136,1.0,13.0442
1238,13,10,5,1,b,164,1,F,192,2.1934,0.904167,0.5728,0.96648,0.382,0.97644,11.363
1239,13,10,6,1,F,192,1,F,192,2.4182,1.0,0.6554,1.0,0.4106,1.0,13.0308
1240,13,10,7,1,b,164,1,F,192,1.9302,0.908818,0.5014,0.960909,0.3402,0.977072,10.995
1241,13,10,8,1,a,100,1,a,163,1.116,0.686022,0.283,0.797173,0.2026,0.835143,7.4
