,Layer,U,V,Type,Shape,cells,cmssw_type,cmssw_shape,cmssw_cells,nHitsTotal,corrFactorTotal,nHistsToA,corrFactorToA,nHitsBXM1,corrFactorBXM1,EvSize
0,1,1,2,0,d,160,0,d,157,85.968,1.02084,9.6126,1.000021,32.0314,1.023702,73.382
1,1,1,3,0,F,432,0,F,432,180.6754,1.0,15.4498,1.0,50.619,1.0,141.3956
2,1,1,4,0,F,432,0,F,432,96.0436,1.0,6.2694,1.0,17.8984,1.0,87.1634
3,1,1,5,0,F,432,0,F,432,54.4374,1.0,3.2242,1.0,8.5182,1.0,62.8912
4,1,1,6,1,F,192,1,F,192,33.2676,1.0,7.4786,1.0,9.713,1.0,39.998
5,1,1,7,1,F,192,1,F,192,20.8008,1.0,4.4554,1.0,5.8982,1.0,31.4504
6,1,1,8,1,F,192,1,F,192,12.2284,1.0,3.0846,1.0,2.0624,1.0,24.7936
7,1,1,9,1,b,164,1,F,192,5.8356,0.856501,1.51,0.936291,1.0902,0.955971,15.6694
8,1,2,0,0,g,307,0,g,294,160.2288,1.044303,16.8022,1.050279,56.7994,1.044173,132.8374
9,1,2,1,0,d,160,0,d,157,85.873,1.020926,9.5734,1.000021,31.9722,1.023721,73.3006
10,1,2,2,0,g,307,0,g,293,158.2074,1.047852,16.9558,1.05328,56.574,1.047729,132.0752
11,1,2,3,0,F,432,0,F,432,180.7454,1.0,15.5796,1.0,50.669,1.0,141.4978
12,1,2,4,0,F,432,0,F,432,104.5704,1.0,6.9958,1.0,20.3146,1.0,92.0824
13,1,2,5,0,F,432,0,F,432,61.1572,1.0,3.6332,1.0,9.8142,1.0,66.8416
14,1,2,6,1,F,192,1,F,192,39.2196,1.0,5.0664,1.0,11.365,1.0,42.133
15,1,2,7,1,F,192,1,F,192,23.5614,1.0,5.166,1.0,6.6252,1.0,33.3276
16,1,2,8,1,F,192,1,F,192,14.8166,1.0,3.5844,1.0,3.1976,1.0,27.0802
17,1,2,9,1,L,226,1,F,192,8.56,1.177243,2.1756,1.16446,1.5632,1.139841,24.6356
18,1,3,0,0,F,432,0,F,432,141.3446,1.0,10.6004,1.0,32.8662,1.0,115.26
19,1,3,1,0,F,432,0,F,432,180.498,1.0,15.4896,1.0,50.5008,1.0,141.311
20,1,3,2,0,F,432,0,F,432,180.545,1.0,15.3914,1.0,50.6458,1.0,141.3466
21,1,3,3,0,F,432,0,F,432,141.4746,1.0,10.7674,1.0,33.0226,1.0,115.4692
22,1,3,4,0,F,432,0,F,432,96.0172,1.0,6.235,1.0,17.8832,1.0,87.1496
23,1,3,5,0,F,432,0,F,432,61.5196,1.0,3.6114,1.0,9.8372,1.0,67.0078
24,1,3,6,1,F,192,1,F,192,41.2456,1.0,5.3642,1.0,11.921,1.0,43.3958
25,1,3,7,1,F,192,1,F,192,25.5784,1.0,5.642,1.0,7.3026,1.0,34.7512
26,1,3,8,1,F,192,1,F,192,16.3568,1.0,3.806,1.0,3.9154,1.0,28.2422
27,1,3,9,1,F,192,1,F,192,9.8646,1.0,2.545,1.0,1.7232,1.0,22.7068
28,1,3,10,1,a,100,1,a,142,3.1632,0.709345,0.7928,0.754541,0.576,0.780556,9.6024
29,1,4,0,0,F,432,0,F,432,75.7364,1.0,4.6888,1.0,12.8962,1.0,75.477
30,1,4,1,0,F,432,0,F,432,95.7482,1.0,6.2414,1.0,17.9022,1.0,87.007
31,1,4,2,0,F,432,0,F,432,104.4442,1.0,6.9696,1.0,20.3968,1.0,92.04
32,1,4,3,0,F,432,0,F,432,95.855,1.0,6.2994,1.0,17.9024,1.0,87.107
33,1,4,4,0,F,432,0,F,432,75.7222,1.0,4.6326,1.0,12.9788,1.0,75.4492
34,1,4,5,0,F,432,0,F,432,54.3656,1.0,3.1468,1.0,8.5506,1.0,62.8008
35,1,4,6,1,F,192,1,F,192,39.2146,1.0,5.1406,1.0,11.1608,1.0,42.1276
36,1,4,7,1,F,192,1,F,192,25.5944,1.0,5.6258,1.0,7.2568,1.0,34.724
37,1,4,8,1,F,192,1,F,192,17.0584,1.0,3.9294,1.0,4.2106,1.0,28.7998
38,1,4,9,1,F,192,1,F,192,10.7248,1.0,2.7418,1.0,1.8698,1.0,23.5248
39,1,4,10,1,b,164,1,b,178,5.3886,0.941543,1.374,0.995197,0.9788,0.997548,15.8368
40,1,5,0,1,F,192,1,F,192,45.6164,1.0,6.0292,1.0,13.3188,1.0,46.2486
41,1,5,1,0,F,432,0,F,432,54.5656,1.0,3.179,1.0,8.4802,1.0,63.005
42,1,5,2,0,F,432,0,F,432,61.4062,1.0,3.615,1.0,9.9216,1.0,66.9902
43,1,5,3,0,F,432,0,F,432,61.4536,1.0,3.6142,1.0,9.8716,1.0,66.9594
44,1,5,4,0,F,432,0,F,432,54.3826,1.0,3.1212,1.0,8.5082,1.0,62.7808
45,1,5,5,1,F,192,1,F,192,45.5456,1.0,6.0088,1.0,13.3956,1.0,46.201
46,1,5,6,1,F,192,1,F,192,33.168,1.0,7.4176,1.0,9.5884,1.0,39.8836
47,1,5,7,1,F,192,1,F,192,23.781,1.0,5.2574,1.0,6.7236,1.0,33.5088
48,1,5,8,1,F,192,1,F,192,16.3746,1.0,3.7342,1.0,3.9612,1.0,28.2614
49,1,5,9,1,F,192,1,F,192,10.7754,1.0,2.707,1.0,1.8804,1.0,23.509
50,1,5,10,1,d,100,1,d,186,3.6024,0.570231,0.919,0.706638,0.661,0.743116,9.3744
51,1,6,0,1,F,192,1,F,192,26.7594,1.0,5.8884,1.0,7.6634,1.0,35.5242
52,1,6,1,1,F,192,1,F,192,33.0988,1.0,7.4918,1.0,9.6296,1.0,39.8808
53,1,6,2,1,F,192,1,F,192,39.1724,1.0,5.1326,1.0,11.2532,1.0,42.1264
54,1,6,3,1,F,192,1,F,192,41.453,1.0,5.4476,1.0,12.0666,1.0,43.6218
55,1,6,4,1,F,192,1,F,192,39.0702,1.0,5.067,1.0,11.1986,1.0,42.0088
56,1,6,5,1,F,192,1,F,192,33.1296,1.0,7.4304,1.0,9.7852,1.0,39.8946
57,1,6,6,1,F,192,1,F,192,26.6322,1.0,5.8324,1.0,7.6082,1.0,35.4112
58,1,6,7,1,F,192,1,F,192,20.7722,1.0,4.5558,1.0,5.8838,1.0,31.4814
59,1,6,8,1,F,192,1,F,192,14.7134,1.0,3.5328,1.0,3.181,1.0,26.9756
60,1,6,9,1,F,192,1,F,192,9.8694,1.0,2.5542,1.0,1.6982,1.0,22.7016
61,1,6,10,1,b,164,1,b,176,5.3804,0.958367,1.3848,0.996245,0.9536,0.999161,15.983
62,1,7,0,1,F,192,1,F,192,16.1946,1.0,3.684,1.0,3.9566,1.0,28.1038
63,1,7,1,1,F,192,1,F,192,20.9112,1.0,4.5616,1.0,5.9278,1.0,31.5598
64,1,7,2,1,F,192,1,F,192,23.6542,1.0,5.1908,1.0,6.6324,1.0,33.3968
65,1,7,3,1,F,192,1,F,192,25.6116,1.0,5.6628,1.0,7.346,1.0,34.7726
66,1,7,4,1,F,192,1,F,192,25.5828,1.0,5.6498,1.0,7.2834,1.0,34.7368
67,1,7,5,1,F,192,1,F,192,23.7334,1.0,5.2366,1.0,6.6084,1.0,33.4544
68,1,7,6,1,F,192,1,F,192,20.9244,1.0,4.5636,1.0,5.8902,1.0,31.5772
69,1,7,7,1,F,192,1,F,192,16.4286,1.0,3.7254,1.0,4.0786,1.0,28.2862
70,1,7,8,1,F,192,1,F,192,12.0976,1.0,3.0818,1.0,2.019,1.0,24.704
71,1,7,9,1,L,226,1,F,192,8.5278,1.17742,2.145,1.167086,1.5418,1.142431,24.6164
72,1,7,10,1,a,100,1,a,144,3.2316,0.679911,0.8354,0.736653,0.5856,0.771516,9.5136
73,1,8,0,1,L,226,1,F,192,9.5382,1.176889,2.3894,1.176948,1.6962,1.148096,25.8018
74,1,8,1,1,F,192,1,F,192,12.0394,1.0,3.019,1.0,1.9982,1.0,24.6744
75,1,8,2,1,F,192,1,F,192,14.757,1.0,3.5298,1.0,3.1584,1.0,26.9702
76,1,8,3,1,F,192,1,F,192,16.361,1.0,3.7768,1.0,3.9356,1.0,28.245
77,1,8,4,1,F,192,1,F,192,17.1562,1.0,3.8438,1.0,4.2582,1.0,28.7916
78,1,8,5,1,F,192,1,F,192,16.455,1.0,3.7722,1.0,3.9638,1.0,28.2964
79,1,8,6,1,F,192,1,F,192,14.7144,1.0,3.5416,1.0,3.1818,1.0,26.9436
80,1,8,7,1,F,192,1,F,192,12.0286,1.0,3.0704,1.0,1.9896,1.0,24.615
81,1,8,8,1,L,226,1,F,192,9.416,1.175977,2.4096,1.173058,1.6842,1.144045,25.657
82,1,8,9,1,F,192,1,F,192,6.809,1.0,1.7272,1.0,1.2938,1.0,19.3068
83,1,9,1,1,F,192,1,F,192,6.8478,1.0,1.751,1.0,1.2708,1.0,19.3288
84,1,9,2,1,L,226,1,F,192,8.532,1.177684,2.1604,1.166636,1.5842,1.145815,24.6366
85,1,9,3,1,F,192,1,F,192,9.9546,1.0,2.5676,1.0,1.7572,1.0,22.8148
86,1,9,4,1,F,192,1,F,192,10.7036,1.0,2.715,1.0,1.8716,1.0,23.46
87,1,9,5,1,F,192,1,F,192,10.7278,1.0,2.7098,1.0,1.8798,1.0,23.4882
88,1,9,6,1,F,192,1,F,192,9.9596,1.0,2.5178,1.0,1.725,1.0,22.7872
89,1,9,7,1,L,226,1,F,192,8.4686,1.177644,2.177,1.167111,1.525,1.140984,24.5352
90,1,9,8,1,b,164,1,F,192,5.8496,0.856947,1.5254,0.92933,1.0944,0.954678,15.688
91,1,10,3,1,a,100,1,a,142,3.2576,0.708067,0.8326,0.74946,0.5904,0.778117,9.7086
92,1,10,4,1,b,164,1,b,178,5.3678,0.941056,1.3626,0.992514,0.9982,0.997395,15.8196
93,1,10,5,1,d,100,1,d,186,3.6616,0.566474,0.9366,0.703182,0.674,0.737389,9.3998
94,1,10,6,1,b,164,1,b,176,5.3688,0.957756,1.4054,0.996442,0.9694,0.998762,15.9364
95,1,10,7,1,a,100,1,a,144,3.141,0.678637,0.777,0.748263,0.5896,0.768996,9.4396
96,2,1,2,0,d,160,0,d,157,90.0178,1.021038,16.019,1.002085,39.746,1.023766,79.9258
97,2,1,3,0,F,432,0,F,432,190.8526,1.0,25.6778,1.0,64.455,1.0,154.3982
98,2,1,4,0,F,432,0,F,432,100.7782,1.0,10.1182,1.0,23.464,1.0,92.3876
99,2,1,5,0,F,432,0,F,432,56.7368,1.0,4.942,1.0,11.2218,1.0,65.8036
100,2,1,6,1,F,192,1,F,192,34.6196,1.0,9.2318,1.0,11.4092,1.0,41.8638
101,2,1,7,1,F,192,1,F,192,21.2904,1.0,5.5528,1.0,6.776,1.0,32.5246
102,2,1,8,1,F,192,1,F,192,12.4518,1.0,3.6418,1.0,2.9756,1.0,25.54
103,2,1,9,1,a,100,1,F,192,3.9936,0.56275,1.2218,0.667867,0.9032,0.700177,9.625
104,2,2,0,0,g,307,0,g,294,167.8582,1.044272,28.2904,1.043478,70.5908,1.044102,145.1122
105,2,2,1,0,d,160,0,d,157,89.9064,1.021113,15.8624,1.001904,39.7246,1.023824,79.794
106,2,2,2,0,g,307,0,g,293,165.5836,1.047912,28.3018,1.046372,70.2752,1.047525,144.1244
107,2,2,3,0,F,432,0,F,432,191.3604,1.0,25.6984,1.0,64.6138,1.0,154.6348
108,2,2,4,0,F,432,0,F,432,109.583,1.0,11.1962,1.0,26.4818,1.0,97.998
109,2,2,5,0,F,432,0,F,432,63.9444,1.0,5.663,1.0,12.9644,1.0,70.0556
110,2,2,6,1,F,192,1,F,192,40.6346,1.0,6.859,1.0,13.2236,1.0,44.1042
111,2,2,7,1,F,192,1,F,192,24.5036,1.0,6.415,1.0,7.9274,1.0,34.758
112,2,2,8,1,F,192,1,F,192,15.366,1.0,4.1694,1.0,4.3942,1.0,28.1068
113,2,2,9,1,F,192,1,F,192,8.77,1.0,2.6728,1.0,1.9376,1.0,21.724
114,2,3,0,0,F,432,0,F,432,150.1048,1.0,17.472,1.0,43.1802,1.0,125.378
115,2,3,1,0,F,432,0,F,432,191.1092,1.0,25.4186,1.0,64.5846,1.0,154.3986
116,2,3,2,0,F,432,0,F,432,190.99,1.0,25.5346,1.0,64.6552,1.0,154.436
117,2,3,3,0,F,432,0,F,432,150.1856,1.0,17.4868,1.0,42.9458,1.0,125.4238
118,2,3,4,0,F,432,0,F,432,100.5636,1.0,9.9538,1.0,23.5004,1.0,92.1002
119,2,3,5,0,F,432,0,F,432,64.1146,1.0,5.7174,1.0,12.8756,1.0,70.1088
120,2,3,6,1,F,192,1,F,192,42.7294,1.0,7.2716,1.0,13.963,1.0,45.5324
121,2,3,7,1,F,192,1,F,192,26.498,1.0,6.9382,1.0,8.6604,1.0,36.1418
122,2,3,8,1,F,192,1,F,192,17.1506,1.0,4.565,1.0,5.2206,1.0,29.4606
123,2,3,9,1,L,226,1,F,192,9.8048,1.175995,2.9682,1.18112,2.1454,1.16864,26.431
124,2,4,0,0,F,432,0,F,432,79.0062,1.0,7.3286,1.0,16.9102,1.0,79.0252
125,2,4,1,0,F,432,0,F,432,100.2054,1.0,9.9434,1.0,23.5144,1.0,91.951
126,2,4,2,0,F,432,0,F,432,109.3346,1.0,11.2548,1.0,26.5818,1.0,97.827
127,2,4,3,0,F,432,0,F,432,100.2596,1.0,9.9822,1.0,23.321,1.0,91.9466
128,2,4,4,0,F,432,0,F,432,78.9598,1.0,7.2632,1.0,16.919,1.0,78.9602
129,2,4,5,0,F,432,0,F,432,56.4778,1.0,4.9022,1.0,11.1286,1.0,65.6176
130,2,4,6,1,F,192,1,F,192,40.6358,1.0,6.8422,1.0,13.153,1.0,44.1046
131,2,4,7,1,F,192,1,F,192,26.5708,1.0,6.9342,1.0,8.6628,1.0,36.198
132,2,4,8,1,F,192,1,F,192,17.7394,1.0,4.6542,1.0,5.4784,1.0,29.9274
133,2,4,9,1,L,226,1,F,192,10.5324,1.175705,3.2198,1.183303,2.252,1.166874,27.3034
134,2,5,0,1,F,192,1,F,192,46.9892,1.0,8.0978,1.0,15.2864,1.0,48.3622
135,2,5,1,0,F,432,0,F,432,56.7572,1.0,4.9336,1.0,11.166,1.0,65.7748
136,2,5,2,0,F,432,0,F,432,63.948,1.0,5.6018,1.0,12.984,1.0,70.0788
137,2,5,3,0,F,432,0,F,432,64.2504,1.0,5.645,1.0,12.9558,1.0,70.233
138,2,5,4,0,F,432,0,F,432,56.4868,1.0,4.9434,1.0,11.0558,1.0,65.6012
139,2,5,5,1,F,192,1,F,192,46.938,1.0,7.9824,1.0,15.5988,1.0,48.3864
140,2,5,6,1,F,192,1,F,192,34.348,1.0,9.1964,1.0,11.2628,1.0,41.6848
141,2,5,7,1,F,192,1,F,192,24.5006,1.0,6.3932,1.0,7.9578,1.0,34.7444
142,2,5,8,1,F,192,1,F,192,17.1372,1.0,4.547,1.0,5.2026,1.0,29.504
143,2,5,9,1,F,192,1,F,192,10.5636,1.0,3.2368,1.0,2.261,1.0,23.6894
144,2,6,0,1,F,192,1,F,192,27.4718,1.0,7.2296,1.0,8.9362,1.0,36.8174
145,2,6,1,1,F,192,1,F,192,34.449,1.0,9.1384,1.0,11.3564,1.0,41.766
146,2,6,2,1,F,192,1,F,192,40.5628,1.0,6.7806,1.0,13.1732,1.0,44.0326
147,2,6,3,1,F,192,1,F,192,42.776,1.0,7.3002,1.0,13.8646,1.0,45.5478
148,2,6,4,1,F,192,1,F,192,40.6594,1.0,6.8248,1.0,13.1858,1.0,44.1146
149,2,6,5,1,F,192,1,F,192,34.5612,1.0,9.213,1.0,11.5218,1.0,41.8576
150,2,6,6,1,F,192,1,F,192,27.4286,1.0,7.193,1.0,8.9042,1.0,36.7818
151,2,6,7,1,F,192,1,F,192,21.2752,1.0,5.5598,1.0,6.811,1.0,32.5032
152,2,6,8,1,F,192,1,F,192,15.1852,1.0,4.207,1.0,4.2836,1.0,27.9898
153,2,6,9,1,L,226,1,F,192,9.811,1.175538,2.9822,1.181209,2.0904,1.163988,26.4186
154,2,7,0,1,F,192,1,F,192,16.8816,1.0,4.49,1.0,5.1386,1.0,29.2992
155,2,7,1,1,F,192,1,F,192,21.2614,1.0,5.5642,1.0,6.7452,1.0,32.486
156,2,7,2,1,F,192,1,F,192,24.5444,1.0,6.4914,1.0,7.9416,1.0,34.817
157,2,7,3,1,F,192,1,F,192,26.5234,1.0,6.9444,1.0,8.6726,1.0,36.1544
158,2,7,4,1,F,192,1,F,192,26.5726,1.0,7.0122,1.0,8.7136,1.0,36.2276
159,2,7,5,1,F,192,1,F,192,24.5626,1.0,6.4262,1.0,7.9336,1.0,34.7798
160,2,7,6,1,F,192,1,F,192,21.2844,1.0,5.5886,1.0,6.8276,1.0,32.501
161,2,7,7,1,F,192,1,F,192,16.9524,1.0,4.4932,1.0,5.0804,1.0,29.3096
162,2,7,8,1,F,192,1,F,192,12.397,1.0,3.676,1.0,2.9818,1.0,25.5146
163,2,7,9,1,F,192,1,F,192,8.7574,1.0,2.6664,1.0,1.9536,1.0,21.7264
164,2,8,0,1,F,192,1,F,192,9.4558,1.0,2.834,1.0,2.0444,1.0,22.4864
165,2,8,1,1,F,192,1,F,192,12.3332,1.0,3.6676,1.0,2.9444,1.0,25.459
166,2,8,2,1,F,192,1,F,192,15.2688,1.0,4.195,1.0,4.339,1.0,28.0456
167,2,8,3,1,F,192,1,F,192,17.0502,1.0,4.5404,1.0,5.1858,1.0,29.4158
168,2,8,4,1,F,192,1,F,192,17.9338,1.0,4.708,1.0,5.5616,1.0,30.078
169,2,8,5,1,F,192,1,F,192,17.115,1.0,4.5442,1.0,5.1918,1.0,29.4586
170,2,8,6,1,F,192,1,F,192,15.3284,1.0,4.3022,1.0,4.3342,1.0,28.1046
171,2,8,7,1,F,192,1,F,192,12.4982,1.0,3.661,1.0,3.0192,1.0,25.5874
172,2,8,8,1,F,192,1,F,192,9.3516,1.0,2.8718,1.0,2.0088,1.0,22.3882
173,2,8,9,1,a,100,1,F,192,3.965,0.562825,1.2052,0.673415,0.921,0.700326,9.5978
174,2,9,1,1,a,100,1,F,192,3.9852,0.560825,1.2008,0.672385,0.917,0.707743,9.6
175,2,9,2,1,F,192,1,F,192,8.8252,1.0,2.6628,1.0,1.9996,1.0,21.792
176,2,9,3,1,F,192,1,F,192,9.7622,1.0,2.9978,1.0,2.0612,1.0,22.8504
177,2,9,4,1,L,226,1,F,192,10.4324,1.175607,3.193,1.1829,2.2066,1.166772,27.1988
178,2,9,5,1,L,226,1,F,192,10.5818,1.175736,3.2074,1.181705,2.2264,1.169691,27.3254
179,2,9,6,1,L,226,1,F,192,9.8952,1.176651,2.9902,1.184871,2.1016,1.168824,26.5096
180,2,9,7,1,F,192,1,F,192,8.6198,1.0,2.6166,1.0,1.9132,1.0,21.5268
181,2,9,8,1,a,100,1,F,192,4.0128,0.56235,1.232,0.668994,0.9054,0.701347,9.6382
182,3,1,2,0,d,160,0,d,157,103.7598,1.019217,21.7114,1.010842,52.522,1.019158,91.9592
183,3,1,3,0,F,432,0,F,432,225.8042,1.0,33.4194,1.0,86.3358,1.0,180.1554
184,3,1,4,0,F,432,0,F,432,119.6516,1.0,12.1322,1.0,29.7234,1.0,104.3312
185,3,1,5,0,F,432,0,F,432,67.2688,1.0,5.7356,1.0,13.4882,1.0,71.7658
186,3,1,6,1,F,192,1,F,192,41.0714,1.0,7.1056,1.0,13.4058,1.0,44.5288
187,3,1,7,1,F,192,1,F,192,24.3848,1.0,6.3832,1.0,7.8542,1.0,34.622
188,3,1,8,1,F,192,1,F,192,14.8796,1.0,4.203,1.0,3.9254,1.0,27.5098
189,3,1,9,1,b,164,1,F,192,7.414,0.857162,2.2486,0.89887,1.6304,0.924313,17.2982
190,3,2,0,0,g,307,0,g,294,194.758,1.044221,37.8014,1.044559,94.2144,1.044197,168.6076
191,3,2,1,0,d,160,0,d,157,103.7536,1.019221,21.4436,1.010064,52.6866,1.019048,91.8934
192,3,2,2,0,g,307,0,g,293,191.7798,1.047854,37.8934,1.047407,93.658,1.047622,167.382
193,3,2,3,0,F,432,0,F,432,225.3414,1.0,33.3388,1.0,85.961,1.0,179.8128
194,3,2,4,0,F,432,0,F,432,130.5726,1.0,13.7188,1.0,33.7692,1.0,111.6028
195,3,2,5,0,F,432,0,F,432,76.0724,1.0,6.6936,1.0,15.7274,1.0,76.9984
196,3,2,6,1,F,192,1,F,192,46.493,1.0,8.0844,1.0,15.4816,1.0,48.2214
197,3,2,7,1,F,192,1,F,192,28.2894,1.0,7.4852,1.0,9.2114,1.0,37.4094
198,3,2,8,1,F,192,1,F,192,18.0238,1.0,4.7432,1.0,5.5276,1.0,30.0274
199,3,2,9,1,L,226,1,F,192,10.2644,1.176649,3.0958,1.17766,2.2118,1.168189,26.792
200,3,3,0,0,F,432,0,F,432,178.8248,1.0,22.046,1.0,56.8096,1.0,144.9428
201,3,3,1,0,F,432,0,F,432,225.4428,1.0,33.2062,1.0,86.5338,1.0,179.9578
202,3,3,2,0,F,432,0,F,432,225.6574,1.0,33.1046,1.0,86.5186,1.0,180.0052
203,3,3,3,0,F,432,0,F,432,179.0516,1.0,22.026,1.0,56.775,1.0,145.0806
204,3,3,4,0,F,432,0,F,432,119.6468,1.0,12.2814,1.0,29.55,1.0,104.3076
205,3,3,5,0,F,432,0,F,432,76.3282,1.0,6.7242,1.0,15.728,1.0,77.1912
206,3,3,6,1,F,192,1,F,192,48.9104,1.0,8.5824,1.0,16.2094,1.0,49.8286
207,3,3,7,1,F,192,1,F,192,30.4792,1.0,8.0642,1.0,10.1722,1.0,38.98
208,3,3,8,1,F,192,1,F,192,19.9404,1.0,5.2058,1.0,6.3214,1.0,31.46
209,3,3,9,1,F,192,1,F,192,11.4368,1.0,3.4328,1.0,2.5036,1.0,24.358
210,3,3,10,1,a,100,1,a,155,4.0016,0.663335,1.1876,0.707982,0.8736,0.725504,10.1778
211,3,4,0,0,F,432,0,F,432,93.7226,1.0,8.6402,1.0,20.8208,1.0,87.6506
212,3,4,1,0,F,432,0,F,432,119.032,1.0,12.0064,1.0,29.4894,1.0,103.8632
213,3,4,2,0,F,432,0,F,432,130.7156,1.0,13.696,1.0,33.9928,1.0,111.7174
214,3,4,3,0,F,432,0,F,432,119.5238,1.0,12.172,1.0,29.3268,1.0,104.175
215,3,4,4,0,F,432,0,F,432,93.7448,1.0,8.7192,1.0,20.865,1.0,87.671
216,3,4,5,0,F,432,0,F,432,67.0708,1.0,5.702,1.0,13.5322,1.0,71.7042
217,3,4,6,1,F,192,1,F,192,46.5452,1.0,8.1432,1.0,15.4734,1.0,48.2646
218,3,4,7,1,F,192,1,F,192,30.4638,1.0,8.137,1.0,9.9814,1.0,38.9848
219,3,4,8,1,F,192,1,F,192,20.702,1.0,5.3712,1.0,6.5342,1.0,31.9532
220,3,4,9,1,F,192,1,F,192,12.5138,1.0,3.7168,1.0,2.8908,1.0,25.4016
221,3,4,10,1,b,164,1,b,185,6.6686,0.890172,1.9662,0.949039,1.4428,0.965345,16.7928
222,3,5,0,1,F,192,1,F,192,53.035,1.0,9.614,1.0,16.7942,1.0,52.5148
223,3,5,1,0,F,432,0,F,432,67.3842,1.0,5.7354,1.0,13.5552,1.0,71.8814
224,3,5,2,0,F,432,0,F,432,76.1518,1.0,6.7092,1.0,15.9962,1.0,77.1308
225,3,5,3,0,F,432,0,F,432,76.3672,1.0,6.7272,1.0,15.815,1.0,77.2568
226,3,5,4,0,F,432,0,F,432,67.3336,1.0,5.7624,1.0,13.429,1.0,71.8214
227,3,5,5,1,F,192,1,F,192,52.8414,1.0,9.4736,1.0,16.9708,1.0,52.3852
228,3,5,6,1,F,192,1,F,192,40.778,1.0,7.0094,1.0,13.1854,1.0,44.308
229,3,5,7,1,F,192,1,F,192,28.3622,1.0,7.513,1.0,9.2512,1.0,37.4624
230,3,5,8,1,F,192,1,F,192,19.914,1.0,5.2056,1.0,6.2264,1.0,31.4094
231,3,5,9,1,F,192,1,F,192,12.3934,1.0,3.6452,1.0,2.8782,1.0,25.2464
232,3,5,10,1,d,100,1,d,189,4.6104,0.554225,1.389,0.647228,0.987,0.685309,10.0514
233,3,6,0,1,F,192,1,F,192,31.5522,1.0,8.4142,1.0,10.2602,1.0,39.7128
234,3,6,1,1,F,192,1,F,192,40.7244,1.0,7.0218,1.0,13.3034,1.0,44.3012
235,3,6,2,1,F,192,1,F,192,46.6492,1.0,8.0732,1.0,15.4516,1.0,48.2664
236,3,6,3,1,F,192,1,F,192,49.144,1.0,8.5634,1.0,16.3754,1.0,49.945
237,3,6,4,1,F,192,1,F,192,46.6756,1.0,8.1002,1.0,15.5312,1.0,48.3002
238,3,6,5,1,F,192,1,F,192,40.9834,1.0,7.0844,1.0,13.3804,1.0,44.4452
239,3,6,6,1,F,192,1,F,192,31.4092,1.0,8.4724,1.0,10.2642,1.0,39.6792
240,3,6,7,1,F,192,1,F,192,24.3208,1.0,6.347,1.0,7.8354,1.0,34.5654
241,3,6,8,1,F,192,1,F,192,17.9324,1.0,4.7812,1.0,5.4518,1.0,29.9736
242,3,6,9,1,F,192,1,F,192,11.3524,1.0,3.473,1.0,2.4434,1.0,24.2848
243,3,6,10,1,b,164,1,b,185,6.6858,0.890305,1.9478,0.945785,1.4874,0.96235,16.8132
244,3,7,0,1,F,192,1,F,192,19.6194,1.0,5.1178,1.0,6.2124,1.0,31.2182
245,3,7,1,1,F,192,1,F,192,24.4294,1.0,6.4338,1.0,7.9012,1.0,34.6832
246,3,7,2,1,F,192,1,F,192,28.4386,1.0,7.52,1.0,9.292,1.0,37.508
247,3,7,3,1,F,192,1,F,192,30.4878,1.0,8.0994,1.0,10.013,1.0,38.9842
248,3,7,4,1,F,192,1,F,192,30.4124,1.0,8.1228,1.0,9.9944,1.0,38.9356
249,3,7,5,1,F,192,1,F,192,28.3362,1.0,7.4358,1.0,9.2406,1.0,37.404
250,3,7,6,1,F,192,1,F,192,24.55,1.0,6.505,1.0,7.8256,1.0,34.7806
251,3,7,7,1,F,192,1,F,192,20.0486,1.0,5.179,1.0,6.3296,1.0,31.502
252,3,7,8,1,F,192,1,F,192,14.8648,1.0,4.1724,1.0,3.9594,1.0,27.5006
253,3,7,9,1,L,226,1,F,192,10.3054,1.176277,3.1204,1.178759,2.2336,1.166995,26.8826
254,3,7,10,1,a,100,1,a,154,3.8954,0.666427,1.1322,0.706059,0.846,0.729078,10.0794
255,3,8,0,1,L,226,1,F,192,10.927,1.176316,3.318,1.180651,2.3058,1.16619,27.564
256,3,8,1,1,F,192,1,F,192,14.837,1.0,4.166,1.0,3.9032,1.0,27.4384
257,3,8,2,1,F,192,1,F,192,17.9394,1.0,4.7012,1.0,5.4946,1.0,29.965
258,3,8,3,1,F,192,1,F,192,20.0396,1.0,5.2136,1.0,6.369,1.0,31.5256
259,3,8,4,1,F,192,1,F,192,20.8034,1.0,5.373,1.0,6.6054,1.0,32.0134
260,3,8,5,1,F,192,1,F,192,19.9436,1.0,5.201,1.0,6.3592,1.0,31.456
261,3,8,6,1,F,192,1,F,192,17.9884,1.0,4.9056,1.0,5.4424,1.0,30.047
262,3,8,7,1,F,192,1,F,192,14.8902,1.0,4.2426,1.0,3.9088,1.0,27.5252
263,3,8,8,1,L,226,1,F,192,10.8184,1.176126,3.2794,1.177776,2.2612,1.17159,27.3936
264,3,8,9,1,F,192,1,F,192,8.5474,1.0,2.5088,1.0,1.878,1.0,21.3238
265,3,9,1,1,F,192,1,F,192,8.564,1.0,2.5454,1.0,1.871,1.0,21.3558
266,3,9,2,1,L,226,1,F,192,10.3192,1.177087,3.1168,1.18057,2.2808,1.169414,26.9006
267,3,9,3,1,F,192,1,F,192,11.4288,1.0,3.444,1.0,2.457,1.0,24.3672
