,Layer,U,V,Type,Shape,ADCHits,TOXHits,EvSize,EvSizeXCheck,Elinks
3890,37,5,8,LD,F,0.316868,0.0993969,15.416,15,1
3891,37,6,9,LD,L,0.189003,0.0583008,17.2473,17,1
3892,37,3,7,LD,F,0.570947,0.162398,15.733,16,1
3893,37,4,8,LD,F,0.328609,0.101845,15.4305,15,1
3894,37,5,9,LD,L,0.211458,0.063746,17.2752,17,1
3895,37,3,8,LD,F,0.311724,0.0985101,15.4102,15,1
3896,37,4,9,LD,F,0.203778,0.0632316,15.2668,15,1
3897,37,3,9,LD,L,0.196736,0.0605179,17.2572,17,1
3898,38,3,1,LD,a,17.5135,2.04851,24.706,26,1
3899,38,4,1,LD,F,10.5309,0.998936,26.4215,27,1
3900,38,5,1,LD,F,3.49142,0.397322,18.8853,18,1
3901,38,3,3,LD,a,17.7252,2.07747,24.8872,26,1
3902,38,4,4,LD,F,10.489,0.972561,26.3596,26,1
3903,38,5,5,LD,F,3.48741,0.396612,18.8818,18,1
3904,38,4,2,LD,F,15.423,1.369,31.0415,31,1
3905,38,5,2,LD,F,5.15298,0.528237,20.675,21,1
3906,38,6,2,LD,F,1.56195,0.388613,16.9498,17,1
3907,38,4,3,LD,F,15.5366,1.40066,31.1567,32,1
3908,38,5,4,LD,F,5.13875,0.533523,20.6658,21,1
3909,38,6,5,LD,F,1.56493,0.388365,16.9525,17,1
3910,38,6,6,LD,F,1.08505,0.292941,16.3772,16,1
3911,38,7,7,LD,F,0.543242,0.151774,15.6948,16,1
3912,38,8,8,LD,F,0.276321,0.0890919,15.3653,15,1
3913,38,9,9,LD,F,0.155871,0.0478538,15.2037,15,1
3914,38,6,1,LD,F,1.07923,0.293969,16.3727,16,1
3915,38,7,1,LD,F,0.532139,0.151348,15.6832,16,1
3916,38,8,1,LD,F,0.278148,0.0824051,15.3603,15,1
3917,38,9,1,LD,F,0.164792,0.0487939,15.2132,15,1
3918,38,7,6,LD,F,0.675913,0.193331,15.8688,16,1
3919,38,8,7,LD,F,0.369422,0.113427,15.4828,15,1
3920,38,9,8,LD,F,0.210731,0.0625044,15.273,15,1
3921,38,10,9,LD,a,0.0861653,0.0255942,9.11158,9,1
3922,38,7,2,LD,F,0.686006,0.206155,15.8919,16,1
3923,38,8,2,LD,F,0.367116,0.107077,15.474,15,1
3924,38,9,2,LD,F,0.204541,0.0625754,15.2669,15,1
3925,38,10,2,LD,a,0.0777581,0.0233416,9.10103,9,1
3926,38,5,3,LD,F,5.90048,0.5837,21.4724,22,1
3927,38,6,4,LD,F,2.34477,0.288028,17.6309,17,1
3928,38,7,5,LD,F,0.793721,0.22829,16.0214,16,1
3929,38,8,6,LD,F,0.439996,0.126481,15.5663,15,1
3930,38,9,7,LD,F,0.248457,0.0731997,15.3214,15,1
3931,38,10,8,LD,b,0.143508,0.0460979,13.1895,13,1
3932,38,6,3,LD,F,2.31408,0.283327,17.5955,17,1
3933,38,7,3,LD,F,0.782671,0.228893,16.0113,16,1
3934,38,8,3,LD,F,0.444324,0.125098,15.569,15,1
3935,38,9,3,LD,F,0.244271,0.0733948,15.3176,15,1
3936,38,10,3,LD,b,0.140954,0.0437034,13.1844,13,1
3937,38,7,4,LD,F,0.861387,0.243118,16.1042,16,1
3938,38,8,4,LD,F,0.482653,0.137974,15.6203,15,1
3939,38,9,4,LD,F,0.262114,0.0793012,15.3412,15,1
3940,38,10,4,LD,L,0.170184,0.0509223,17.2211,17,1
3941,38,8,5,LD,F,0.49287,0.143047,15.6357,15,1
3942,38,9,6,LD,F,0.281447,0.0841078,15.3654,15,1
3943,38,10,7,LD,F,0.164828,0.0513303,15.2162,15,1
3944,38,9,5,LD,F,0.277155,0.0838595,15.361,15,1
3945,38,10,6,LD,L,0.173466,0.0535119,17.227,17,1
3946,38,10,5,LD,L,0.178219,0.0502661,17.2284,17,1
3947,38,3,4,LD,F,18.9566,1.72102,33.7255,35,1
3948,38,4,5,LD,F,5.82634,0.580153,21.3968,22,1
3949,38,5,6,LD,F,1.76178,0.426694,17.1874,17,1
3950,38,2,4,LD,b,23.9689,2.16208,34.4008,34,1
3951,38,3,5,LD,F,7.69156,0.734001,23.4002,24,1
3952,38,4,6,LD,F,2.83427,0.334143,18.1654,18,1
3953,38,2,5,LD,F,7.68019,0.739322,23.3918,24,1
3954,38,3,6,LD,F,3.13086,0.355161,18.4833,18,1
3955,38,2,6,LD,F,2.84131,0.32437,18.1643,18,1
3956,38,1,4,LD,F,18.8408,1.724,33.6555,35,1
3957,38,1,5,LD,F,5.86231,0.596062,21.4475,22,1
3958,38,1,6,LD,F,1.74551,0.424122,17.1685,17,1
3959,38,6,7,LD,F,0.723572,0.205232,15.9282,16,1
3960,38,7,8,LD,F,0.376179,0.116779,15.4929,15,1
3961,38,8,9,LD,F,0.218783,0.0639234,15.2827,15,1
3962,38,9,10,LD,a,0.0963285,0.0279709,9.1241,9,1
3963,38,5,7,LD,F,0.945974,0.267524,16.2132,16,1
3964,38,6,8,LD,F,0.477332,0.139571,15.6167,15,1
3965,38,7,9,LD,F,0.262256,0.0790174,15.3411,15,1
3966,38,8,10,LD,F,0.152448,0.0476233,15.1999,15,1
3967,38,1,7,LD,F,0.715662,0.210766,15.926,16,1
3968,38,1,8,LD,F,0.382636,0.108336,15.4908,15,1
3969,38,1,9,LD,F,0.216832,0.0672934,15.2841,15,1
3970,38,1,10,LD,a,0.0956013,0.0288578,9.12425,9,1
3971,38,4,7,LD,F,1.08512,0.298439,16.3832,16,1
3972,38,5,8,LD,F,0.582831,0.163711,15.7461,16,1
3973,38,6,9,LD,F,0.303033,0.0965768,15.3992,15,1
3974,38,7,10,LD,L,0.171621,0.0523413,17.224,17,1
3975,38,2,7,LD,F,0.932582,0.260287,16.1925,16,1
3976,38,2,8,LD,F,0.493792,0.140812,15.6339,15,1
3977,38,2,9,LD,F,0.25729,0.0816602,15.3389,15,1
3978,38,2,10,LD,F,0.150372,0.0449628,15.1952,15,1
3979,38,3,7,LD,F,1.08322,0.295264,16.3779,16,1
3980,38,4,8,LD,F,0.578663,0.165325,15.7437,16,1
3981,38,5,9,LD,F,0.319244,0.0947499,15.4139,15,1
3982,38,6,10,LD,F,0.192994,0.0560128,15.2488,15,1
3983,38,7,11,LD,d,0.0789464,0.024459,9.10337,9,1
3984,38,3,8,LD,F,0.559649,0.160163,15.7193,16,1
3985,38,3,9,LD,F,0.296293,0.0949095,15.391,15,1
3986,38,3,10,LD,L,0.177279,0.055392,17.2327,17,1
3987,38,4,9,LD,F,0.333984,0.0984924,15.4322,15,1
3988,38,5,10,LD,F,0.207751,0.0630188,15.2708,15,1
3989,38,6,11,LD,d,0.100674,0.0314118,9.13196,9,1
3990,38,4,10,LD,F,0.193615,0.0586023,15.252,15,1
3991,38,5,11,LD,d,0.100887,0.0323519,9.13288,9,1
3992,38,4,11,LD,d,0.0838595,0.028237,9.1119,9,1
3993,39,3,2,LD,F,16.3678,1.54913,31.9067,33,1
3994,39,4,3,LD,F,4.982,0.506545,20.4838,21,1
3995,39,5,4,LD,F,1.43081,0.362948,16.7927,16,1
3996,39,6,5,LD,F,0.61795,0.173324,15.7908,16,1
3997,39,7,6,LD,F,0.324051,0.0945371,15.4185,15,1
3998,39,8,7,LD,F,0.181359,0.0541327,15.2355,15,1
3999,39,9,8,LD,a,0.0777226,0.0251862,9.10286,9,1
4000,39,3,0,LD,F,16.2731,1.55607,31.8385,33,1
4001,39,4,0,LD,F,5.02967,0.5105,20.5333,21,1
4002,39,5,0,LD,F,1.4014,0.348936,16.7502,16,1
4003,39,6,0,LD,F,0.616814,0.173714,15.7902,16,1
4004,39,7,0,LD,F,0.321515,0.0996275,15.421,15,1
4005,39,8,0,LD,F,0.184161,0.0566868,15.2407,15,1
4006,39,9,0,LD,a,0.0777049,0.0248847,9.10248,9,1
4007,39,3,1,LD,b,20.7915,1.96983,32.0612,31,1
4008,39,4,2,LD,F,6.58998,0.650709,22.2221,23,1
4009,39,5,3,LD,F,2.3765,0.282441,17.6566,17,1
4010,39,4,1,LD,F,6.58849,0.64608,22.2196,23,1
4011,39,5,1,LD,F,2.37026,0.277439,17.6467,17,1
4012,39,5,2,LD,F,2.67054,0.314101,17.9825,18,1
4013,39,6,1,LD,F,0.768251,0.220309,15.9885,16,1
4014,39,7,1,LD,F,0.419156,0.116194,15.5352,15,1
4015,39,8,1,LD,F,0.217666,0.0648812,15.2824,15,1
4016,39,9,1,LD,F,0.128592,0.0380631,15.1667,15,1
4017,39,6,4,LD,F,0.751508,0.218712,15.9698,16,1
4018,39,7,5,LD,F,0.407201,0.121213,15.5283,15,1
4019,39,8,6,LD,F,0.222082,0.0692444,15.2912,15,1
4020,39,9,7,LD,F,0.130188,0.0372295,15.1674,15,1
4021,39,6,2,LD,F,0.884569,0.247198,16.1317,16,1
4022,39,7,2,LD,F,0.47265,0.129106,15.6015,15,1
4023,39,8,2,LD,F,0.260216,0.0814651,15.3414,15,1
4024,39,9,2,LD,L,0.161174,0.0474991,17.2087,17,1
4025,39,6,3,LD,F,0.905303,0.247215,16.1523,16,1
4026,39,7,4,LD,F,0.483948,0.135545,15.6194,15,1
4027,39,8,5,LD,F,0.258336,0.0755232,15.3338,15,1
4028,39,9,6,LD,L,0.154718,0.0478716,17.2025,17,1
4029,39,7,3,LD,F,0.508673,0.140032,15.6486,16,1
4030,39,8,3,LD,F,0.281891,0.0846754,15.3665,15,1
4031,39,9,3,LD,F,0.1652,0.0510642,15.2163,15,1
4032,39,10,3,LD,d,0.0683398,0.0229691,9.0912,9,1
4033,39,8,4,LD,F,0.279922,0.0780951,15.358,15,1
4034,39,9,5,LD,F,0.16912,0.0479071,15.2169,15,1
4035,39,10,6,LD,d,0.0696878,0.0203973,9.08993,9,1
4036,39,9,4,LD,F,0.170344,0.0511352,15.2215,15,1
4037,39,10,4,LD,d,0.0877261,0.0284321,9.11596,9,1
4038,39,10,5,LD,d,0.0863072,0.026818,9.11304,9,1
4039,39,2,2,LD,a,20.826,2.20129,27.1262,26,1
4040,39,3,3,LD,F,9.06504,0.858319,24.8742,25,1
4041,39,4,4,LD,F,2.95906,0.340741,18.2981,18,1
4042,39,0,2,LD,a,20.8021,2.22992,27.1311,26,1
4043,39,0,3,LD,F,9.16013,0.885775,24.9905,25,1
4044,39,0,4,LD,F,2.96309,0.348031,18.3087,18,1
4045,39,2,3,LD,F,13.1128,1.22027,29.0148,29,1
4046,39,3,4,LD,F,4.22386,0.444005,19.6633,19,1
4047,39,4,5,LD,F,1.30378,0.341752,16.6451,16,1
4048,39,1,3,LD,F,13.2476,1.22895,29.1427,29,1
4049,39,1,4,LD,F,4.28721,0.45016,19.7324,19,1
4050,39,1,5,LD,F,1.28899,0.335935,16.6244,16,1
4051,39,2,4,LD,F,4.9321,0.510802,20.437,21,1
4052,39,3,5,LD,F,1.90592,0.241735,17.1456,17,1
4053,39,2,5,LD,F,1.56866,0.377457,16.9449,17,1
4054,39,5,5,LD,F,0.902678,0.252217,16.1542,16,1
4055,39,6,6,LD,F,0.450656,0.130933,15.5813,15,1
4056,39,7,7,LD,F,0.238223,0.0734658,15.3117,15,1
4057,39,8,8,LD,F,0.138063,0.0426392,15.1807,15,1
4058,39,0,5,LD,F,0.905605,0.254275,16.1591,16,1
4059,39,0,6,LD,F,0.458194,0.130986,15.5889,15,1
4060,39,0,7,LD,F,0.244395,0.0718695,15.3162,15,1
4061,39,0,8,LD,F,0.137017,0.040972,15.1778,15,1
4062,39,5,6,LD,F,0.584037,0.166566,15.7505,16,1
4063,39,6,7,LD,F,0.300213,0.0885952,15.3886,15,1
4064,39,7,8,LD,F,0.173874,0.0519865,15.2258,15,1
4065,39,8,9,LD,a,0.0695459,0.0221178,9.09166,9,1
4066,39,1,6,LD,F,0.587815,0.164438,15.7518,16,1
4067,39,1,7,LD,F,0.305215,0.0962753,15.4013,15,1
4068,39,1,8,LD,F,0.179567,0.0538666,15.2334,15,1
4069,39,1,9,LD,a,0.0689606,0.0215147,9.09026,9,1
4070,39,4,6,LD,F,0.684782,0.195584,15.8797,16,1
4071,39,5,7,LD,F,0.372632,0.110252,15.4828,15,1
4072,39,6,8,LD,F,0.205924,0.0632139,15.269,15,1
4073,39,7,9,LD,b,0.119298,0.0364668,13.1557,13,1
4074,39,2,6,LD,F,0.674317,0.195921,15.8701,16,1
4075,39,2,7,LD,F,0.378769,0.109117,15.4877,15,1
4076,39,2,8,LD,F,0.210323,0.0628237,15.2731,15,1
4077,39,2,9,LD,b,0.113143,0.0343207,13.1475,13,1
4078,39,3,6,LD,F,0.717169,0.209915,15.9268,16,1
4079,39,4,7,LD,F,0.413285,0.114473,15.5275,15,1
4080,39,5,8,LD,F,0.226268,0.0657148,15.2919,15,1
4081,39,6,9,LD,L,0.132352,0.0373005,17.1696,17,1
4082,39,3,7,LD,F,0.407769,0.115963,15.5236,15,1
4083,39,4,8,LD,F,0.24271,0.0693154,15.312,15,1
4084,39,5,9,LD,F,0.150071,0.0446435,15.1947,15,1
4085,39,3,8,LD,F,0.228201,0.070078,15.2981,15,1
4086,39,4,9,LD,R,0.146772,0.0433487,17.1901,17,1
4087,39,3,9,LD,L,0.138045,0.039961,17.178,17,1
4088,40,3,1,LD,a,18.7196,2.1074,25.6214,26,1
4089,40,4,1,LD,F,7.89393,0.761901,23.6253,24,1
4090,40,5,1,LD,F,2.52015,0.295513,17.813,18,1
4091,40,3,3,LD,a,18.7351,2.07653,25.6037,26,1
4092,40,4,4,LD,F,7.86256,0.749982,23.5882,24,1
4093,40,5,5,LD,F,2.50365,0.288347,17.7907,18,1
4094,40,6,6,LD,F,0.74851,0.213657,15.9615,16,1
4095,40,7,7,LD,F,0.384569,0.10862,15.4931,15,1
4096,40,8,8,LD,F,0.203547,0.0616885,15.2652,15,1
4097,40,9,9,LD,F,0.114012,0.0334161,15.1474,15,1
4098,40,6,1,LD,F,0.739837,0.206722,15.9462,16,1
4099,40,7,1,LD,F,0.386272,0.108868,15.4951,15,1
4100,40,8,1,LD,F,0.200266,0.0598617,15.26,15,1
4101,40,9,1,LD,F,0.121213,0.0371586,15.1582,15,1
4102,40,4,3,LD,F,11.3583,1.10121,27.3091,27,1
4103,40,5,4,LD,F,3.58631,0.392426,18.9752,19,1
4104,40,6,5,LD,F,1.079,0.287034,16.3651,16,1
4105,40,4,2,LD,F,11.4293,1.09181,27.3745,27,1
4106,40,5,2,LD,F,3.59363,0.385208,18.9766,19,1
4107,40,6,2,LD,F,1.06408,0.281891,16.3455,16,1
4108,40,5,3,LD,F,4.18797,0.431997,19.6153,19,1
4109,40,6,3,LD,F,1.30465,0.327066,16.631,16,1
4110,40,6,4,LD,F,1.30963,0.333398,16.6422,16,1
4111,40,7,6,LD,F,0.497499,0.140848,15.6379,15,1
4112,40,8,7,LD,F,0.262043,0.0802412,15.3423,15,1
4113,40,9,8,LD,F,0.154257,0.045956,15.2002,15,1
4114,40,10,9,LD,a,0.0547712,0.0169386,9.07164,9,1
4115,40,7,2,LD,F,0.491344,0.136839,15.628,15,1
4116,40,8,2,LD,F,0.266797,0.0776516,15.3444,15,1
4117,40,9,2,LD,F,0.147641,0.0460092,15.1935,15,1
4118,40,10,2,LD,a,0.0579638,0.0180206,9.07591,9,1
4119,40,7,5,LD,F,0.586414,0.166016,15.7521,16,1
4120,40,8,6,LD,F,0.309631,0.0875842,15.3969,15,1
4121,40,9,7,LD,F,0.177953,0.0545051,15.2322,15,1
4122,40,10,8,LD,b,0.0981731,0.0313941,13.1295,13,1
4123,40,7,3,LD,F,0.593774,0.168641,15.7622,16,1
4124,40,8,3,LD,F,0.305126,0.0924619,15.3975,15,1
4125,40,9,3,LD,F,0.17469,0.0509578,15.2255,15,1
4126,40,10,3,LD,b,0.100355,0.0316602,13.1319,13,1
4127,40,7,4,LD,F,0.627794,0.172508,15.8003,16,1
4128,40,8,5,LD,F,0.338241,0.097712,15.436,15,1
4129,40,9,6,LD,F,0.189269,0.0537779,15.243,15,1
4130,40,10,7,LD,L,0.122384,0.0323342,17.1547,17,1
4131,40,8,4,LD,F,0.341486,0.0965591,15.438,15,1
4132,40,9,4,LD,F,0.199557,0.0543455,15.2538,15,1
4133,40,10,4,LD,F,0.117134,0.0349415,15.1521,15,1
4134,40,9,5,LD,F,0.209099,0.0601454,15.2692,15,1
4135,40,10,5,LD,R,0.126002,0.0374778,17.1634,17,1
4136,40,10,6,LD,L,0.128609,0.0389145,17.1675,17,1
4137,40,3,4,LD,F,14.1408,1.38817,30.0511,30,1
4138,40,4,5,LD,F,4.18696,0.43895,19.6234,19,1
4139,40,5,6,LD,F,1.19583,0.309791,16.505,16,1
4140,40,6,7,LD,F,0.538258,0.150195,15.6879,16,1
4141,40,7,8,LD,F,0.269457,0.0817134,15.351,15,1
4142,40,8,9,LD,F,0.15204,0.043597,15.1956,15,1
4143,40,9,10,LD,a,0.0695637,0.0229337,9.09237,9,1
4144,40,1,4,LD,F,14.1455,1.41171,30.08,30,1
4145,40,1,5,LD,F,4.26683,0.438702,19.7006,19,1
4146,40,1,6,LD,F,1.17458,0.298989,16.4731,16,1
4147,40,1,7,LD,F,0.542196,0.151029,15.693,16,1
4148,40,1,8,LD,F,0.275612,0.0855623,15.3611,15,1
4149,40,1,9,LD,F,0.163019,0.0478184,15.2108,15,1
4150,40,1,10,LD,a,0.0678787,0.0217276,9.08932,9,1
4151,40,2,4,LD,b,18.2982,1.82215,30.4001,30,1
4152,40,3,5,LD,F,5.74589,0.552927,21.2908,22,1
4153,40,4,6,LD,F,1.96976,0.243916,17.2122,17,1
4154,40,2,5,LD,F,5.752,0.558496,21.3045,22,1
4155,40,3,6,LD,F,2.22886,0.257325,17.4851,17,1
4156,40,2,6,LD,F,1.65362,0.38817,17.0413,17,1
4157,40,5,7,LD,F,0.678432,0.199113,15.8774,16,1
4158,40,6,8,LD,F,0.345974,0.0981376,15.4439,15,1
4159,40,7,9,LD,F,0.183576,0.054381,15.2379,15,1
4160,40,8,10,LD,F,0.110624,0.0314473,15.142,15,1
4161,40,4,7,LD,F,0.749823,0.213533,15.9633,16,1
4162,40,5,8,LD,F,0.408212,0.117542,15.5254,15,1
4163,40,6,9,LD,F,0.226073,0.0673466,15.2933,15,1
4164,40,7,10,LD,L,0.124796,0.039287,17.1641,17,1
4165,40,2,7,LD,F,0.660252,0.186219,15.8461,16,1
4166,40,2,8,LD,F,0.338542,0.0980312,15.4361,15,1
4167,40,2,9,LD,F,0.190067,0.0602164,15.2502,15,1
4168,40,2,10,LD,F,0.108922,0.0331146,15.142,15,1
4169,40,3,7,LD,F,0.738489,0.213338,15.9515,16,1
4170,40,3,8,LD,F,0.406297,0.114881,15.5208,15,1
4171,40,3,9,LD,F,0.232104,0.0718695,15.3039,15,1
4172,40,3,10,LD,L,0.127084,0.0358106,17.1629,17,1
4173,40,4,8,LD,F,0.428361,0.125736,15.554,15,1
4174,40,5,9,LD,F,0.237744,0.0689784,15.3067,15,1
4175,40,6,10,LD,F,0.139943,0.0428698,15.1827,15,1
4176,40,7,11,LD,d,0.0581412,0.0171515,9.07524,9,1
4177,40,4,9,LD,F,0.237744,0.0685527,15.3062,15,1
4178,40,5,10,LD,F,0.148333,0.0421249,15.1905,15,1
4179,40,6,11,LD,d,0.0715325,0.0210181,9.09237,9,1
4180,40,4,10,LD,F,0.142763,0.0414509,15.1842,15,1
4181,40,5,11,LD,d,0.0694218,0.0205747,9.08982,9,1
4182,40,4,11,LD,d,0.0605534,0.0181447,9.07847,9,1
4183,41,3,0,LD,a,5.03741,0.459489,14.3792,14,1
4184,41,4,0,LD,F,3.11838,0.34067,18.4569,18,1
4185,41,5,0,LD,F,0.849415,0.221231,16.0705,16,1
4186,41,6,0,LD,F,0.408531,0.112096,15.5205,15,1
4187,41,7,0,LD,F,0.204044,0.0594892,15.2634,15,1
4188,41,8,0,LD,a,0.0867329,0.0243703,9.11084,9,1
4189,41,4,1,LD,F,4.43365,0.439287,19.8701,19,1
4190,41,5,1,LD,F,1.17118,0.292072,16.4632,16,1
4191,41,6,1,LD,F,0.517418,0.147091,15.6645,16,1
4192,41,7,1,LD,F,0.26183,0.0776694,15.3395,15,1
4193,41,8,1,LD,F,0.144537,0.0427811,15.1873,15,1
4194,41,3,2,LD,a,4.91213,0.460944,14.2636,14,1
4195,41,4,3,LD,F,3.09973,0.339996,18.4382,18,1
4196,41,5,4,LD,F,0.874069,0.231217,16.1051,16,1
4197,41,6,5,LD,F,0.41646,0.115271,15.5317,15,1
4198,41,7,6,LD,F,0.209117,0.0625754,15.2716,15,1
4199,41,8,7,LD,a,0.0888968,0.0269954,9.11579,9,1
4200,41,4,2,LD,F,4.38193,0.440174,19.8187,19,1
4201,41,5,3,LD,F,1.16674,0.289996,16.4561,16,1
4202,41,6,4,LD,F,0.529337,0.152199,15.6814,16,1
4203,41,7,5,LD,F,0.25901,0.0753104,15.334,15,1
4204,41,8,6,LD,F,0.146382,0.041309,15.1877,15,1
4205,41,5,2,LD,F,1.34984,0.328219,16.6775,16,1
4206,41,6,2,LD,F,0.575009,0.164314,15.7392,16,1
4207,41,7,2,LD,F,0.299734,0.0868748,15.3865,15,1
4208,41,8,2,LD,L,0.176676,0.0514012,17.2281,17,1
4209,41,6,3,LD,F,0.58519,0.168836,15.7539,16,1
4210,41,7,4,LD,F,0.29608,0.0853494,15.3814,15,1
4211,41,8,5,LD,L,0.168074,0.0471799,17.2153,17,1
4212,41,7,3,LD,F,0.316584,0.0881164,15.4047,15,1
4213,41,8,3,LD,F,0.182441,0.0542391,15.2367,15,1
4214,41,9,3,LD,d,0.069812,0.0201313,9.08989,9,1
4215,41,8,4,LD,F,0.180968,0.0546825,15.2357,15,1
4216,41,9,4,LD,d,0.0788045,0.021834,9.10059,9,1
4217,41,9,5,LD,d,0.0698475,0.0187478,9.08858,9,1
4218,41,3,3,LD,F,6.15527,0.605942,21.7517,22,1
4219,41,4,4,LD,F,1.52283,0.351419,16.874,17,1
4220,41,5,5,LD,F,0.57774,0.15823,15.7359,16,1
4221,41,6,6,LD,F,0.278042,0.0797269,15.3576,15,1
4222,41,7,7,LD,F,0.153831,0.043668,15.1974,15,1
4223,41,0,3,LD,F,6.15945,0.617879,21.7675,22,1
4224,41,0,4,LD,F,1.52038,0.354399,16.8741,17,1
4225,41,0,5,LD,F,0.569085,0.162983,15.7318,16,1
4226,41,0,6,LD,F,0.28817,0.0877616,15.3759,15,1
4227,41,0,7,LD,F,0.158443,0.0428698,15.2012,15,1
4228,41,1,3,LD,b,5.97957,0.550355,19.5077,20,1
4229,41,1,4,LD,F,2.7549,0.311015,18.0645,18,1
4230,41,1,5,LD,F,0.782653,0.218322,16.001,16,1
4231,41,1,6,LD,F,0.389926,0.110199,15.4999,15,1
4232,41,1,7,LD,F,0.200071,0.0599326,15.2598,15,1
4233,41,1,8,LD,a,0.0818907,0.0238382,9.10562,9,1
4234,41,2,3,LD,b,5.88891,0.545477,19.4144,20,1
4235,41,3,4,LD,F,2.70261,0.298865,18.0,18,1
4236,41,4,5,LD,F,0.79773,0.217648,16.0149,16,1
4237,41,5,6,LD,F,0.383771,0.105729,15.4894,15,1
4238,41,6,7,LD,F,0.197091,0.0587265,15.2558,15,1
4239,41,7,8,LD,a,0.0793189,0.0234835,9.1025,9,1
4240,41,2,4,LD,F,3.09539,0.326552,18.4206,18,1
4241,41,3,5,LD,F,0.931217,0.248439,16.1794,16,1
4242,41,4,6,LD,F,0.456758,0.123625,15.5802,15,1
4243,41,5,7,LD,F,0.238347,0.0710358,15.3094,15,1
4244,41,6,8,LD,b,0.137017,0.0415041,13.1785,13,1
4245,41,2,5,LD,F,0.958957,0.255498,16.2139,16,1
4246,41,2,6,LD,F,0.449557,0.12469,15.5742,15,1
4247,41,2,7,LD,F,0.244626,0.0676481,15.3122,15,1
4248,41,2,8,LD,b,0.136538,0.0376197,13.1742,13,1
4249,41,3,6,LD,F,0.481323,0.136697,15.6179,15,1
4250,41,4,7,LD,F,0.25807,0.0760021,15.3339,15,1
4251,41,5,8,LD,F,0.155764,0.0443065,15.2001,15,1
4252,41,3,7,LD,F,0.257467,0.0752749,15.3327,15,1
4253,41,4,8,LD,R,0.159205,0.0481376,17.2072,17,1
4254,41,3,8,LD,L,0.1511,0.0450514,17.1962,17,1
4255,42,4,1,LD,F,5.12001,0.544147,20.6589,21,1
4256,42,5,1,LD,F,1.10303,0.273679,16.3764,16,1
4257,42,6,1,LD,F,0.447854,0.123714,15.5714,15,1
4258,42,7,1,LD,F,0.218358,0.0626641,15.281,15,1
4259,42,8,1,LD,F,0.120965,0.0345513,15.1555,15,1
4260,42,4,4,LD,F,5.11751,0.531908,20.6452,21,1
4261,42,5,5,LD,F,1.09541,0.271107,16.3663,16,1
4262,42,6,6,LD,F,0.45227,0.121408,15.5736,15,1
4263,42,7,7,LD,F,0.215307,0.0630543,15.2784,15,1
4264,42,8,8,LD,F,0.124335,0.0358638,15.1602,15,1
4265,42,4,2,LD,b,5.12018,0.51552,18.6269,19,1
4266,42,5,2,LD,F,2.12366,0.239163,17.3618,17,1
4267,42,6,2,LD,F,0.592267,0.166265,15.7585,16,1
4268,42,7,2,LD,F,0.285598,0.079585,15.3651,15,1
4269,42,8,2,LD,F,0.15862,0.0439695,15.2026,15,1
4270,42,9,2,LD,a,0.0594714,0.0200426,9.07943,9,1
4271,42,4,3,LD,b,5.0889,0.502128,18.5822,19,1
4272,42,5,4,LD,F,2.1174,0.242923,17.3589,17,1
4273,42,6,5,LD,F,0.591522,0.168269,15.7597,16,1
4274,42,7,6,LD,F,0.288773,0.085243,15.3739,15,1
4275,42,8,7,LD,F,0.150568,0.0431181,15.1937,15,1
4276,42,9,8,LD,a,0.0629479,0.0183753,9.08116,9,1
4277,42,5,3,LD,F,2.46648,0.278893,17.744,17,1
4278,42,6,3,LD,F,0.703157,0.195637,15.8985,16,1
4279,42,7,3,LD,F,0.337283,0.0950692,15.4322,15,1
4280,42,8,3,LD,F,0.185048,0.0520575,15.2371,15,1
4281,42,9,3,LD,b,0.0970912,0.0306137,13.1277,13,1
4282,42,6,4,LD,F,0.701845,0.192923,15.8944,16,1
4283,42,7,5,LD,F,0.353033,0.0945548,15.4475,15,1
4284,42,8,6,LD,F,0.184427,0.0539908,15.2382,15,1
4285,42,9,7,LD,b,0.101171,0.0289464,13.1301,13,1
4286,42,7,4,LD,F,0.361618,0.097038,15.4586,15,1
4287,42,8,4,LD,F,0.203264,0.0563498,15.2596,15,1
4288,42,9,4,LD,F,0.123448,0.0360411,15.1595,15,1
4289,42,8,5,LD,F,0.197464,0.0531394,15.2506,15,1
4290,42,9,5,LD,R,0.119315,0.0326534,17.1518,17,1
4291,42,9,6,LD,L,0.114012,0.0309862,17.145,17,1
4292,42,3,4,LD,a,4.38858,0.426889,13.7495,13,1
4293,42,4,5,LD,F,2.45204,0.278024,17.7295,17,1
4294,42,5,6,LD,F,0.632547,0.167347,15.7999,16,1
4295,42,6,7,LD,F,0.305463,0.0883115,15.3937,15,1
4296,42,7,8,LD,F,0.159542,0.0451933,15.2047,15,1
4297,42,8,9,LD,a,0.0683576,0.0202731,9.08852,9,1
4298,42,1,4,LD,a,4.48503,0.437797,13.8516,13,1
4299,42,1,5,LD,F,2.48338,0.277705,17.7599,17,1
4300,42,1,6,LD,F,0.634445,0.178858,15.8131,16,1
4301,42,1,7,LD,F,0.309578,0.0879212,15.3973,15,1
4302,42,1,8,LD,F,0.155002,0.043597,15.1985,15,1
4303,42,1,9,LD,a,0.0715679,0.0195991,9.09101,9,1
4304,42,3,5,LD,F,3.37629,0.35768,18.7313,18,1
4305,42,4,6,LD,F,0.864101,0.228397,16.0921,16,1
4306,42,5,7,LD,F,0.392391,0.10823,15.5005,15,1
