,Layer,U,V,Type,Shape,ADCHits,TOXHits,EvSize,EvSizeXCheck,Elinks
1083,12,5,5,LD,F,22.7216,3.4141,37.525,36,1
1084,12,6,6,LD,F,12.2046,1.81995,28.7558,29,1
1085,12,7,7,LD,F,6.4995,1.02471,22.5092,22,1
1086,12,8,8,LD,F,2.73672,0.942781,18.6777,19,1
1087,12,9,9,LD,a,1.37251,0.512646,10.8816,11,1
1088,12,6,5,LD,F,16.5912,2.40491,32.7931,34,1
1089,12,7,6,LD,F,8.76133,1.33413,25.0446,25,1
1090,12,8,7,LD,F,3.99816,1.23113,20.2268,20,1
1091,12,9,8,LD,b,2.03578,0.732778,15.7668,16,1
1092,12,1,6,LD,F,16.5801,2.38546,32.7643,34,1
1093,12,1,7,LD,F,8.74707,1.31671,25.015,25,1
1094,12,1,8,LD,F,4.01671,1.22568,20.2398,20,1
1095,12,1,9,LD,b,2.03641,0.722987,15.7572,16,1
1096,12,6,1,LD,F,16.6078,2.42818,32.8438,34,1
1097,12,7,1,LD,F,8.74283,1.321,25.011,25,1
1098,12,8,1,LD,F,3.97567,1.23237,20.2046,20,1
1099,12,9,1,LD,b,2.03744,0.723182,15.7581,16,1
1100,12,5,6,LD,F,16.5644,2.37716,32.7476,34,1
1101,12,6,7,LD,F,8.70704,1.33054,24.99,25,1
1102,12,7,8,LD,F,3.93968,1.21939,20.156,20,1
1103,12,8,9,LD,b,2.03324,0.728645,15.7594,16,1
1104,12,6,4,LD,F,19.4248,2.8475,35.0504,36,1
1105,12,7,5,LD,F,10.3562,1.57925,26.8106,27,1
1106,12,8,6,LD,F,5.06015,1.44991,21.5036,21,1
1107,12,9,7,LD,F,2.42682,0.862292,18.2876,18,1
1108,12,2,6,LD,F,19.4387,2.85326,35.0658,36,1
1109,12,2,7,LD,F,10.3355,1.57914,26.7961,27,1
1110,12,2,8,LD,F,5.048,1.43764,21.48,21,1
1111,12,2,9,LD,F,2.43776,0.863533,18.3002,18,1
1112,12,6,2,LD,F,19.4389,2.82024,35.0339,36,1
1113,12,7,2,LD,F,10.3355,1.57111,26.7854,27,1
1114,12,8,2,LD,F,5.74264,0.934374,21.6671,22,1
1115,12,9,2,LD,F,2.44927,0.871231,18.3194,18,1
1116,12,4,6,LD,F,19.3273,2.81522,34.9551,36,1
1117,12,5,7,LD,F,10.303,1.57354,26.756,27,1
1118,12,6,8,LD,F,5.69016,0.924299,21.6037,22,1
1119,12,7,9,LD,F,2.4049,0.850302,18.2538,18,1
1120,12,6,3,LD,F,20.4187,3.00076,35.7929,36,1
1121,12,7,4,LD,F,11.5114,1.7284,28.0363,29,1
1122,12,8,5,LD,F,6.57034,1.03865,22.5931,23,1
1123,12,9,6,LD,F,2.89493,0.976002,18.869,19,1
1124,12,10,7,LD,a,1.61595,0.59663,11.2075,12,1
1125,12,3,6,LD,F,20.4471,3.03595,35.849,36,1
1126,12,3,7,LD,F,11.5651,1.7323,28.0829,29,1
1127,12,3,8,LD,F,6.55115,1.03382,22.5686,23,1
1128,12,3,9,LD,F,2.92455,0.987513,18.9104,19,1
1129,12,3,10,LD,a,1.60578,0.611493,11.2114,12,1
1130,12,7,3,LD,F,11.6551,1.76375,28.1899,29,1
1131,12,8,3,LD,F,6.5724,1.03996,22.5982,23,1
1132,12,9,3,LD,F,2.94202,0.98801,18.928,19,1
1133,12,10,3,LD,a,1.6116,0.604452,11.2104,12,1
1134,12,4,7,LD,F,11.5577,1.74635,28.099,29,1
1135,12,5,8,LD,F,6.50552,1.02684,22.5179,23,1
1136,12,6,9,LD,F,2.89267,0.974228,18.8646,19,1
1137,12,7,10,LD,a,1.59033,0.587655,11.1727,12,1
1138,12,8,4,LD,F,6.91133,1.08212,22.9741,23,1
1139,12,9,4,LD,F,3.25539,1.0613,19.3145,19,1
1140,12,10,4,LD,b,1.85857,0.652944,15.5092,16,1
1141,12,9,5,LD,F,3.27723,1.07559,19.3509,19,1
1142,12,10,5,LD,d,1.91536,0.687637,11.5943,12,1
1143,12,10,6,LD,b,1.83734,0.652696,15.4876,16,1
1144,12,4,8,LD,F,6.92134,1.08631,22.9859,23,1
1145,12,5,9,LD,F,3.25584,1.05619,19.3096,19,1
1146,12,6,10,LD,b,1.82066,0.649769,15.4682,16,1
1147,12,4,9,LD,F,3.27144,1.0752,19.3443,19,1
1148,12,5,10,LD,d,1.9172,0.681164,11.5912,12,1
1149,12,4,10,LD,b,1.84079,0.650514,15.4897,16,1
1150,13,3,0,HD,F,97.0099,8.36451,107.975,108,4
1151,13,2,0,HD,g,172.124,25.6211,171.354,171,5
1152,13,4,0,HD,F,45.1013,3.31898,68.34,66,3
1153,13,3,3,HD,F,96.7761,8.34372,107.796,108,4
1154,13,2,2,HD,g,171.973,25.4926,171.13,170,5
1155,13,4,4,HD,F,44.9835,3.28533,68.2514,66,3
1156,13,3,2,HD,F,131.5,13.0091,135.651,135,5
1157,13,2,1,HD,d,107.136,18.7603,110.611,111,3
1158,13,4,3,HD,F,61.4158,4.64714,80.4574,81,3
1159,13,5,4,HD,F,29.6432,2.05092,57.927,59,3
1160,13,1,3,HD,F,131.68,12.9691,135.721,136,5
1161,13,1,2,HD,d,107.146,18.6775,110.534,111,3
1162,13,1,4,HD,F,61.0774,4.62911,80.1793,81,3
1163,13,1,5,HD,F,29.5814,2.06783,57.8817,59,3
1164,13,4,1,HD,F,61.1226,4.5903,80.1593,81,3
1165,13,3,1,HD,F,131.439,12.9353,135.526,135,5
1166,13,5,1,HD,F,29.6275,2.06556,57.9495,59,3
1167,13,3,4,HD,F,61.0413,4.58588,80.1045,81,3
1168,13,2,3,HD,F,131.43,12.9387,135.504,135,5
1169,13,4,5,HD,F,29.6165,2.05869,57.9249,59,3
1170,13,5,3,HD,F,35.3449,2.4947,62.0593,64,2
1171,13,4,2,HD,F,67.9184,5.25892,85.7472,88,3
1172,13,5,2,HD,F,35.5039,2.5072,62.1673,66,2
1173,13,2,5,HD,F,35.4436,2.49926,62.1035,64,2
1174,13,2,4,HD,F,67.8771,5.203,85.6777,88,3
1175,13,3,5,HD,F,35.2795,2.47879,62.0055,64,2
1176,13,5,0,LD,F,22.6208,3.35614,37.4281,36,1
1177,13,6,0,LD,F,12.2764,1.79026,28.7563,29,1
1178,13,7,0,LD,F,6.39752,1.00913,22.3858,22,1
1179,13,8,0,LD,F,2.71641,0.966761,18.681,19,1
1180,13,9,0,LD,a,1.4649,0.563657,11.0225,11,1
1181,13,5,5,LD,F,22.76,3.38721,37.5411,36,1
1182,13,6,6,LD,F,12.1954,1.81387,28.713,29,1
1183,13,7,7,LD,F,6.45158,1.02364,22.4537,22,1
1184,13,8,8,LD,F,2.67136,0.965644,18.6349,19,1
1185,13,9,9,LD,a,1.43306,0.555161,10.9829,11,1
1186,13,6,5,LD,F,16.5541,2.38961,32.7211,34,1
1187,13,7,6,LD,F,8.71015,1.31657,24.9618,25,1
1188,13,8,7,LD,F,3.89264,1.24737,20.1371,20,1
1189,13,9,8,LD,F,2.00731,0.749361,17.7551,18,1
1190,13,1,6,LD,F,16.5021,2.35548,32.6547,34,1
1191,13,1,7,LD,F,8.65944,1.2947,24.8951,25,1
1192,13,1,8,LD,F,3.90864,1.25082,20.1564,20,1
1193,13,1,9,LD,F,2.00232,0.735349,17.7363,18,1
1194,13,6,1,LD,F,16.5247,2.39282,32.7155,34,1
1195,13,7,1,LD,F,8.68265,1.31515,24.9323,25,1
1196,13,8,1,LD,F,3.90215,1.26955,20.1677,20,1
1197,13,9,1,LD,F,1.98531,0.743632,17.7273,18,1
1198,13,5,6,LD,F,16.4454,2.34156,32.6023,33,1
1199,13,6,7,LD,F,8.63608,1.28751,24.8607,25,1
1200,13,7,8,LD,F,3.87914,1.25612,20.1311,20,1
1201,13,8,9,LD,F,1.99886,0.734498,17.7316,18,1
1202,13,6,4,LD,F,19.3267,2.79769,34.9383,36,1
1203,13,7,5,LD,F,10.2754,1.5591,26.6932,27,1
1204,13,8,6,LD,F,5.64885,0.911015,21.5435,22,1
1205,13,9,7,LD,F,2.36988,0.880188,18.2489,18,1
1206,13,10,8,LD,a,1.18358,0.458673,10.6382,10,1
1207,13,2,6,LD,F,19.3831,2.80603,34.9726,36,1
1208,13,2,7,LD,F,10.2539,1.55603,26.6792,27,1
1209,13,2,8,LD,F,5.60717,0.907875,21.5013,22,1
1210,13,2,9,LD,F,2.38331,0.89867,18.2807,18,1
1211,13,2,10,LD,a,1.17368,0.456705,10.6265,10,1
1212,13,6,2,LD,F,19.4041,2.80658,34.9979,36,1
1213,13,7,2,LD,F,10.2491,1.52834,26.6412,27,1
1214,13,8,2,LD,F,5.67325,0.908159,21.5688,22,1
1215,13,9,2,LD,F,2.39714,0.900692,18.2954,18,1
1216,13,10,2,LD,a,1.19165,0.461032,10.6485,10,1
1217,13,4,6,LD,F,19.2365,2.78813,34.8722,36,1
1218,13,5,7,LD,F,10.1882,1.54697,26.6005,27,1
1219,13,6,8,LD,F,5.61763,0.909259,21.5145,22,1
1220,13,7,9,LD,F,2.36015,0.882671,18.2412,18,1
1221,13,8,10,LD,a,1.19397,0.462416,10.6525,10,1
1222,13,6,3,LD,F,20.3598,2.97199,35.7266,36,1
1223,13,7,4,LD,F,11.4823,1.69642,27.9551,28,1
1224,13,8,5,LD,F,6.52409,1.02292,22.5251,23,1
1225,13,9,6,LD,F,2.82453,1.01637,18.8392,19,1
1226,13,10,7,LD,b,1.60564,0.615555,15.2198,16,1
1227,13,3,6,LD,F,20.2599,2.9867,35.6899,36,1
1228,13,3,7,LD,F,11.5187,1.71745,28.0076,29,1
1229,13,3,8,LD,F,6.4962,1.01705,22.4928,22,1
1230,13,3,9,LD,F,2.85686,1.00802,18.8625,19,1
1231,13,3,10,LD,b,1.61511,0.610678,15.2238,16,1
1232,13,7,3,LD,F,11.5993,1.73856,28.096,29,1
1233,13,8,3,LD,F,6.49693,1.02685,22.503,22,1
1234,13,9,3,LD,F,2.8625,1.00621,18.8671,19,1
1235,13,10,3,LD,b,1.60085,0.602341,15.2017,16,1
1236,13,4,7,LD,F,11.4974,1.72442,27.9947,28,1
1237,13,5,8,LD,F,6.44548,1.01577,22.4429,22,1
1238,13,6,9,LD,F,2.82196,1.00621,18.8253,19,1
1239,13,7,10,LD,b,1.58554,0.596222,15.1797,16,1
1240,13,8,4,LD,F,6.84823,1.05874,22.8806,23,1
1241,13,9,4,LD,F,3.17327,1.09709,19.2681,19,1
1242,13,10,4,LD,F,1.80631,0.677811,17.483,18,1
1243,13,9,5,LD,F,3.1727,1.1017,19.2715,19,1
1244,13,10,5,LD,b,1.88829,0.706438,15.5923,16,1
1245,13,10,6,LD,F,1.80958,0.683895,17.4918,18,1
1246,13,4,8,LD,F,6.83331,1.0674,22.8736,23,1
1247,13,5,9,LD,F,3.1685,1.08627,19.2531,19,1
1248,13,6,10,LD,F,1.80174,0.668996,17.4687,18,1
1249,13,4,9,LD,F,3.17559,1.09188,19.2636,19,1
1250,13,5,10,LD,b,1.8867,0.696098,15.5806,16,1
1251,13,4,10,LD,F,1.82691,0.678663,17.5046,18,1
1252,14,3,0,HD,F,82.5882,7.28223,97.2789,94,4
1253,14,2,0,HD,g,155.913,20.1218,153.845,153,4
1254,14,4,0,HD,F,38.1789,2.92645,64.2754,66,2
1255,14,3,3,HD,F,82.2395,7.29777,97.0838,94,4
1256,14,2,2,HD,g,155.702,19.9783,153.522,153,4
1257,14,4,4,HD,F,38.1652,2.91956,64.247,66,2
1258,14,2,1,HD,d,100.132,15.08,101.2,100,3
1259,14,3,2,HD,F,112.75,11.1179,121.359,122,4
1260,14,4,3,HD,F,52.1187,4.11724,73.1607,71,3
1261,14,5,4,HD,F,24.9194,1.79282,53.5852,54,3
1262,14,1,2,HD,d,100.117,15.0491,101.151,100,3
1263,14,1,3,HD,F,112.749,11.0563,121.324,122,4
1264,14,1,4,HD,F,51.9407,4.05541,72.9837,71,3
1265,14,1,5,HD,F,24.9415,1.79402,53.6079,54,3
1266,14,3,1,HD,F,112.663,11.0809,121.287,122,4
1267,14,4,1,HD,F,51.8427,4.05452,72.9052,71,3
1268,14,5,1,HD,F,24.9557,1.80961,53.6396,54,3
1269,14,2,3,HD,F,112.634,11.037,121.211,122,4
1270,14,3,4,HD,F,51.8747,4.0732,72.9234,71,3
1271,14,4,5,HD,F,24.8817,1.79299,53.5499,54,3
1272,14,5,3,HD,F,29.9663,2.23184,58.205,59,2
1273,14,4,2,HD,F,57.7042,4.61845,77.6606,78,3
1274,14,5,2,HD,F,30.0973,2.22838,58.2885,59,2
1275,14,2,5,HD,F,30.0215,2.22799,58.2314,59,2
1276,14,2,4,HD,F,57.6039,4.59127,77.5513,78,3
1277,14,3,5,HD,F,29.8142,2.19686,58.0477,59,2
1278,14,5,0,LD,F,19.915,2.72334,35.225,36,1
1279,14,6,0,LD,F,10.4083,1.43851,26.7362,26,1
1280,14,7,0,LD,F,5.29549,0.820947,21.1085,21,1
1281,14,8,0,LD,F,2.22691,0.757112,17.9827,18,1
1282,14,9,0,LD,a,1.20357,0.438826,10.6391,10,1
1283,14,5,5,LD,F,20.0592,2.71971,35.3152,36,1
1284,14,6,6,LD,F,10.2647,1.43446,26.6007,26,1
1285,14,7,7,LD,F,5.33349,0.820025,21.1455,21,1
1286,14,8,8,LD,F,2.21563,0.751508,17.9657,18,1
1287,14,9,9,LD,a,1.1575,0.426605,10.581,10,1
1288,14,6,5,LD,F,14.1022,1.89714,30.4626,31,1
1289,14,7,6,LD,F,7.23844,1.05264,23.2681,23,1
1290,14,8,7,LD,F,3.20066,0.955552,19.1544,19,1
1291,14,9,8,LD,F,1.62919,0.563249,17.1915,18,1
1292,14,1,6,LD,F,14.0839,1.91007,30.4627,31,1
1293,14,1,7,LD,F,7.22049,1.05193,23.2536,23,1
1294,14,1,8,LD,F,3.21577,0.976357,19.1908,19,1
1295,14,1,9,LD,F,1.62343,0.571887,17.1941,18,1
1296,14,6,4,LD,F,16.781,2.25098,32.8181,34,1
1297,14,7,5,LD,F,8.59573,1.24963,24.798,25,1
1298,14,8,6,LD,F,4.61887,0.725452,20.3366,21,1
1299,14,9,7,LD,L,1.95523,0.673093,19.6276,20,1
1300,14,2,6,LD,F,16.8135,2.24711,32.8405,34,1
1301,14,2,7,LD,F,8.61516,1.26866,24.8413,25,1
1302,14,2,8,LD,F,4.6141,0.735491,20.3441,21,1
1303,14,2,9,LD,L,1.96878,0.683664,19.6517,20,1
1304,14,6,1,LD,F,14.1503,1.91696,30.525,31,1
1305,14,7,1,LD,F,7.23065,1.0478,23.2579,23,1
1306,14,8,1,LD,F,3.18632,0.968021,19.1518,19,1
1307,14,9,1,LD,F,1.63638,0.562859,17.1979,18,1
1308,14,5,6,LD,F,14.0682,1.8876,30.428,31,1
1309,14,6,7,LD,F,7.17707,1.04225,23.2006,23,1
1310,14,7,8,LD,F,3.17769,0.973554,19.1491,19,1
1311,14,8,9,LD,F,1.6199,0.557911,17.1766,18,1
1312,14,6,3,LD,F,17.6919,2.39147,33.5575,35,1
1313,14,7,4,LD,F,9.66838,1.36657,25.9622,26,1
1314,14,8,5,LD,F,5.38468,0.825186,21.2016,21,1
1315,14,9,6,LD,F,2.31841,0.773093,18.0907,18,1
1316,14,10,7,LD,d,1.30803,0.46238,10.7662,10,1
1317,14,3,6,LD,F,17.6719,2.41644,33.5772,35,1
1318,14,3,7,LD,F,9.70603,1.3909,26.0204,26,1
1319,14,3,8,LD,F,5.37205,0.826995,21.191,21,1
1320,14,3,9,LD,F,2.34707,0.777155,18.1229,18,1
1321,14,3,10,LD,d,1.30053,0.458301,10.7548,10,1
1322,14,6,2,LD,F,16.776,2.27425,32.8365,34,1
1323,14,7,2,LD,F,8.61213,1.27196,24.8402,25,1
1324,14,8,2,LD,F,4.64867,0.750248,20.3935,21,1
1325,14,9,2,LD,L,1.98386,0.69342,19.6763,20,1
1326,14,4,6,LD,F,16.6924,2.25397,32.7707,34,1
1327,14,5,7,LD,F,8.56472,1.24603,24.7676,25,1
1328,14,6,8,LD,F,4.63755,0.736573,20.3678,21,1
1329,14,7,9,LD,L,1.93877,0.682192,19.6202,20,1
1330,14,7,3,LD,F,9.78955,1.40887,26.1147,26,1
1331,14,8,4,LD,F,5.67676,0.863711,21.5301,22,1
1332,14,9,5,LD,F,2.59837,0.840422,18.4371,19,1
1333,14,10,6,LD,b,1.46953,0.527066,14.9949,15,1
1334,14,4,7,LD,F,9.72377,1.39078,26.0331,26,1
1335,14,4,8,LD,F,5.62558,0.866123,21.4792,22,1
1336,14,4,9,LD,F,2.61513,0.836804,18.4501,19,1
1337,14,4,10,LD,b,1.48361,0.519138,15.0015,15,1
1338,14,8,3,LD,F,5.35667,0.816123,21.165,21,1
1339,14,9,3,LD,F,2.3386,0.775239,18.1125,18,1
1340,14,10,3,LD,d,1.30516,0.454346,10.7561,10,1
1341,14,9,4,LD,F,2.59514,0.841504,18.4349,19,1
1342,14,10,5,LD,b,1.54149,0.541451,15.0812,16,1
1343,14,10,4,LD,b,1.46767,0.52398,14.9906,15,1
1344,14,5,8,LD,F,5.2889,0.816105,21.098,21,1
1345,14,6,9,LD,F,2.31697,0.770238,18.085,18,1
1346,14,7,10,LD,d,1.30232,0.459844,10.7574,10,1
1347,14,5,9,LD,F,2.60449,0.838116,18.4409,19,1
1348,14,5,10,LD,b,1.53673,0.532582,15.0678,16,1
1349,14,6,10,LD,b,1.4591,0.51458,14.9719,15,1
1350,15,3,0,HD,F,84.0387,6.73634,97.7051,94,4
1351,15,2,0,HD,g,159.887,20.8596,157.343,154,4
1352,15,4,0,HD,F,38.5506,2.69406,64.2136,66,2
1353,15,3,3,HD,F,83.9761,6.69787,97.6163,94,4
1354,15,2,2,HD,g,159.55,20.7056,156.928,154,4
1355,15,4,4,HD,F,38.6616,2.69629,64.2483,66,2
1356,15,2,1,HD,d,102.455,15.6565,103.636,103,3
1357,15,3,2,HD,F,115.446,10.2879,122.301,121,4
1358,15,4,3,HD,F,52.8122,3.76217,73.333,72,3
1359,15,5,4,HD,F,25.023,1.61504,53.4738,54,3
1360,15,1,2,HD,d,102.453,15.6675,103.636,103,3
1361,15,1,3,HD,F,115.384,10.282,122.246,121,4
1362,15,1,4,HD,F,52.556,3.73538,73.1745,72,3
1363,15,1,5,HD,F,25.082,1.61616,53.533,54,3
1364,15,3,1,HD,F,115.218,10.2732,122.146,121,4
1365,15,4,1,HD,F,52.5905,3.74674,73.1914,72,3
1366,15,5,1,HD,F,25.0067,1.63427,53.4841,54,3
1367,15,2,3,HD,F,115.236,10.2812,122.151,121,4
1368,15,3,4,HD,F,52.4358,3.72801,73.0491,71,3
1369,15,4,5,HD,F,24.9569,1.61309,53.4214,54,3
1370,15,5,3,HD,F,30.1938,2.04899,58.0938,59,2
1371,15,4,2,HD,F,58.5055,4.28675,77.9257,78,3
1372,15,5,2,HD,F,30.3605,2.05882,58.2436,59,2
1373,15,2,5,HD,F,30.2875,2.06133,58.1747,59,2
1374,15,2,4,HD,F,58.4832,4.19805,77.821,77,3
1375,15,3,5,HD,F,30.0595,2.01119,57.9535,59,2
1376,15,5,0,LD,F,19.8937,2.75101,35.2465,36,1
1377,15,6,0,LD,F,10.2903,1.44677,26.6069,26,1
1378,15,7,0,LD,F,5.2248,0.821337,21.036,21,1
1379,15,8,0,LD,F,2.18448,0.781394,17.9646,18,1
1380,15,9,0,LD,a,1.20289,0.442675,10.6402,10,1
1381,15,5,5,LD,F,20.1027,2.74122,35.3632,36,1
1382,15,6,6,LD,F,10.2863,1.4456,26.6141,26,1
1383,15,7,7,LD,F,5.2718,0.810287,21.071,21,1
1384,15,8,8,LD,F,2.18111,0.777616,17.9575,18,1
1385,15,9,9,LD,a,1.19734,0.452554,10.6459,10,1
1386,15,6,5,LD,F,14.0867,1.90236,30.4236,31,1
1387,15,7,6,LD,F,7.20388,1.06552,23.2407,23,1
1388,15,8,7,LD,F,3.15223,1.00592,19.156,19,1
1389,15,9,8,LD,F,1.60614,0.589961,17.1947,18,1
1390,15,1,6,LD,F,14.0494,1.89817,30.3919,31,1
1391,15,1,7,LD,F,7.14581,1.05789,23.1793,23,1
1392,15,1,8,LD,F,3.15417,0.995672,19.148,19,1
1393,15,1,9,LD,F,1.59741,0.593668,17.19,18,1
1394,15,6,1,LD,F,14.0661,1.91128,30.4061,31,1
1395,15,7,1,LD,F,7.19056,1.04365,23.2088,23,1
1396,15,8,1,LD,F,3.14094,1.02604,19.1641,19,1
1397,15,9,1,LD,F,1.6213,0.600497,17.2206,18,1
1398,15,5,6,LD,F,14.0198,1.90529,30.3698,31,1
1399,15,6,7,LD,F,7.15199,1.04789,23.176,23,1
1400,15,7,8,LD,F,3.12036,1.00878,19.1264,19,1
1401,15,8,9,LD,F,1.59415,0.594111,17.187,18,1
1402,15,6,4,LD,F,16.7564,2.27983,32.8031,34,1
1403,15,7,5,LD,F,8.60206,1.2724,24.8161,25,1
1404,15,8,6,LD,F,4.57914,0.731217,20.3007,21,1
1405,15,9,7,LD,F,1.93993,0.714597,17.6536,18,1
1406,15,10,8,LD,a,1.0149,0.400958,10.4128,10,1
1407,15,2,6,LD,F,16.7394,2.26488,32.7781,34,1
1408,15,2,7,LD,F,8.54617,1.24663,24.7424,25,1
1409,15,2,8,LD,F,4.61162,0.740812,20.3443,21,1
1410,15,2,9,LD,F,1.93317,0.713249,17.6453,18,1
1411,15,2,10,LD,a,1.01834,0.402998,10.4184,10,1
1412,15,6,2,LD,F,16.7176,2.27253,32.7831,34,1
1413,15,7,2,LD,F,8.58647,1.27756,24.8079,25,1
1414,15,8,2,LD,F,4.65965,0.743615,20.3951,21,1
1415,15,9,2,LD,F,1.9544,0.724051,17.6772,18,1
1416,15,10,2,LD,a,1.01327,0.395105,10.4051,10,1
1417,15,4,6,LD,F,16.6464,2.25082,32.7076,34,1
1418,15,5,7,LD,F,8.56243,1.27206,24.778,25,1
1419,15,6,8,LD,F,4.57497,0.725027,20.2917,21,1
1420,15,7,9,LD,F,1.92563,0.712629,17.6368,18,1
1421,15,8,10,LD,a,1.02329,0.384143,10.4038,10,1
1422,15,6,3,LD,F,17.6698,2.39328,33.534,35,1
1423,15,7,4,LD,F,9.5793,1.37983,25.8731,26,1
1424,15,8,5,LD,F,5.35889,0.820557,21.168,21,1
1425,15,9,6,LD,F,2.29998,0.808585,18.1074,18,1
1426,15,10,7,LD,F,1.31747,0.481625,16.7985,16,1
1427,15,3,6,LD,F,17.6285,2.40505,33.5191,35,1
1428,15,3,7,LD,F,9.60837,1.38698,25.9077,26,1
1429,15,3,8,LD,F,5.32159,0.831128,21.144,21,1
1430,15,3,9,LD,F,2.30754,0.80165,18.1079,18,1
1431,15,3,10,LD,F,1.30213,0.480206,16.7816,16,1
1432,15,7,3,LD,F,9.65867,1.3983,25.9648,26,1
1433,15,8,3,LD,F,5.32941,0.823058,21.1419,21,1
1434,15,9,3,LD,F,2.30023,0.817577,18.1161,18,1
1435,15,10,3,LD,F,1.27499,0.483877,16.7582,16,1
1436,15,4,7,LD,F,9.62279,1.37646,25.9092,26,1
1437,15,5,8,LD,F,5.23742,0.819528,21.0472,21,1
1438,15,6,9,LD,F,2.27643,0.814189,18.0887,18,1
1439,15,7,10,LD,F,1.28785,0.473874,16.7606,16,1
1440,15,8,4,LD,F,5.66391,0.854221,21.5023,22,1
1441,15,9,5,LD,F,2.5691,0.876304,18.4437,19,1
1442,15,10,6,LD,L,1.46619,0.536928,19.0025,19,1
1443,15,4,8,LD,F,5.61726,0.865892,21.4691,22,1
1444,15,4,9,LD,F,2.55977,0.873821,18.4314,19,1
1445,15,4,10,LD,L,1.46252,0.532245,18.9941,19,1
1446,15,9,4,LD,F,2.55374,0.871337,18.4235,19,1
1447,15,10,4,LD,L,1.46038,0.545317,19.0049,19,1
1448,15,10,5,LD,b,1.52167,0.567861,15.0875,16,1
1449,15,5,9,LD,F,2.56233,0.879922,18.4405,19,1
1450,15,6,10,LD,L,1.45372,0.544502,18.9969,19,1
1451,15,5,10,LD,b,1.53017,0.564757,15.0933,16,1
1452,16,3,0,HD,F,72.8833,6.00667,89.998,93,4
1453,16,2,0,HD,g,144.856,17.0127,143.303,145,4
1454,16,4,0,HD,F,33.4377,2.44745,61.0139,62,2
1455,16,3,3,HD,F,72.6967,6.03303,89.892,93,4
1456,16,2,2,HD,g,144.662,16.9043,143.068,145,4
1457,16,4,4,HD,F,33.5674,2.4621,61.0832,63,2
1458,16,2,1,HD,d,95.2443,13.0505,95.5967,94,3
1459,16,3,2,HD,F,100.412,9.10974,111.087,112,4
1460,16,4,3,HD,F,45.8993,3.43675,68.698,66,3
1461,16,5,4,HD,F,21.2549,1.78416,50.0059,50,3
1462,16,1,2,HD,d,95.1783,13.077,95.5898,94,3
1463,16,1,3,HD,F,100.494,9.07004,111.103,112,4
1464,16,1,4,HD,F,45.6603,3.39934,68.5303,66,3
1465,16,1,5,HD,F,21.3205,1.80711,50.0934,50,3
1466,16,3,1,HD,F,100.444,9.14675,111.133,112,4
1467,16,4,1,HD,F,45.7275,3.40537,68.5687,66,3
1468,16,5,1,HD,F,21.2812,1.79817,50.0459,50,3
1469,16,2,3,HD,F,100.443,9.08835,111.1,112,4
1470,16,3,4,HD,F,45.6026,3.39037,68.4811,66,3
1471,16,4,5,HD,F,21.1995,1.79209,49.961,50,3
1472,16,5,3,HD,F,26.262,1.87059,54.7455,55,2
1473,16,4,2,HD,F,50.8099,3.81635,71.9378,70,3
1474,16,5,2,HD,F,26.3641,1.88022,54.8534,55,2
1475,16,2,5,HD,F,26.3174,1.87535,54.7886,55,2
1476,16,2,4,HD,F,50.8607,3.83171,72.0041,70,3
1477,16,3,5,HD,F,26.1645,1.85211,54.6445,55,2
1478,16,6,5,LD,F,12.2834,1.60039,28.6419,29,1
1479,16,7,6,LD,F,6.15614,0.8906,22.0352,22,1
1480,16,8,7,LD,F,2.66639,0.792834,18.4578,19,1
1481,16,9,8,LD,F,1.3622,0.467063,16.8286,16,1
1482,16,1,6,LD,F,12.3254,1.59727,28.6766,29,1
1483,16,1,7,LD,F,6.13611,0.876321,22.0005,22,1
1484,16,1,8,LD,F,2.65312,0.794094,18.4461,19,1
1485,16,1,9,LD,F,1.35736,0.467808,16.8245,16,1
1486,16,5,0,LD,F,17.88,2.28593,33.6041,35,1
1487,16,6,0,LD,F,8.82632,1.20555,24.9835,25,1
1488,16,7,0,LD,F,4.46995,0.685101,20.1503,20,1
1489,16,8,0,LD,F,1.8563,0.625896,17.4812,18,1
1490,16,9,0,LD,a,1.01687,0.354044,10.3679,10,1
1491,16,5,5,LD,F,18.0244,2.29395,33.7,35,1
1492,16,6,6,LD,F,8.92919,1.20316,25.0838,25,1
1493,16,7,7,LD,F,4.51007,0.677971,20.1824,21,1
1494,16,8,8,LD,F,1.85968,0.623466,17.4824,18,1
1495,16,9,9,LD,a,0.999539,0.359152,10.356,10,1
1496,16,6,4,LD,F,14.8737,1.88767,31.0998,32,1
1497,16,7,5,LD,F,7.39273,1.06758,23.4385,23,1
1498,16,8,6,LD,F,3.88948,0.609046,19.4939,20,1
1499,16,9,7,LD,F,1.62536,0.561422,17.1862,18,1
1500,16,10,8,LD,a,0.856332,0.32132,10.1757,10,1
1501,16,2,6,LD,F,14.8353,1.88863,31.0725,32,1
1502,16,2,7,LD,F,7.36595,1.04205,23.3887,23,1
1503,16,2,8,LD,F,3.89085,0.619794,19.5073,20,1
1504,16,2,9,LD,F,1.63189,0.559542,17.1907,18,1
1505,16,2,10,LD,a,0.842284,0.313037,10.1535,10,1
1506,16,6,1,LD,F,12.2991,1.58661,28.6434,29,1
1507,16,7,1,LD,F,6.171,0.876516,22.0376,22,1
1508,16,8,1,LD,F,2.6447,0.798971,18.4419,19,1
