,Slinks,DAQlpGBT,link variable,Total lpGBT of Slinks,total rate,lpGBT Rates,FPGA,Event-Buffer,Total lpGBT of FPGA,Total Rate of FPGA
984,213,216,single,6,507.0914,104.1132,8,29,58,5884.42103
985,213,626,single,6,507.0914,213.5566,8,29,58,5884.42103
986,213,1506,single,6,507.0914,27.4538,8,29,58,5884.42103
987,213,838,single,6,507.0914,73.4205,8,29,58,5884.42103
988,213,675,single,6,507.0914,78.7351,8,29,58,5884.42103
989,213,769,single,6,507.0914,86.99068,8,29,58,5884.42103
990,214,638,single,4,486.27948,104.067,4,29,58,5924.89665
991,214,624,single,4,486.27948,214.1199,4,29,58,5924.89665
992,214,1439,single,4,486.27948,23.6555,4,29,58,5924.89665
993,214,1040,single,4,486.27948,55.3501,4,29,58,5924.89665
994,215,136,single,6,497.79793,214.637,16,30,60,5903.08506
995,215,571,single,6,497.79793,47.7026,16,30,60,5903.08506
996,215,1336,single,6,497.79793,48.762,16,30,60,5903.08506
997,215,1007,single,6,497.79793,76.38503,16,30,60,5903.08506
998,215,925,single,6,497.79793,93.189,16,30,60,5903.08506
999,215,794,single,6,497.79793,97.7872,16,30,60,5903.08506
1000,216,648,single,6,496.7541,103.9811,19,28,56,5834.37495
1001,216,138,single,6,496.7541,214.7686,19,28,56,5834.37495
1002,216,1445,single,6,496.7541,23.643,19,28,56,5834.37495
1003,216,1247,single,6,496.7541,80.7346,19,28,56,5834.37495
1004,216,830,single,6,496.7541,85.79157,19,28,56,5834.37495
1005,216,930,single,6,496.7541,88.015,19,28,56,5834.37495
1006,217,1215,single,6,500.35568,55.8309,26,29,58,5860.48822
1007,217,1226,single,6,500.35568,65.0313,26,29,58,5860.48822
1008,217,1278,single,6,500.35568,68.86568,26,29,58,5860.48822
1009,217,995,single,6,500.35568,81.4892,26,29,58,5860.48822
1010,218,26,single,4,492.95887,104.9939,2,28,56,5857.23326
1011,218,1301,single,4,492.95887,47.6289,2,28,56,5857.23326
1012,219,528,single,6,529.21005,219.2958,23,29,58,5930.02649
1013,219,686,single,6,529.21005,47.331,23,29,58,5930.02649
1014,219,1213,single,6,529.21005,55.35422,23,29,58,5930.02649
1015,219,739,single,6,529.21005,79.2184,23,29,58,5930.02649
1016,219,836,single,6,529.21005,100.1605,23,29,58,5930.02649
1017,219,305,single,6,529.21005,101.0532,23,29,58,5930.02649
1018,220,530,single,6,508.89603,219.1277,7,30,60,6059.75464
1019,220,1384,single,6,508.89603,12.1992,7,30,60,6059.75464
1020,220,591,single,6,508.89603,50.4608,7,30,60,6059.75464
1021,220,1139,single,6,508.89603,60.5216,7,30,60,6059.75464
1022,220,481,single,6,508.89603,85.9477,7,30,60,6059.75464
1023,220,312,single,6,508.89603,101.4498,7,30,60,6059.75464
1024,221,725,single,4,491.7532,103.3066,25,29,58,5981.63386
1025,221,408,single,4,491.7532,222.559,25,29,58,5981.63386
1026,221,1321,single,4,491.7532,46.9947,25,29,58,5981.63386
1027,221,1088,single,4,491.7532,47.5933,25,29,58,5981.63386
1028,222,410,single,6,499.18651,222.475,26,29,58,5860.48822
1029,222,1414,single,6,499.18651,24.3881,26,29,58,5860.48822
1030,222,843,single,6,499.18651,62.27952,26,29,58,5860.48822
1031,222,1183,single,6,499.18651,70.2985,26,29,58,5860.48822
1032,222,803,single,6,499.18651,93.615,26,29,58,5860.48822
1033,222,120,single,6,499.18651,96.3442,26,29,58,5860.48822
1034,223,1312,single,6,495.0623,57.26198,9,28,56,5850.34882
1035,223,1165,single,6,495.0623,64.7525,9,28,56,5850.34882
1036,223,512,single,6,495.0623,86.0183,9,28,56,5850.34882
1037,223,249,single,6,495.0623,94.4633,9,28,56,5850.34882
1038,224,1398,single,4,500.2004,20.377,12,29,58,5856.84287
1039,224,945,single,4,500.2004,57.09097,12,29,58,5856.84287
1040,225,727,single,4,492.82796,103.2387,8,29,58,5884.42103
1041,225,562,single,4,492.82796,223.7453,8,29,58,5884.42103
1042,225,785,single,4,492.82796,51.0692,8,29,58,5884.42103
1043,225,1326,single,4,492.82796,56.99653,8,29,58,5884.42103
1044,226,1116,single,4,491.7,103.2344,21,29,58,5886.62111
1045,226,560,single,4,491.7,224.1645,21,29,58,5886.62111
1046,226,1396,single,4,491.7,20.3621,21,29,58,5886.62111
1047,226,874,single,4,491.7,61.90243,21,29,58,5886.62111
1048,227,332,single,4,492.657,103.0669,6,29,58,5859.27776
1049,227,438,single,4,492.657,225.937,6,29,58,5859.27776
1050,227,1346,single,4,492.657,12.8947,6,29,58,5859.27776
1051,227,1203,single,4,492.657,55.25204,6,29,58,5859.27776
1052,228,440,single,6,503.1681,225.882,22,29,58,5939.77161
1053,228,1390,single,6,503.1681,20.3816,22,29,58,5939.77161
1054,228,1431,single,6,503.1681,23.9427,22,29,58,5939.77161
1055,228,1073,single,6,503.1681,67.8052,22,29,58,5939.77161
1056,228,1123,single,6,503.1681,75.6387,22,29,58,5939.77161
1057,228,1239,single,6,503.1681,91.39433,22,29,58,5939.77161
1058,229,543,single,6,521.89503,103.0142,5,29,58,5863.71984
1059,229,297,single,6,521.89503,228.3437,5,29,58,5863.71984
1060,229,1065,single,6,521.89503,89.2652,5,29,58,5863.71984
1061,229,581,single,6,521.89503,97.9682,5,29,58,5863.71984
1062,229,645,single,6,521.89503,99.3158,5,29,58,5863.71984
1063,229,494,single,6,521.89503,99.5409,5,29,58,5863.71984
1064,230,296,single,4,501.2502,228.557,15,30,60,5984.42539
1065,230,1348,single,4,501.2502,12.9106,15,30,60,5984.42539
1066,230,1454,single,4,501.2502,23.4352,15,30,60,5984.42539
1067,230,667,single,4,501.2502,44.1745,15,30,60,5984.42539
1068,231,327,single,4,496.26126,228.602,1,30,60,6032.95737
1069,231,527,single,4,496.26126,51.2942,1,30,60,6032.95737
1070,231,524,single,4,496.26126,57.0576,1,30,60,6032.95737
1071,231,842,single,4,496.26126,62.25581,1,30,60,6032.95737
1072,232,330,single,4,496.9987,102.912,19,28,56,5834.37495
1073,232,326,single,4,496.9987,228.8748,19,28,56,5834.37495
1074,232,529,single,4,496.9987,58.3205,19,28,56,5834.37495
1075,232,1200,single,4,496.9987,62.6494,19,28,56,5834.37495
1076,233,1504,single,4,496.4974,27.4549,20,29,58,5904.53197
1077,233,464,single,4,496.4974,52.5159,20,29,58,5904.53197
1078,234,1168,single,6,497.7769,48.343,13,30,60,5865.92746
1079,234,1197,single,6,497.7769,66.9826,13,30,60,5865.92746
1080,234,1266,single,6,497.7769,73.66326,13,30,60,5865.92746
1081,234,993,single,6,497.7769,87.7203,13,30,60,5865.92746
1082,235,1011,single,6,499.40461,102.5005,20,29,58,5904.53197
1083,235,1451,single,6,499.40461,23.4424,20,29,58,5904.53197
1084,235,674,single,6,499.40461,78.7827,20,29,58,5904.53197
1085,235,1233,single,6,499.40461,93.277,20,29,58,5904.53197
1086,236,333,single,6,494.55657,102.8258,18,30,60,5879.17559
1087,236,1458,single,6,494.55657,23.4386,18,30,60,5879.17559
1088,236,1221,single,6,494.55657,72.94156,18,30,60,5879.17559
1089,236,1008,single,6,494.55657,93.98985,18,30,60,5879.17559
1090,237,1042,single,4,494.22502,55.3518,3,28,56,5925.88257
1091,237,1286,single,4,494.22502,60.3015,3,28,56,5925.88257
1092,238,652,single,6,566.46899,54.7242,14,28,56,5912.37323
1093,238,770,single,6,566.46899,97.365,14,28,56,5912.37323
1094,238,582,single,6,566.46899,98.1765,14,28,56,5912.37323
1095,238,734,single,6,566.46899,99.5413,14,28,56,5912.37323
1096,239,1113,single,6,495.911,56.98538,24,29,58,5900.79949
1097,239,1219,single,6,495.911,63.9391,24,29,58,5900.79949
1098,239,1282,single,6,495.911,65.2248,24,29,58,5900.79949
1099,239,866,single,6,495.911,92.4443,24,29,58,5900.79949
1100,240,810,single,4,488.0246,52.683,3,28,56,5925.88257
1101,240,1293,single,4,488.0246,85.0109,3,28,56,5925.88257
1102,241,1010,single,6,495.39816,102.4959,9,28,56,5850.34882
1103,241,13,single,6,495.39816,240.2424,9,28,56,5850.34882
1104,241,1383,single,6,495.39816,12.2254,9,28,56,5850.34882
1105,241,486,single,6,495.39816,85.9594,9,28,56,5850.34882
1106,241,707,single,6,495.39816,88.49709,9,28,56,5850.34882
1107,241,912,single,6,495.39816,94.0026,9,28,56,5850.34882
1108,242,12,single,6,543.40986,240.4057,4,29,58,5924.89665
1109,242,1036,single,6,543.40986,55.8093,4,29,58,5924.89665
1110,242,797,single,6,543.40986,77.9747,4,29,58,5924.89665
1111,242,863,single,6,543.40986,84.59405,4,29,58,5924.89665
1112,242,548,single,6,543.40986,97.9481,4,29,58,5924.89665
1113,242,495,single,6,543.40986,99.4438,4,29,58,5924.89665
1114,243,1464,single,6,518.7357,27.9834,6,29,58,5859.27776
1115,243,1263,single,6,518.7357,85.9288,6,29,58,5859.27776
1116,243,1105,single,6,518.7357,95.7422,6,29,58,5859.27776
1117,243,711,single,6,518.7357,97.2717,6,29,58,5859.27776
1118,244,455,single,4,497.333,105.9285,14,28,56,5912.37323
1119,244,1195,single,4,497.333,95.6965,14,28,56,5912.37323
1120,245,1441,single,4,498.8514,23.6399,15,30,60,5984.42539
1121,245,400,single,4,498.8514,84.6678,15,30,60,5984.42539
1122,246,985,single,6,502.981,74.06954,1,30,60,6032.95737
1123,246,860,single,6,502.981,84.6266,1,30,60,6032.95737
1124,246,420,single,6,502.981,90.0766,1,30,60,6032.95737
1125,246,184,single,6,502.981,91.0682,1,30,60,6032.95737
1126,247,1369,single,6,510.30768,12.3748,24,29,58,5900.79949
1127,247,1218,single,6,510.30768,61.6744,24,29,58,5900.79949
1128,247,1083,single,6,510.30768,82.1375,24,29,58,5900.79949
1129,247,361,single,6,510.30768,93.7763,24,29,58,5900.79949
1130,248,1393,single,6,498.02707,20.3822,1,30,60,6032.95737
1131,248,1127,single,6,498.02707,56.13824,1,30,60,6032.95737
1132,248,1214,single,6,498.02707,68.9031,1,30,60,6032.95737
1133,248,1022,single,6,498.02707,98.4748,1,30,60,6032.95737
1134,249,1229,single,6,506.5762,33.42487,13,30,60,5865.92746
1135,249,621,single,6,506.5762,52.5893,13,30,60,5865.92746
1136,249,1043,single,6,506.5762,78.387,13,30,60,5865.92746
1137,249,391,single,6,506.5762,95.4425,13,30,60,5865.92746
1138,250,616,single,4,452.9714,101.8533,23,29,58,5930.02649
1139,250,1038,single,4,452.9714,57.1801,23,29,58,5930.02649
1140,251,1235,single,4,492.79544,60.2745,22,29,58,5939.77161
1141,251,681,single,4,492.79544,99.5222,22,29,58,5939.77161
1142,252,507,single,4,475.96657,50.0605,26,29,58,5860.48822
1143,252,680,single,4,475.96657,99.5801,26,29,58,5860.48822
1144,253,1126,single,4,493.97658,56.16231,17,28,56,5893.57518
1145,253,614,single,4,493.97658,95.24626,17,28,56,5893.57518
1146,254,627,single,4,495.502,56.1604,8,29,58,5884.42103
1147,254,1091,single,4,495.502,96.9862,8,29,58,5884.42103
1148,255,1319,single,4,496.4351,52.8883,16,30,60,5903.08506
1149,255,1006,single,4,496.4351,76.35104,16,30,60,5903.08506
1150,256,1476,single,6,613.48296,27.7117,7,30,60,6059.75464
1151,256,1110,single,6,613.48296,54.92275,7,30,60,6059.75464
1152,256,1169,single,6,613.48296,73.33174,7,30,60,6059.75464
1153,256,551,single,6,613.48296,97.8414,7,30,60,6059.75464
1154,257,703,single,4,496.4575,101.7915,1,30,60,6032.95737
1155,257,43,single,4,496.4575,262.6971,1,30,60,6032.95737
1156,257,1028,single,4,496.4575,59.6974,1,30,60,6032.95737
1157,257,59,single,4,496.4575,83.872,1,30,60,6032.95737
1158,258,42,single,6,533.8864,262.9341,20,29,58,5904.53197
1159,258,783,single,6,533.8864,51.0509,20,29,58,5904.53197
1160,258,679,single,6,533.8864,93.116,20,29,58,5904.53197
1161,258,583,single,6,533.8864,97.9649,20,29,58,5904.53197
1162,258,764,single,6,533.8864,99.6574,20,29,58,5904.53197
1163,258,367,single,6,533.8864,101.5686,20,29,58,5904.53197
1164,259,1401,single,6,509.0915,19.9019,18,30,60,5879.17559
1165,259,1288,single,6,509.0915,64.9287,18,30,60,5879.17559
1166,259,451,single,6,509.0915,89.9092,18,30,60,5879.17559
1167,259,1075,single,6,509.0915,94.3646,18,30,60,5879.17559
1168,260,1128,single,6,497.8661,63.1898,19,28,56,5834.37495
1169,260,1178,single,6,497.8661,64.2833,19,28,56,5834.37495
1170,260,523,single,6,497.8661,78.6206,19,28,56,5834.37495
1171,260,105,single,6,497.8661,81.4691,19,28,56,5834.37495
1172,261,775,single,6,488.4995,101.7515,5,29,58,5863.71984
1173,261,665,single,6,488.4995,44.146,5,29,58,5863.71984
1174,261,1297,single,6,488.4995,62.9468,5,29,58,5863.71984
1175,261,1130,single,6,488.4995,64.8164,5,29,58,5863.71984
1176,262,712,single,6,504.0233,101.7297,6,29,58,5859.27776
1177,262,1217,single,6,504.0233,63.9461,6,29,58,5859.27776
1178,262,576,single,6,504.0233,83.0389,6,29,58,5859.27776
1179,262,519,single,6,504.0233,101.2858,6,29,58,5859.27776
1180,263,1144,single,6,522.00935,70.0128,11,28,56,5839.19483
1181,263,738,single,6,522.00935,79.3269,11,28,56,5839.19483
1182,263,203,single,6,522.00935,80.836,11,28,56,5839.19483
1183,263,515,single,6,522.00935,85.7589,11,28,56,5839.19483
1184,264,1176,single,4,494.3872,61.9728,25,29,58,5981.63386
1185,264,310,single,4,494.3872,88.5648,25,29,58,5981.63386
1186,265,1472,single,4,498.6686,27.713,3,28,56,5925.88257
1187,265,1210,single,4,498.6686,66.1795,3,28,56,5925.88257
1188,266,1380,single,4,495.7943,12.1951,11,28,56,5839.19483
1189,266,795,single,4,495.7943,97.9267,11,28,56,5839.19483
1190,267,1060,single,4,495.30835,58.8691,24,29,58,5900.79949
1191,267,121,single,4,495.30835,96.2073,24,29,58,5900.79949
1192,268,1184,single,6,496.4775,70.4303,5,29,58,5863.71984
1193,268,897,single,6,496.4775,76.0798,5,29,58,5863.71984
1194,268,1245,single,6,496.4775,86.96582,5,29,58,5863.71984
1195,268,1084,single,6,496.4775,92.1861,5,29,58,5863.71984
1196,269,684,single,4,508.5757,51.9178,14,28,56,5912.37323
1197,269,340,single,4,508.5757,91.0238,14,28,56,5912.37323
1198,270,1279,single,6,526.6156,65.2912,15,30,60,5984.42539
1199,270,1071,single,6,526.6156,67.7907,15,30,60,5984.42539
1200,270,1020,single,6,526.6156,79.0464,15,30,60,5984.42539
1201,270,869,single,6,526.6156,96.586,15,30,60,5984.42539
1202,271,1154,single,6,497.2275,64.2868,26,29,58,5860.48822
1203,271,1255,single,6,497.2275,66.4616,26,29,58,5860.48822
1204,271,554,single,6,497.2275,74.3822,26,29,58,5860.48822
1205,271,802,single,6,497.2275,93.6127,26,29,58,5860.48822
1206,272,1484,single,4,495.9184,27.6262,18,30,60,5879.17559
1207,272,1196,single,4,495.9184,67.0597,18,30,60,5879.17559
1208,273,1264,single,6,500.8085,65.7261,10,30,60,6061.42143
1209,273,972,single,6,500.8085,65.8061,10,30,60,6061.42143
1210,273,1104,single,6,500.8085,87.06454,10,30,60,6061.42143
1211,273,647,single,6,500.8085,99.4091,10,30,60,6061.42143
1212,274,796,single,6,501.6512,78.0308,12,29,58,5856.84287
1213,274,137,single,6,501.6512,87.3875,12,29,58,5856.84287
1214,274,1224,single,6,501.6512,88.72599,12,29,58,5856.84287
1215,274,424,single,6,501.6512,90.1326,12,29,58,5856.84287
1216,275,1261,single,4,491.2788,74.47274,22,29,58,5939.77161
1217,275,58,single,4,491.2788,83.9619,22,29,58,5939.77161
1218,276,1013,single,6,497.2395,65.1073,13,30,60,5865.92746
1219,276,682,single,6,497.2395,71.1779,13,30,60,5865.92746
1220,276,951,single,6,497.2395,79.47566,13,30,60,5865.92746
1221,276,798,single,6,497.2395,85.57234,13,30,60,5865.92746
1222,277,910,single,4,495.2367,81.59172,7,30,60,6059.75464
1223,277,429,single,4,495.2367,97.5263,7,30,60,6059.75464
1224,278,809,single,4,496.7363,52.7404,1,30,60,6032.95737
1225,278,980,single,4,496.7363,90.0313,1,30,60,6032.95737
1226,279,1291,single,6,541.62536,72.86676,21,29,58,5886.62111
1227,279,839,single,6,541.62536,73.3459,21,29,58,5886.62111
1228,279,430,single,6,541.62536,81.0768,21,29,58,5886.62111
1229,279,452,single,6,541.62536,89.9996,21,29,58,5886.62111
1230,280,1352,single,4,493.0539,12.5923,17,28,56,5893.57518
1231,280,487,single,4,493.0539,85.7465,17,28,56,5893.57518
1232,281,965,single,6,580.0604,77.79948,10,30,60,6061.42143
1233,281,401,single,6,580.0604,84.4426,10,30,60,6061.42143
1234,281,1222,single,6,580.0604,88.80134,10,30,60,6061.42143
1235,281,710,single,6,580.0604,97.271,10,30,60,6061.42143
1236,282,587,single,4,494.8691,76.2787,19,28,56,5834.37495
1237,282,1153,single,4,494.8691,77.6778,19,28,56,5834.37495
1238,283,1378,single,4,509.432,12.189,2,28,56,5857.23326
1239,283,1281,single,4,509.432,95.6276,2,28,56,5857.23326
1240,284,1108,single,4,488.1443,54.90549,13,30,60,5865.92746
1241,284,185,single,4,488.1443,91.0799,13,30,60,5865.92746
1242,285,1397,single,4,509.35961,20.3676,7,30,60,6059.75464
1243,285,704,single,4,509.35961,80.9778,7,30,60,6059.75464
1244,286,875,single,4,514.0285,61.95143,8,29,58,5884.42103
1245,286,1201,single,4,514.0285,62.6966,8,29,58,5884.42103
1246,287,1098,single,4,517.7297,45.6681,25,29,58,5981.63386
1247,287,1045,single,4,517.7297,63.9926,25,29,58,5981.63386
1248,288,831,single,4,485.63691,85.71936,4,29,58,5924.89665
1249,288,713,single,4,485.63691,101.6356,4,29,58,5924.89665
1250,289,1121,single,4,490.2565,76.2167,25,29,58,5981.63386
1251,289,677,single,4,490.2565,92.99828,25,29,58,5981.63386
1252,290,742,single,4,494.05017,91.18451,10,30,60,6061.42143
1253,290,1055,single,4,494.05017,97.3963,10,30,60,6061.42143
1254,291,1488,single,4,514.4213,27.6211,5,29,58,5863.71984
1255,291,1254,single,4,514.4213,64.414,5,29,58,5863.71984
1256,292,683,single,4,491.7863,71.0506,4,29,58,5924.89665
1257,292,736,single,4,491.7863,77.2863,4,29,58,5924.89665
1258,293,931,single,4,494.6716,68.838,15,30,60,5984.42539
1259,293,390,single,4,494.6716,95.5751,15,30,60,5984.42539
1260,295,1194,single,4,493.23951,63.9158,18,30,60,5879.17559
1261,295,1223,single,4,493.23951,82.5246,18,30,60,5879.17559
1262,296,917,single,4,493.5167,65.5028,24,29,58,5900.79949
1263,296,834,single,4,493.5167,95.8195,24,29,58,5900.79949
1264,297,1207,single,4,498.4399,63.634,22,29,58,5939.77161
1265,297,994,single,4,498.4399,81.5138,22,29,58,5939.77161
1266,298,933,single,4,502.2194,66.05845,3,28,56,5925.88257
1267,298,1106,single,4,502.2194,95.7705,3,28,56,5925.88257
1268,299,1259,single,4,499.39399,66.4743,22,29,58,5939.77161
1269,299,1285,single,4,499.39399,73.1132,22,29,58,5939.77161
1270,300,73,single,4,497.8095,87.4057,8,29,58,5884.42103
1271,300,360,single,4,497.8095,93.8313,8,29,58,5884.42103
1272,301,1185,single,6,513.1918,65.3232,12,29,58,5856.84287
1273,301,887,single,6,513.1918,70.0552,12,29,58,5856.84287
1274,301,829,single,6,513.1918,85.7139,12,29,58,5856.84287
1275,301,828,single,6,513.1918,85.80092,12,29,58,5856.84287
1276,302,425,single,4,492.6411,89.9543,26,29,58,5860.48822
1277,302,676,single,4,492.6411,93.03244,26,29,58,5860.48822
1278,303,311,single,4,506.2859,88.4334,1,30,60,6032.95737
1279,303,362,single,4,506.2859,93.8175,1,30,60,6032.95737
1280,304,1274,single,4,513.0445,65.7755,20,29,58,5904.53197
1281,304,612,single,4,513.0445,95.27812,20,29,58,5904.53197
1282,306,1147,single,4,493.9863,68.775,15,30,60,5984.42539
1283,306,75,single,4,493.9863,87.2257,15,30,60,5984.42539
1284,309,1077,single,4,499.624,63.4393,23,29,58,5930.02649
1285,309,1246,single,4,499.624,87.11141,23,29,58,5930.02649
1286,310,1141,single,4,493.1098,64.7287,1,30,60,6032.95737
1287,310,514,single,4,493.1098,85.9832,1,30,60,6032.95737
0,1,354,double,6,532.90898,272.3783,11,28,56,5839.19483
1,2,352,double,6,495.5871,272.5884,6,29,58,5859.27776
2,3,384,double,4,451.8902,273.5334,6,29,58,5859.27776
3,4,382,double,4,461.79447,273.6348,11,28,56,5839.19483
4,26,856,double,6,493.55058,150.7394,12,29,58,5856.84287
5,29,854,double,6,494.36193,150.7179,16,30,60,5903.08506
6,49,977,double,6,499.5139,153.937,14,28,56,5912.37323
7,55,822,double,6,498.14154,154.5439,21,29,58,5886.62111
8,56,824,double,4,458.545,154.4959,14,28,56,5912.37323
9,58,894,double,6,492.06718,157.361,3,28,56,5925.88257
10,91,922,double,4,410.9644,169.7657,18,30,60,5879.17559
11,97,920,double,6,490.37604,170.0694,24,29,58,5900.79949
12,120,468,double,4,477.4566,294.0432,5,29,58,5863.71984
13,122,466,double,6,500.8827,294.3149,10,30,60,6061.42143
14,129,876,double,6,497.1128,178.1644,16,30,60,5903.08506
15,143,878,double,6,501.397,177.9172,10,30,60,6061.42143
16,147,907,double,6,495.2165,186.1277,19,28,56,5834.37495
17,148,498,double,6,492.73875,298.1227,22,29,58,5939.77161
18,149,496,double,4,477.39232,298.4612,26,29,58,5860.48822
19,165,892,double,6,494.95005,195.2982,5,29,58,5863.71984
20,168,294,double,6,497.9302,302.3982,20,29,58,5904.53197
21,170,292,double,6,499.88481,302.5807,18,30,60,5879.17559
22,171,846,double,6,495.94374,192.646,15,30,60,5984.42539
23,174,844,double,6,500.77549,193.053,2,28,56,5857.23326
24,181,324,double,6,509.75797,304.9412,23,29,58,5930.02649
25,188,322,double,4,494.8354,305.0529,5,29,58,5863.71984
26,195,814,double,6,497.3914,200.6861,18,30,60,5879.17559
27,196,812,double,6,500.3501,201.0758,2,28,56,5857.23326
28,206,406,double,4,488.7128,314.8528,13,30,60,5865.92746
29,210,404,double,4,494.7423,315.3993,12,29,58,5856.84287
30,217,436,double,6,500.35568,318.7926,26,29,58,5860.48822
31,218,434,double,4,492.95887,319.2617,2,28,56,5857.23326
32,223,8,double,6,495.0623,326.8147,9,28,56,5850.34882
33,224,10,double,4,500.2004,326.8152,12,29,58,5856.84287
34,233,230,double,4,496.4974,332.7356,20,29,58,5904.53197
35,234,228,double,6,497.7769,332.8837,13,30,60,5865.92746
36,235,816,double,6,499.40461,230.5513,20,29,58,5904.53197
37,236,818,double,6,494.55657,230.4247,18,30,60,5879.17559
38,237,262,double,4,494.22502,339.4114,3,28,56,5925.88257
39,238,260,double,6,566.46899,339.6211,14,28,56,5912.37323
40,239,38,double,6,495.911,340.5573,24,29,58,5900.79949
41,240,40,double,4,488.0246,340.586,3,28,56,5925.88257
42,243,346,double,6,518.7357,342.803,6,29,58,5859.27776
43,244,344,double,4,497.333,343.3547,14,28,56,5912.37323
44,245,376,double,4,498.8514,347.1774,15,30,60,5984.42539
45,246,374,double,6,502.981,347.669,1,30,60,6032.95737
46,247,232,double,6,510.30768,249.5975,24,29,58,5900.79949
47,248,234,double,6,498.02707,249.5858,1,30,60,6032.95737
48,249,266,double,6,506.5762,253.1713,13,30,60,5865.92746
49,250,264,double,4,452.9714,253.1532,23,29,58,5930.02649
50,251,290,double,4,492.79544,355.4081,22,29,58,5939.77161
51,252,2,double,4,475.96657,355.4363,26,29,58,5860.48822
52,253,288,double,4,493.97658,355.5097,17,28,56,5893.57518
53,254,0,double,4,495.502,355.5475,8,29,58,5884.42103
54,255,166,double,4,496.4351,357.8139,16,30,60,5903.08506
55,256,164,double,6,613.48296,358.1439,7,30,60,6059.75464
56,259,102,double,6,509.0915,365.7831,18,30,60,5879.17559
57,260,100,double,6,497.8661,366.3132,19,28,56,5834.37495
58,261,170,double,6,488.4995,270.5839,5,29,58,5863.71984
59,262,168,double,6,504.0233,270.6474,6,29,58,5859.27776
60,263,198,double,6,522.00935,374.7344,11,28,56,5839.19483
61,264,196,double,4,494.3872,375.1077,25,29,58,5981.63386
62,265,286,double,4,498.6686,377.9358,3,28,56,5925.88257
63,266,284,double,4,495.7943,378.3944,11,28,56,5839.19483
64,267,6,double,4,495.30835,379.9456,24,29,58,5900.79949
65,268,4,double,6,496.4775,380.1539,5,29,58,5863.71984
66,269,32,double,4,508.5757,406.9392,14,28,56,5912.37323
67,270,36,double,6,526.6156,380.987,15,30,60,5984.42539
68,271,348,double,6,497.2275,381.1565,26,29,58,5860.48822
69,272,34,double,4,495.9184,381.242,18,30,60,5879.17559
70,273,316,double,6,500.8085,383.7639,10,30,60,6061.42143
71,274,314,double,6,501.6512,384.2873,12,29,58,5856.84287
72,275,380,double,4,491.2788,384.316,22,29,58,5939.77161
73,276,378,double,6,497.2395,384.6464,13,30,60,5865.92746
74,277,222,double,4,495.2367,386.8781,7,30,60,6059.75464
75,278,220,double,4,496.7363,387.0361,1,30,60,6032.95737
76,279,70,double,6,541.62536,390.4938,21,29,58,5886.62111
77,280,68,double,4,493.0539,390.8583,17,28,56,5893.57518
78,281,258,double,6,580.0604,396.479,10,30,60,6061.42143
79,282,256,double,4,494.8691,396.589,19,28,56,5834.37495
80,283,134,double,4,509.432,398.9747,2,28,56,5857.23326
81,284,132,double,4,488.1443,399.4305,13,30,60,5865.92746
82,285,350,double,4,509.35961,380.9151,7,30,60,6059.75464
83,286,30,double,4,514.0285,407.2646,8,29,58,5884.42103
84,287,160,double,4,517.7297,410.867,25,29,58,5981.63386
85,288,162,double,4,485.63691,410.888,4,29,58,5924.89665
86,289,226,double,4,490.2565,414.0981,25,29,58,5981.63386
87,290,224,double,4,494.05017,414.2447,10,30,60,6061.42143
88,291,98,double,4,514.4213,414.625,5,29,58,5863.71984
89,292,96,double,4,491.7863,414.855,4,29,58,5924.89665
90,293,320,double,4,494.6716,422.974,15,30,60,5984.42539
91,294,318,double,2,423.2723,423.2723,11,28,56,5839.19483
92,295,254,double,4,493.23951,424.4047,18,30,60,5879.17559
93,296,252,double,4,493.5167,424.7591,24,29,58,5900.79949
94,297,190,double,4,498.4399,430.406,22,29,58,5939.77161
95,298,188,double,4,502.2194,430.42,3,28,56,5925.88257
96,299,66,double,4,499.39399,436.026,22,29,58,5939.77161
97,300,64,double,4,497.8095,436.306,8,29,58,5884.42103
98,301,158,double,6,513.1918,441.2469,12,29,58,5856.84287
99,302,156,double,4,492.6411,441.2609,26,29,58,5860.48822
100,303,92,double,4,506.2859,444.8959,1,30,60,6032.95737
101,304,94,double,4,513.0445,445.1685,20,29,58,5904.53197
102,305,130,double,2,449.991,449.991,20,29,58,5904.53197
103,306,128,double,4,493.9863,450.135,15,30,60,5984.42539
104,307,194,double,2,461.594,461.594,16,30,60,5903.08506
105,308,192,double,2,461.9141,461.9141,24,29,58,5900.79949
106,309,62,double,4,499.624,467.5174,23,29,58,5930.02649
107,310,60,double,4,493.1098,467.6358,1,30,60,6032.95737
108,311,124,double,2,483.2248,483.2248,21,29,58,5886.62111
109,312,126,double,2,483.2699,483.2699,15,30,60,5984.42539
