,Slinks,DAQlpGBT,link variable,Total lpGBT of Slinks,total rate,lpGBT Rates,FPGA,Event-Buffer,Total lpGBT of FPGA,Total Rate of FPGA
0,1,563,single,6,532.90898,58.4605,11,28,56,5839.19483
1,1,779,single,6,532.90898,60.80618,11,28,56,5839.19483
2,1,550,single,6,532.90898,98.0463,11,28,56,5839.19483
3,1,858,single,6,532.90898,98.583,11,28,56,5839.19483
4,2,1391,single,6,495.5871,20.3675,6,29,58,5859.27776
5,2,833,single,6,495.5871,95.8434,6,29,58,5859.27776
6,2,57,single,6,495.5871,97.2398,6,29,58,5859.27776
7,2,771,single,6,495.5871,97.3962,6,29,58,5859.27776
8,3,808,single,4,451.8902,52.768,6,29,58,5859.27776
9,3,625,single,4,451.8902,56.1993,6,29,58,5859.27776
10,4,695,single,4,461.79447,106.5277,11,28,56,5839.19483
11,4,1374,single,4,461.79447,12.4012,11,28,56,5839.19483
12,5,398,single,6,513.9427,120.2658,23,29,58,5930.02649
13,5,15,single,6,513.9427,142.2112,23,29,58,5930.02649
14,5,1372,single,6,513.9427,12.3921,23,29,58,5930.02649
15,5,1421,single,6,513.9427,24.3981,23,29,58,5930.02649
16,5,431,single,6,513.9427,80.9639,23,29,58,5930.02649
17,5,772,single,6,513.9427,97.3671,23,29,58,5930.02649
18,6,757,single,4,493.44499,103.7158,17,28,56,5893.57518
19,6,915,single,4,493.44499,104.75259,17,28,56,5893.57518
20,6,269,single,4,493.44499,139.6029,17,28,56,5893.57518
21,6,45,single,4,493.44499,145.3737,17,28,56,5893.57518
22,7,14,single,4,443.8024,142.4875,12,29,58,5856.84287
23,7,204,single,4,443.8024,142.5013,12,29,58,5856.84287
24,7,1371,single,4,443.8024,12.3953,12,29,58,5856.84287
25,7,589,single,4,443.8024,55.7172,12,29,58,5856.84287
26,8,268,single,6,492.274,139.5708,16,30,60,5903.08506
27,8,988,single,6,492.274,145.4572,16,30,60,5903.08506
28,8,1400,single,6,492.274,19.9139,16,30,60,5903.08506
29,8,1070,single,6,492.274,54.99298,16,30,60,5903.08506
30,8,1271,single,6,492.274,69.39323,16,30,60,5903.08506
31,8,1090,single,6,492.274,96.9301,16,30,60,5903.08506
32,9,552,single,4,481.53966,104.8632,12,29,58,5856.84287
33,9,1061,single,4,481.53966,142.0412,12,29,58,5856.84287
34,9,950,single,4,481.53966,143.2857,12,29,58,5856.84287
35,9,1438,single,4,481.53966,23.6461,12,29,58,5856.84287
36,10,118,single,4,497.7935,138.4171,24,29,58,5900.79949
37,10,206,single,4,497.7935,180.6562,24,29,58,5900.79949
38,10,1474,single,4,497.7935,27.7125,24,29,58,5900.79949
39,10,1164,single,4,497.7935,55.82515,24,29,58,5900.79949
40,11,1032,single,4,462.4231,138.4708,2,28,56,5857.23326
41,11,148,single,4,462.4231,147.0916,2,28,56,5857.23326
42,11,1354,single,4,462.4231,12.5755,2,28,56,5857.23326
43,11,1000,single,4,462.4231,44.3221,2,28,56,5857.23326
44,12,1082,single,4,480.67385,139.0968,4,29,58,5924.89665
45,12,111,single,4,480.67385,146.534,4,29,58,5924.89665
46,12,749,single,4,480.67385,53.2296,4,29,58,5924.89665
47,12,1175,single,4,480.67385,57.8488,4,29,58,5924.89665
48,13,91,single,6,510.8785,139.0929,4,29,58,5924.89665
49,13,110,single,6,510.8785,146.5492,4,29,58,5924.89665
50,13,1479,single,6,510.8785,27.7183,4,29,58,5924.89665
51,13,1272,single,6,510.8785,69.49162,4,29,58,5924.89665
52,13,1089,single,6,510.8785,80.671,4,29,58,5924.89665
53,13,832,single,6,510.8785,95.9385,4,29,58,5924.89665
54,14,119,single,4,456.27788,138.3642,25,29,58,5981.63386
55,14,146,single,4,456.27788,147.2995,25,29,58,5981.63386
56,14,1475,single,4,456.27788,27.7128,25,29,58,5981.63386
57,14,556,single,4,456.27788,51.6548,25,29,58,5981.63386
58,15,113,single,6,496.6676,140.4825,6,29,58,5859.27776
59,15,989,single,6,496.6676,145.244,6,29,58,5859.27776
60,15,1392,single,6,496.6676,20.376,6,29,58,5859.27776
61,15,873,single,6,496.6676,59.84713,6,29,58,5859.27776
62,15,1273,single,6,496.6676,63.7621,6,29,58,5859.27776
63,15,615,single,6,496.6676,95.21784,6,29,58,5859.27776
64,16,112,single,4,467.8268,140.4432,2,28,56,5857.23326
65,16,44,single,4,467.8268,145.3125,2,28,56,5857.23326
66,16,1457,single,4,467.8268,23.4272,2,28,56,5857.23326
67,16,1187,single,4,467.8268,54.5275,2,28,56,5857.23326
68,17,1062,single,4,449.4146,142.0273,19,28,56,5834.37495
69,17,117,single,4,449.4146,143.8876,19,28,56,5834.37495
70,17,1481,single,4,449.4146,27.7197,19,28,56,5834.37495
71,17,1120,single,4,449.4146,58.7415,19,28,56,5834.37495
72,18,448,single,4,491.0631,111.4942,9,28,56,5850.34882
73,18,154,single,4,491.0631,141.4976,9,28,56,5850.34882
74,18,55,single,4,491.0631,144.4183,9,28,56,5850.34882
75,18,1443,single,4,491.0631,23.6526,9,28,56,5850.34882
76,19,155,single,4,504.2853,141.4087,3,28,56,5925.88257
77,19,479,single,4,504.2853,181.4372,3,28,56,5925.88257
78,19,1356,single,4,504.2853,12.5809,3,28,56,5925.88257
79,19,1177,single,4,504.2853,61.9567,3,28,56,5925.88257
80,20,279,single,4,466.8523,141.9841,20,29,58,5904.53197
81,20,116,single,4,466.8523,144.0229,20,29,58,5904.53197
82,20,729,single,4,466.8523,42.8318,20,29,58,5904.53197
83,20,1327,single,4,466.8523,56.99253,20,29,58,5904.53197
84,21,90,single,4,452.4366,139.0284,21,29,58,5886.62111
85,21,149,single,4,452.4366,147.0088,21,29,58,5886.62111
86,21,445,single,4,452.4366,53.4214,21,29,58,5886.62111
87,21,1205,single,4,452.4366,59.5107,21,29,58,5886.62111
88,22,278,single,6,490.59964,141.961,4,29,58,5924.89665
89,22,1063,single,6,490.59964,144.2953,4,29,58,5924.89665
90,22,1353,single,6,490.59964,12.5776,4,29,58,5924.89665
91,22,1333,single,6,490.59964,52.35167,4,29,58,5924.89665
92,22,1253,single,6,490.59964,70.40759,4,29,58,5924.89665
93,22,513,single,6,490.59964,85.9653,4,29,58,5924.89665
94,23,212,single,4,461.0622,135.5892,7,30,60,6059.75464
95,23,25,single,4,461.0622,150.8759,7,30,60,6059.75464
96,23,1365,single,4,461.0622,12.3828,7,30,60,6059.75464
97,23,443,single,4,461.0622,53.4841,7,30,60,6059.75464
98,24,303,single,4,496.4978,109.9406,10,30,60,6061.42143
99,24,174,single,4,496.4978,138.1982,10,30,60,6061.42143
100,24,1016,single,4,496.4978,148.3524,10,30,60,6061.42143
101,24,1149,single,4,496.4978,62.6294,10,30,60,6061.42143
102,25,275,single,6,496.4797,132.1794,21,29,58,5886.62111
103,25,182,single,6,496.4797,138.2592,21,29,58,5886.62111
104,25,1422,single,6,496.4797,24.417,21,29,58,5886.62111
105,25,505,single,6,496.4797,50.0934,21,29,58,5886.62111
106,25,1145,single,6,496.4797,70.1286,21,29,58,5886.62111
107,25,485,single,6,496.4797,101.3127,21,29,58,5886.62111
108,26,964,single,6,493.55058,135.855,12,29,58,5856.84287
109,26,1364,single,6,493.55058,12.4063,12,29,58,5856.84287
110,26,1220,single,6,493.55058,55.11864,12,29,58,5856.84287
111,26,745,single,6,493.55058,99.5807,12,29,58,5856.84287
112,27,458,single,4,490.5692,115.481,9,28,56,5850.34882
113,27,210,single,4,490.5692,135.7941,9,28,56,5850.34882
114,27,24,single,4,490.5692,150.8607,9,28,56,5850.34882
115,27,973,single,4,490.5692,49.0847,9,28,56,5850.34882
116,28,211,single,4,450.3764,135.4799,2,28,56,5857.23326
117,28,1018,single,4,450.3764,151.1829,2,28,56,5857.23326
118,28,1373,single,4,450.3764,12.3994,2,28,56,5857.23326
119,28,840,single,4,450.3764,60.43869,2,28,56,5857.23326
120,29,990,single,6,494.36193,136.1441,16,30,60,5903.08506
121,29,590,single,6,494.36193,50.4737,16,30,60,5903.08506
122,29,753,single,6,494.36193,52.7709,16,30,60,5903.08506
123,29,1248,single,6,494.36193,80.7863,16,30,60,5903.08506
124,30,1081,single,4,483.62423,136.3683,19,28,56,5834.37495
125,30,909,single,4,483.62423,150.5179,19,28,56,5834.37495
126,30,1349,single,4,483.62423,12.9256,19,28,56,5834.37495
127,30,1425,single,4,483.62423,23.9386,19,28,56,5834.37495
128,31,28,single,6,491.6169,134.7185,8,29,58,5884.42103
129,31,215,single,6,491.6169,152.1855,8,29,58,5884.42103
130,31,1367,single,6,491.6169,12.3806,8,29,58,5884.42103
131,31,610,single,6,491.6169,80.6271,8,29,58,5884.42103
132,31,421,single,6,491.6169,90.1012,8,29,58,5884.42103
133,31,56,single,6,491.6169,97.2976,8,29,58,5884.42103
134,32,1080,single,4,452.5671,136.477,12,29,58,5856.84287
135,32,86,single,4,452.5671,150.4488,12,29,58,5856.84287
136,32,1375,single,4,452.5671,12.4002,12,29,58,5856.84287
137,32,811,single,4,452.5671,52.6726,12,29,58,5856.84287
138,33,1030,single,4,444.3196,138.1946,16,30,60,5903.08506
139,33,937,single,4,444.3196,148.7713,16,30,60,5903.08506
140,33,1410,single,4,444.3196,19.9105,16,30,60,5903.08506
141,33,1034,single,4,444.3196,52.9326,16,30,60,5903.08506
142,34,83,single,4,451.00011,136.8476,7,30,60,6059.75464
143,34,80,single,4,451.00011,150.3797,7,30,60,6059.75464
144,34,1427,single,4,451.00011,23.9436,7,30,60,6059.75464
145,34,702,single,4,451.00011,101.5189,7,30,60,6059.75464
146,35,122,single,4,454.3138,127.8846,4,29,58,5924.89665
147,35,79,single,4,454.3138,159.4401,4,29,58,5924.89665
148,35,1381,single,4,454.3138,12.2151,4,29,58,5924.89665
149,35,1477,single,4,454.3138,27.7127,4,29,58,5924.89665
150,36,82,single,6,495.47567,136.9986,14,28,56,5912.37323
151,36,87,single,6,495.47567,150.3618,14,28,56,5912.37323
152,36,1241,single,6,495.47567,77.4395,14,28,56,5912.37323
153,36,544,single,6,495.47567,82.9823,14,28,56,5912.37323
154,36,899,single,6,495.47567,94.5579,14,28,56,5912.37323
155,36,954,single,6,495.47567,98.69173,14,28,56,5912.37323
156,37,217,single,4,502.0673,103.9479,25,29,58,5981.63386
157,37,1005,single,4,502.0673,128.1621,25,29,58,5981.63386
158,37,508,single,4,502.0673,182.0448,25,29,58,5981.63386
159,37,1456,single,4,502.0673,23.4491,25,29,58,5981.63386
160,38,22,single,4,461.5405,132.7535,13,30,60,5865.92746
161,38,140,single,4,461.5405,154.7615,13,30,60,5865.92746
162,38,1342,single,4,461.5405,12.9065,13,30,60,5865.92746
163,38,1388,single,4,461.5405,20.3805,13,30,60,5865.92746
164,39,1031,single,4,467.8325,138.0778,10,30,60,6061.42143
165,39,299,single,4,467.8325,149.4702,10,30,60,6061.42143
166,39,1133,single,4,467.8325,46.6002,10,30,60,6061.42143
167,39,721,single,4,467.8325,52.481,10,30,60,6061.42143
168,40,20,single,4,453.4524,132.8645,19,28,56,5834.37495
169,40,141,single,4,453.4524,154.6888,19,28,56,5834.37495
170,40,1385,single,4,453.4524,12.2131,19,28,56,5834.37495
171,40,1244,single,4,453.4524,49.5474,19,28,56,5834.37495
172,41,213,single,4,469.83678,135.4372,6,29,58,5859.27776
173,41,214,single,4,469.83678,152.1361,6,29,58,5859.27776
174,41,1269,single,4,469.83678,43.9495,6,29,58,5859.27776
175,41,1314,single,4,469.83678,53.04692,6,29,58,5859.27776
176,42,50,single,4,455.8513,133.9072,8,29,58,5884.42103
177,42,792,single,4,455.8513,153.6986,8,29,58,5884.42103
178,42,1204,single,4,455.8513,55.24181,8,29,58,5884.42103
179,42,781,single,4,455.8513,62.53821,8,29,58,5884.42103
180,43,175,single,4,462.8631,138.1856,9,28,56,5850.34882
181,43,298,single,4,462.8631,149.4393,9,28,56,5850.34882
182,43,1487,single,4,462.8631,27.6267,9,28,56,5850.34882
183,43,841,single,4,462.8631,60.38065,9,28,56,5850.34882
184,44,23,single,6,504.039,132.6999,17,28,56,5893.57518
185,44,246,single,6,504.039,137.4969,17,28,56,5893.57518
186,44,1382,single,6,504.039,12.1958,17,28,56,5893.57518
187,44,1413,single,6,504.039,24.3952,17,28,56,5893.57518
188,44,1298,single,6,504.039,97.3247,17,28,56,5893.57518
189,44,804,single,6,504.039,97.8664,17,28,56,5893.57518
190,45,247,single,6,496.82223,137.4574,21,29,58,5886.62111
191,45,81,single,6,496.82223,150.2584,21,29,58,5886.62111
192,45,1497,single,6,496.82223,27.447,21,29,58,5886.62111
193,45,1238,single,6,496.82223,83.0237,21,29,58,5886.62111
194,45,643,single,6,496.82223,90.24048,21,29,58,5886.62111
195,45,709,single,6,496.82223,97.1818,21,29,58,5886.62111
196,46,145,single,4,457.8502,134.1107,13,30,60,5865.92746
197,46,793,single,4,457.8502,153.6114,13,30,60,5865.92746
198,46,1428,single,4,457.8502,23.9413,13,30,60,5865.92746
199,46,1206,single,4,457.8502,59.5171,13,30,60,5865.92746
200,47,144,single,4,483.7174,134.1629,16,30,60,5903.08506
201,47,976,single,4,483.7174,153.6065,16,30,60,5903.08506
202,47,477,single,4,483.7174,49.961,16,30,60,5903.08506
203,47,986,single,4,483.7174,56.65971,16,30,60,5903.08506
204,48,1047,single,6,493.15914,132.2247,22,29,58,5939.77161
205,48,1004,single,6,493.15914,155.5504,22,29,58,5939.77161
206,48,1399,single,6,493.15914,20.3781,22,29,58,5939.77161
207,48,932,single,6,493.15914,50.3246,22,29,58,5939.77161
208,48,1283,single,6,493.15914,65.1748,22,29,58,5939.77161
209,48,1267,single,6,493.15914,73.68408,22,29,58,5939.77161
210,49,52,single,6,499.5139,133.8687,14,28,56,5912.37323
211,49,1096,single,6,499.5139,61.1933,14,28,56,5912.37323
212,49,997,single,6,499.5139,84.6635,14,28,56,5912.37323
213,49,365,single,6,499.5139,101.6421,14,28,56,5912.37323
214,50,276,single,4,468.1359,132.1921,9,28,56,5850.34882
215,50,1002,single,4,468.1359,155.6285,9,28,56,5850.34882
216,50,1434,single,4,468.1359,23.942,9,28,56,5850.34882
217,50,1500,single,4,468.1359,27.4533,9,28,56,5850.34882
218,51,730,single,4,489.349,150.1752,25,29,58,5981.63386
219,51,666,single,4,489.349,155.19,25,29,58,5981.63386
220,51,1450,single,4,489.349,23.4412,25,29,58,5981.63386
221,51,1432,single,4,489.349,23.9378,25,29,58,5981.63386
222,52,774,single,4,463.0336,101.7571,24,29,58,5900.79949
223,52,21,single,4,463.0336,132.6581,24,29,58,5900.79949
224,52,664,single,4,463.0336,155.2725,24,29,58,5900.79949
225,52,1389,single,4,463.0336,20.3743,24,29,58,5900.79949
226,53,183,single,4,456.71063,137.9587,5,29,58,5863.71984
227,53,728,single,4,456.71063,150.0472,5,29,58,5863.71984
228,53,1395,single,4,456.71063,20.3652,5,29,58,5863.71984
229,53,1480,single,4,456.71063,27.716,5,29,58,5863.71984
230,54,29,single,4,451.71978,134.7113,18,30,60,5879.17559
231,54,975,single,4,451.71978,153.3594,18,30,60,5879.17559
232,54,1493,single,4,451.71978,27.6237,18,30,60,5879.17559
233,54,557,single,4,451.71978,51.655,18,30,60,5879.17559
234,55,53,single,6,498.14154,133.7296,21,29,58,5886.62111
235,55,1482,single,6,498.14154,27.7122,21,29,58,5886.62111
236,55,767,single,6,498.14154,79.3653,21,29,58,5886.62111
237,55,579,single,6,498.14154,84.8672,21,29,58,5886.62111
238,56,51,single,4,458.545,133.7812,14,28,56,5912.37323
239,56,568,single,4,458.545,170.2679,14,28,56,5912.37323
240,57,339,single,4,496.92981,129.5855,2,28,56,5857.23326
241,57,850,single,4,496.92981,180.5709,2,28,56,5857.23326
242,57,1449,single,4,496.92981,23.4429,2,28,56,5857.23326
243,57,918,single,4,496.92981,49.8647,2,28,56,5857.23326
244,58,180,single,6,492.06718,131.2462,3,28,56,5925.88257
245,58,1394,single,6,492.06718,20.3861,3,28,56,5925.88257
246,58,462,single,6,492.06718,58.9485,3,28,56,5925.88257
247,58,433,single,6,492.06718,98.421,3,28,56,5925.88257
248,59,1017,single,4,490.37194,148.3002,26,29,58,5860.48822
249,59,698,single,4,490.37194,156.4669,26,29,58,5860.48822
250,59,1355,single,4,490.37194,12.5839,26,29,58,5860.48822
251,59,1163,single,4,490.37194,62.3709,26,29,58,5860.48822
252,60,274,single,6,502.5849,132.1727,23,29,58,5930.02649
253,60,696,single,6,502.5849,156.4832,23,29,58,5930.02649
254,60,1315,single,6,502.5849,53.09914,23,29,58,5930.02649
255,60,987,single,6,502.5849,73.3783,23,29,58,5930.02649
256,60,1122,single,6,502.5849,76.1951,23,29,58,5930.02649
257,60,678,single,6,502.5849,93.20214,23,29,58,5930.02649
258,61,306,single,4,464.3787,125.9548,10,30,60,6061.42143
259,61,962,single,4,464.3787,162.7557,10,30,60,6061.42143
260,61,1489,single,4,464.3787,27.6185,10,30,60,6061.42143
261,61,1058,single,4,464.3787,61.6407,10,30,60,6061.42143
262,62,510,single,4,502.4908,106.6457,19,28,56,5834.37495
263,62,575,single,4,502.4908,107.0811,19,28,56,5834.37495
264,62,338,single,4,502.4908,129.7623,19,28,56,5834.37495
265,62,1003,single,4,502.4908,159.0017,19,28,56,5834.37495
266,63,759,single,4,491.9138,103.6225,7,30,60,6059.75464
267,63,329,single,4,491.9138,127.5454,7,30,60,6059.75464
268,63,600,single,4,491.9138,161.2237,7,30,60,6059.75464
269,63,654,single,4,491.9138,49.8613,7,30,60,6059.75464
270,64,123,single,4,459.9178,127.767,22,29,58,5939.77161
271,64,602,single,4,459.9178,161.0692,22,29,58,5939.77161
272,64,1155,single,4,459.9178,46.2173,22,29,58,5939.77161
273,64,526,single,4,459.9178,51.3055,22,29,58,5939.77161
274,65,300,single,4,466.4739,127.4675,23,29,58,5930.02649
275,65,668,single,4,466.4739,161.4295,23,29,58,5930.02649
276,65,974,single,4,466.4739,42.47607,23,29,58,5930.02649
277,65,1095,single,4,466.4739,61.8822,23,29,58,5930.02649
278,66,301,single,4,451.9353,127.5442,18,30,60,5879.17559
279,66,669,single,4,451.9353,161.3822,18,30,60,5879.17559
280,66,1469,single,4,451.9353,27.9763,18,30,60,5879.17559
281,66,484,single,4,451.9353,101.3941,18,30,60,5879.17559
282,67,208,single,6,494.11911,124.1115,3,28,56,5925.88257
283,67,151,single,6,494.11911,164.8816,3,28,56,5925.88257
284,67,1507,single,6,494.11911,27.4481,3,28,56,5925.88257
285,67,586,single,6,494.11911,76.4237,3,28,56,5925.88257
286,67,370,single,6,494.11911,80.9265,3,28,56,5925.88257
287,67,706,single,6,494.11911,88.51993,3,28,56,5925.88257
288,68,439,single,4,466.6405,126.8068,6,29,58,5859.27776
289,68,700,single,4,466.6405,162.2252,6,29,58,5859.27776
290,68,1505,single,4,466.6405,27.4438,6,29,58,5859.27776
291,68,653,single,4,466.6405,54.6844,6,29,58,5859.27776
292,69,403,single,4,492.17051,111.9442,4,29,58,5924.89665
293,69,1048,single,4,492.17051,131.7654,4,29,58,5924.89665
294,69,732,single,4,492.17051,157.2764,4,29,58,5924.89665
295,69,1361,single,4,492.17051,12.6002,4,29,58,5924.89665
296,70,178,single,4,484.6473,131.2062,13,30,60,5865.92746
297,70,1099,single,4,484.6473,157.8368,13,30,60,5865.92746
298,70,1318,single,4,484.6473,49.7246,13,30,60,5865.92746
299,70,413,single,4,484.6473,53.6396,13,30,60,5865.92746
300,71,236,single,4,444.0901,127.0369,11,28,56,5839.19483
301,71,934,single,4,444.0901,162.0539,11,28,56,5839.19483
302,71,1270,single,4,444.0901,41.59,11,28,56,5839.19483
303,71,1069,single,4,444.0901,51.1651,11,28,56,5839.19483
304,72,237,single,6,498.35069,126.9797,25,29,58,5981.63386
305,72,239,single,6,498.35069,159.0196,25,29,58,5981.63386
306,72,1407,single,6,498.35069,19.9135,25,29,58,5981.63386
307,72,1416,single,6,498.35069,24.3991,25,29,58,5981.63386
308,72,940,single,6,498.35069,84.3924,25,29,58,5981.63386
309,72,139,single,6,498.35069,87.2056,25,29,58,5981.63386
310,73,277,single,4,455.8533,131.9012,17,28,56,5893.57518
311,73,733,single,4,455.8533,157.2554,17,28,56,5893.57518
312,73,633,single,4,455.8533,45.8345,17,28,56,5893.57518
313,73,1180,single,4,455.8533,55.3226,17,28,56,5893.57518
314,74,179,single,4,480.6121,131.1381,5,29,58,5863.71984
315,74,763,single,4,480.6121,158.0269,5,29,58,5863.71984
316,74,1444,single,4,480.6121,23.6561,5,29,58,5863.71984
317,74,1299,single,4,480.6121,53.32712,5,29,58,5863.71984
318,75,409,single,4,452.18686,126.7459,2,28,56,5857.23326
319,75,634,single,4,452.18686,162.4353,2,28,56,5857.23326
320,75,731,single,4,452.18686,42.9151,2,28,56,5857.23326
321,75,1171,single,4,452.18686,55.54766,2,28,56,5857.23326
322,76,914,single,4,482.67136,104.66792,9,28,56,5850.34882
323,76,181,single,4,482.67136,131.1838,9,28,56,5850.34882
324,76,762,single,4,482.67136,158.0183,9,28,56,5850.34882
325,76,1447,single,4,482.67136,23.6367,9,28,56,5850.34882
326,77,411,single,4,466.6174,126.5916,26,29,58,5860.48822
327,77,961,single,4,466.6174,162.6195,26,29,58,5860.48822
328,77,1440,single,4,466.6174,23.6595,26,29,58,5860.48822
329,77,1037,single,4,466.6174,55.775,26,29,58,5860.48822
330,78,218,single,6,492.2747,131.0647,2,28,56,5857.23326
331,78,1100,single,6,492.2747,158.2327,2,28,56,5857.23326
332,78,1072,single,6,492.2747,43.7312,2,28,56,5857.23326
333,78,926,single,6,492.2747,93.1794,2,28,56,5857.23326
334,78,1232,single,6,492.2747,93.43852,2,28,56,5857.23326
335,78,607,single,6,492.2747,100.0714,2,28,56,5857.23326
336,79,441,single,4,480.8984,126.7075,6,29,58,5859.27776
337,79,632,single,4,480.8984,162.6169,6,29,58,5859.27776
338,79,1350,single,4,480.8984,12.8867,6,29,58,5859.27776
339,79,1303,single,4,480.8984,49.8481,6,29,58,5859.27776
340,80,328,single,4,440.8248,127.4609,3,28,56,5925.88257
341,80,936,single,4,440.8248,161.8737,3,28,56,5925.88257
342,80,1448,single,4,440.8248,23.4409,3,28,56,5925.88257
343,80,1068,single,4,440.8248,54.99788,3,28,56,5925.88257
344,81,1049,single,4,457.13623,123.9894,11,28,56,5839.19483
345,81,271,single,4,457.13623,165.8879,11,28,56,5839.19483
346,81,588,single,4,457.13623,55.6755,11,28,56,5839.19483
347,81,1138,single,4,457.13623,56.07278,11,28,56,5839.19483
348,82,219,single,4,465.84731,130.9426,21,29,58,5886.62111
349,82,238,single,4,465.84731,158.951,21,29,58,5886.62111
350,82,1430,single,4,465.84731,23.9433,21,29,58,5886.62111
351,82,1190,single,4,465.84731,55.45656,21,29,58,5886.62111
352,83,885,single,4,452.1831,122.8621,14,28,56,5912.37323
353,83,637,single,4,452.1831,167.0605,14,28,56,5912.37323
354,83,1471,single,4,452.1831,27.9777,14,28,56,5912.37323
355,83,313,single,4,452.1831,101.2986,14,28,56,5912.37323
356,84,282,single,6,497.5791,123.9339,17,28,56,5893.57518
357,84,270,single,6,497.5791,166.0313,17,28,56,5893.57518
358,84,1415,single,6,497.5791,24.427,17,28,56,5893.57518
359,84,1044,single,6,497.5791,59.7586,17,28,56,5893.57518
360,84,903,single,6,497.5791,64.3317,17,28,56,5893.57518
361,84,1260,single,6,497.5791,74.65511,17,28,56,5893.57518
362,85,88,single,4,488.6243,122.8569,19,28,56,5834.37495
363,85,636,single,4,488.6243,167.1456,19,28,56,5834.37495
364,85,1208,single,4,488.6243,45.8439,19,28,56,5834.37495
365,85,475,single,4,488.6243,50.0459,19,28,56,5834.37495
366,86,187,single,4,504.5711,120.9249,4,29,58,5924.89665
367,86,761,single,4,504.5711,194.4163,4,29,58,5924.89665
368,86,1491,single,4,504.5711,27.6226,4,29,58,5924.89665
369,86,1148,single,4,504.5711,62.641,4,29,58,5924.89665
370,87,186,single,4,455.282,120.9534,26,29,58,5860.48822
371,87,84,single,4,455.282,169.1865,26,29,58,5860.48822
372,87,1404,single,4,455.282,19.9125,26,29,58,5860.48822
373,87,1465,single,4,455.282,27.9684,26,29,58,5860.48822
374,88,209,single,6,489.31186,123.8939,15,30,60,5984.42539
375,88,604,single,6,489.31186,166.333,15,30,60,5984.42539
376,88,1412,single,6,489.31186,24.4118,15,30,60,5984.42539
377,88,463,single,6,489.31186,58.8946,15,30,60,5984.42539
378,88,886,single,6,489.31186,92.3224,15,30,60,5984.42539
379,88,801,single,6,489.31186,93.6119,15,30,60,5984.42539
380,89,283,single,6,500.7137,123.9283,1,30,60,6032.95737
381,89,605,single,6,500.7137,166.3012,1,30,60,6032.95737
382,89,1329,single,6,500.7137,48.3692,1,30,60,6032.95737
383,89,1151,single,6,500.7137,55.73383,1,30,60,6032.95737
384,89,1066,single,6,500.7137,89.08778,1,30,60,6032.95737
385,89,939,single,6,500.7137,92.5961,1,30,60,6032.95737
386,90,89,single,4,466.7554,122.7546,8,29,58,5884.42103
387,90,924,single,4,466.7554,167.5873,8,29,58,5884.42103
388,90,1502,single,4,466.7554,27.4513,8,29,58,5884.42103
389,90,415,single,4,466.7554,53.5499,8,29,58,5884.42103
390,91,335,single,4,410.9644,120.4824,18,30,60,5879.17559
391,91,336,single,4,410.9644,120.7163,18,30,60,5879.17559
392,92,19,single,4,469.1775,122.5056,2,28,56,5857.23326
393,92,788,single,4,469.1775,168.0381,2,28,56,5857.23326
394,92,1041,single,4,469.1775,40.09409,2,28,56,5857.23326
395,92,780,single,4,469.1775,62.57118,2,28,56,5857.23326
396,93,18,single,6,490.9604,122.4558,24,29,58,5900.79949
397,93,963,single,6,490.9604,168.0879,24,29,58,5900.79949
398,93,1074,single,6,490.9604,43.7532,24,29,58,5900.79949
399,93,1129,single,6,490.9604,63.1881,24,29,58,5900.79949
400,93,1029,single,6,490.9604,77.6923,24,29,58,5900.79949
401,93,1094,single,6,490.9604,78.4778,24,29,58,5900.79949
402,94,456,single,4,494.223,106.0684,23,29,58,5930.02649
403,94,114,single,4,494.223,121.8688,23,29,58,5930.02649
404,94,538,single,4,494.223,168.7595,23,29,58,5930.02649
405,94,1426,single,4,494.223,23.9322,23,29,58,5930.02649
406,95,364,single,4,464.7461,101.6522,25,29,58,5981.63386
407,95,1019,single,4,464.7461,122.3521,25,29,58,5981.63386
408,95,786,single,4,464.7461,168.2816,25,29,58,5981.63386
409,95,1423,single,4,464.7461,24.4139,25,29,58,5981.63386
410,96,307,single,4,462.6296,125.8162,5,29,58,5863.71984
411,96,150,single,4,462.6296,164.8545,5,29,58,5863.71984
412,96,603,single,4,462.6296,45.708,5,29,58,5863.71984
413,96,1292,single,4,462.6296,59.8457,5,29,58,5863.71984
414,97,334,single,6,490.37604,120.6056,24,29,58,5900.79949
415,97,1085,single,6,490.37604,47.5989,24,29,58,5900.79949
416,97,872,single,6,490.37604,59.90909,24,29,58,5900.79949
417,97,859,single,6,490.37604,98.4423,24,29,58,5900.79949
418,98,115,single,4,452.72937,121.8416,7,30,60,6059.75464
419,98,536,single,4,452.72937,168.9011,7,30,60,6059.75464
420,98,1191,single,4,452.72937,55.47676,7,30,60,6059.75464
421,98,595,single,4,452.72937,55.9648,7,30,60,6059.75464
422,99,1387,single,10,597.02042,12.2093,7,30,60,6059.75464
423,99,718,single,10,597.02042,49.4346,7,30,60,6059.75464
424,99,1335,single,10,597.02042,52.30281,7,30,60,6059.75464
425,99,465,single,10,597.02042,52.5307,7,30,60,6059.75464
426,99,1300,single,10,597.02042,53.2381,7,30,60,6059.75464
427,99,1216,single,10,597.02042,61.7012,7,30,60,6059.75464
428,99,984,single,10,597.02042,86.0599,7,30,60,6059.75464
429,99,1103,single,10,597.02042,87.06269,7,30,60,6059.75464
430,99,943,single,10,597.02042,88.0192,7,30,60,6059.75464
