,Slinks,DAQlpGBT,link variable,Total lpGBT of Slinks,total rate,lpGBT Rates,FPGA,Event-Buffer,Total lpGBT of FPGA,Total Rate of FPGA
56,12,899,single,7,682.27441,94.5579,27,28,54,5492.42182
57,13,23,single,8,686.421,132.6999,7,28,54,5479.27421
58,13,43,single,8,686.421,262.6971,7,28,54,5479.27421
59,13,1410,single,8,686.421,19.9105,7,28,54,5479.27421
60,13,1451,single,8,686.421,23.4424,7,28,54,5479.27421
61,13,1029,single,8,686.421,77.6923,7,28,54,5479.27421
62,13,73,single,8,686.421,87.4057,7,28,54,5479.27421
63,13,184,single,8,686.421,91.0682,7,28,54,5479.27421
64,13,1053,single,8,686.421,94.5749,7,28,54,5479.27421
65,14,21,single,6,688.28942,132.6581,25,28,52,5471.91851
66,14,42,single,6,688.28942,262.9341,25,28,52,5471.91851
67,14,1322,single,6,688.28942,49.0056,25,28,52,5471.91851
68,14,1033,single,6,688.28942,52.8935,25,28,52,5471.91851
69,14,1247,single,6,688.28942,80.7346,25,28,52,5471.91851
70,14,59,single,6,688.28942,83.872,25,28,52,5471.91851
71,15,1350,single,6,682.3455,12.8867,2,28,53,5483.41892
72,15,1503,single,6,682.3455,27.4491,2,28,53,5483.41892
73,15,738,single,6,682.3455,79.3269,2,28,53,5483.41892
74,15,1293,single,6,682.3455,85.0109,2,28,53,5483.41892
75,16,1373,single,6,684.6312,12.3994,19,28,53,5483.138
76,16,1466,single,6,684.6312,27.9955,19,28,53,5483.138
77,16,1268,single,6,684.6312,60.7416,19,28,53,5483.138
78,16,422,single,6,684.6312,97.5803,19,28,53,5483.138
79,17,1384,single,7,682.8221,12.1992,3,30,55,5482.9233
80,17,1411,single,7,682.8221,19.9093,3,30,55,5482.9233
81,17,873,single,7,682.8221,59.84713,3,30,55,5482.9233
82,17,747,single,7,682.8221,72.017,3,30,55,5482.9233
83,17,121,single,7,682.8221,96.2073,3,30,55,5482.9233
84,18,1387,single,6,685.4367,12.2093,26,28,52,5496.16321
85,18,1400,single,6,685.4367,19.9139,26,28,52,5496.16321
86,18,667,single,6,685.4367,44.1745,26,28,52,5496.16321
87,18,577,single,6,685.4367,82.9852,26,28,52,5496.16321
88,19,1047,single,7,690.05281,132.2247,1,29,53,5501.04048
89,19,1473,single,7,690.05281,27.7241,1,29,53,5501.04048
90,19,1150,single,7,690.05281,55.73618,1,29,53,5501.04048
91,19,493,single,7,690.05281,77.4153,1,29,53,5501.04048
92,19,544,single,7,690.05281,82.9823,1,29,53,5501.04048
93,20,276,single,8,683.67158,132.1921,2,28,53,5483.41892
94,20,1356,single,8,683.67158,12.5809,2,28,53,5483.41892
95,20,1335,single,8,683.67158,52.30281,2,28,53,5483.41892
96,20,958,single,8,683.67158,64.5092,2,28,53,5483.41892
97,20,673,single,8,683.67158,78.739,2,28,53,5483.41892
98,20,794,single,8,683.67158,97.7872,2,28,53,5483.41892
99,21,275,single,6,684.73664,132.1794,5,28,54,5486.45375
100,21,1355,single,6,684.73664,12.5839,5,28,54,5486.45375
101,21,1176,single,6,684.73664,61.9728,5,28,54,5486.45375
102,21,1189,single,6,684.73664,62.242,5,28,54,5486.45375
103,22,274,single,7,690.9714,132.1727,3,30,55,5482.9233
104,22,1381,single,7,690.9714,12.2151,3,30,55,5482.9233
105,22,1401,single,7,690.9714,19.9019,3,30,55,5482.9233
106,22,874,single,7,690.9714,61.90243,3,30,55,5482.9233
107,22,765,single,7,690.9714,99.6813,3,30,55,5482.9233
108,23,792,single,6,692.2407,153.6986,14,28,55,5493.90423
109,23,1157,single,6,692.2407,17.2284,14,28,55,5493.90423
110,23,505,single,6,692.2407,50.0934,14,28,55,5493.90423
111,23,1148,single,6,692.2407,62.641,14,28,55,5493.90423
112,24,277,single,8,685.9238,131.9012,18,30,55,5499.01081
113,24,1371,single,8,685.9238,12.3953,18,30,55,5499.01081
114,24,1333,single,8,685.9238,52.35167,18,30,55,5499.01081
115,24,1280,single,8,685.9238,65.3102,18,30,55,5499.01081
116,24,1021,single,8,685.9238,79.0925,18,30,55,5499.01081
117,24,708,single,8,685.9238,97.1623,18,30,55,5499.01081
118,25,1405,single,8,683.973,19.8996,26,28,52,5496.16321
119,25,559,single,8,683.973,46.3676,26,28,52,5496.16321
120,25,1259,single,8,683.973,66.4743,26,28,52,5496.16321
121,25,1027,single,8,683.973,71.81466,26,28,52,5496.16321
122,25,1245,single,8,683.973,86.96582,26,28,52,5496.16321
123,25,1103,single,8,683.973,87.06269,26,28,52,5496.16321
124,26,1342,single,6,683.68507,12.9065,27,28,54,5492.42182
125,26,558,single,6,683.68507,46.4352,27,28,54,5492.42182
126,26,420,single,6,683.68507,90.0766,27,28,54,5492.42182
127,26,680,single,6,683.68507,99.5801,27,28,54,5492.42182
128,27,1366,single,6,681.38918,12.3632,25,28,52,5471.91851
129,27,621,single,6,681.38918,52.5893,25,28,52,5471.91851
130,27,674,single,6,681.38918,78.7827,25,28,52,5471.91851
131,27,312,single,6,681.38918,101.4498,25,28,52,5471.91851
132,28,1495,single,7,686.1862,27.6265,2,28,53,5483.41892
133,28,986,single,7,686.1862,56.65971,2,28,53,5483.41892
134,28,1291,single,7,686.1862,72.86676,2,28,53,5483.41892
135,28,1221,single,7,686.1862,72.94156,2,28,53,5483.41892
136,28,676,single,7,686.1862,93.03244,2,28,53,5483.41892
137,29,1407,single,6,682.09188,19.9135,24,28,52,5485.61659
138,29,1493,single,6,682.09188,27.6237,24,28,52,5485.61659
139,29,1139,single,6,682.09188,60.5216,24,28,52,5485.61659
140,29,1117,single,6,682.09188,72.4962,24,28,52,5485.61659
141,30,1492,single,8,690.0053,27.6181,11,30,57,5524.91148
142,30,563,single,8,690.0053,58.4605,11,30,57,5524.91148
143,30,1183,single,8,690.0053,70.2985,11,30,57,5524.91148
144,30,714,single,8,690.0053,73.2973,11,30,57,5524.91148
145,30,886,single,8,690.0053,92.3224,11,30,57,5524.91148
146,30,679,single,8,690.0053,93.116,11,30,57,5524.91148
147,31,1364,single,5,684.6129,12.4063,28,30,56,5490.10547
148,31,415,single,5,684.6129,53.5499,28,30,56,5490.10547
149,31,1127,single,5,684.6129,56.13824,28,30,56,5490.10547
150,32,1403,single,5,685.8659,19.9098,23,28,52,5471.33706
151,32,1465,single,5,685.8659,27.9684,23,28,52,5471.33706
152,32,1163,single,5,685.8659,62.3709,23,28,52,5471.33706
153,33,1452,single,8,681.1876,23.4278,17,30,54,5485.60658
154,33,809,single,8,681.1876,52.7404,17,30,54,5485.60658
155,33,1050,single,8,681.1876,70.6843,17,30,54,5485.60658
156,33,683,single,8,681.1876,71.0506,17,30,54,5485.60658
157,33,1328,single,8,681.1876,85.6841,17,30,54,5485.60658
158,33,421,single,8,681.1876,90.1012,17,30,54,5485.60658
159,34,1393,single,6,685.99638,20.3822,16,28,51,5501.72531
160,34,635,single,6,685.99638,45.8462,16,28,51,5501.72531
161,34,998,single,6,685.99638,73.16064,16,28,51,5501.72531
162,34,582,single,6,685.99638,98.1765,16,28,51,5501.72531
163,35,1417,single,6,678.06496,24.4014,6,28,54,5468.21219
164,35,785,single,6,678.06496,51.0692,6,28,54,5468.21219
165,35,645,single,6,678.06496,99.3158,6,28,54,5468.21219
166,35,837,single,6,678.06496,100.0425,6,28,54,5468.21219
167,36,1034,single,7,685.966,52.9326,7,28,54,5479.27421
168,36,588,single,7,685.966,55.6755,7,28,54,5479.27421
169,36,545,single,7,685.966,82.9013,7,28,54,5479.27421
170,36,514,single,7,685.966,85.9832,7,28,54,5479.27421
171,36,930,single,7,685.966,88.015,7,28,54,5479.27421
172,37,180,single,7,682.83133,131.2462,8,28,53,5480.88316
173,37,1497,single,7,682.83133,27.447,8,28,53,5480.88316
174,37,590,single,7,682.83133,50.4737,8,28,53,5480.88316
175,37,902,single,7,682.83133,85.5117,8,28,53,5480.88316
176,37,670,single,7,682.83133,97.67489,8,28,53,5480.88316
177,38,55,single,7,684.1656,144.4183,4,28,53,5474.07182
178,38,1456,single,7,684.1656,23.4491,4,28,53,5474.07182
179,38,1325,single,7,684.1656,48.8082,4,28,53,5474.07182
180,38,1267,single,7,684.1656,73.68408,4,28,53,5474.07182
181,38,740,single,7,684.1656,91.18294,4,28,53,5474.07182
182,39,181,single,7,681.9457,131.1838,14,28,55,5493.90423
183,39,1458,single,7,681.9457,23.4386,14,28,55,5493.90423
184,39,932,single,7,681.9457,50.3246,14,28,55,5493.90423
185,39,1036,single,7,681.9457,55.8093,14,28,55,5493.90423
186,39,943,single,7,681.9457,88.0192,14,28,55,5493.90423
187,40,179,single,7,685.4687,131.1381,21,30,57,5514.70313
188,40,1370,single,7,685.4687,12.3908,21,30,57,5514.70313
189,40,1198,single,7,685.4687,61.8672,21,30,57,5514.70313
190,40,677,single,7,685.4687,92.99828,21,30,57,5514.70313
191,40,734,single,7,685.4687,99.5413,21,30,57,5514.70313
192,41,1394,single,6,683.54586,20.3861,22,28,53,5507.44052
193,41,1042,single,6,683.54586,55.3518,22,28,53,5507.44052
194,41,1261,single,6,683.54586,74.47274,22,28,53,5507.44052
195,41,804,single,6,683.54586,97.8664,22,28,53,5507.44052
196,42,1441,single,5,687.1606,23.6399,26,28,52,5496.16321
197,42,591,single,5,687.1606,50.4608,26,28,52,5496.16321
198,42,1200,single,5,687.1606,62.6494,26,28,52,5496.16321
199,43,218,single,7,685.66014,131.0647,28,30,56,5490.10547
200,43,1351,single,7,685.66014,12.9001,28,30,56,5490.10547
201,43,1095,single,7,685.66014,61.8822,28,30,56,5490.10547
202,43,1278,single,7,685.66014,68.86568,28,30,56,5490.10547
203,43,363,single,7,685.66014,93.653,28,30,56,5490.10547
204,44,219,single,7,687.72321,130.9426,11,30,57,5524.91148
205,44,1421,single,7,687.72321,24.3981,11,30,57,5524.91148
206,44,1494,single,7,687.72321,27.6198,11,30,57,5524.91148
207,44,1115,single,7,687.72321,73.98245,11,30,57,5524.91148
208,44,1052,single,7,687.72321,99.5389,11,30,57,5524.91148
209,45,339,single,8,684.56743,129.5855,12,29,54,5486.08678
210,45,1480,single,8,684.56743,27.716,12,29,54,5486.08678
211,45,1137,single,8,684.56743,56.01799,12,29,54,5486.08678
212,45,1271,single,8,684.56743,69.39323,12,29,54,5486.08678
213,45,512,single,8,684.56743,86.0183,12,29,54,5486.08678
214,45,939,single,8,684.56743,92.5961,12,29,54,5486.08678
215,46,338,single,7,687.78898,129.7623,5,28,54,5486.45375
216,46,1420,single,7,687.78898,24.409,5,28,54,5486.45375
217,46,860,single,7,687.78898,84.6266,5,28,54,5486.45375
218,46,799,single,7,687.78898,85.4926,5,28,54,5486.45375
219,46,305,single,7,687.78898,101.0532,5,28,54,5486.45375
220,47,1345,single,6,695.659,12.9169,20,30,56,5489.5818
221,47,1120,single,6,695.659,58.7415,20,30,56,5489.5818
222,47,390,single,6,695.659,95.5751,20,30,56,5489.5818
223,47,833,single,6,695.659,95.8434,20,30,56,5489.5818
224,48,1347,single,6,688.3871,12.8894,2,28,53,5483.41892
225,48,1096,single,6,688.3871,61.1933,2,28,53,5483.41892
226,48,1123,single,6,688.3871,75.6387,2,28,53,5483.41892
227,48,1224,single,6,688.3871,88.72599,2,28,53,5483.41892
228,49,1143,single,5,684.43541,47.9342,24,28,52,5485.61659
229,49,1213,single,5,684.43541,55.35422,24,28,52,5485.61659
230,49,1177,single,5,684.43541,61.9567,24,28,52,5485.61659
231,50,1416,single,5,682.73091,24.3991,17,30,54,5485.60658
232,50,1173,single,5,682.73091,55.55438,17,30,54,5485.60658
233,50,842,single,5,682.73091,62.25581,17,30,54,5485.60658
234,51,1005,single,8,681.8385,128.1621,14,28,55,5493.90423
235,51,1469,single,8,681.8385,27.9763,14,28,55,5493.90423
236,51,684,single,8,681.8385,51.9178,14,28,55,5493.90423
237,51,1249,single,8,681.8385,64.255,14,28,55,5493.90423
238,51,1283,single,8,681.8385,65.1748,14,28,55,5493.90423
239,51,1232,single,8,681.8385,93.43852,14,28,55,5493.90423
240,52,122,single,6,682.03135,127.8846,13,28,52,5479.53835
241,52,1361,single,6,682.03135,12.6002,13,28,52,5479.53835
242,52,1199,single,6,682.03135,61.8595,13,28,52,5479.53835
243,52,433,single,6,682.03135,98.421,13,28,52,5479.53835
244,53,1305,single,6,682.80782,49.5443,19,28,53,5483.138
245,53,463,single,6,682.80782,58.8946,19,28,53,5483.138
246,53,341,single,6,682.80782,90.724,19,28,53,5483.138
247,53,1298,single,6,682.80782,97.3247,19,28,53,5483.138
248,54,1435,single,6,682.2003,23.949,11,30,57,5524.91148
249,54,1044,single,6,682.2003,59.7586,11,30,57,5524.91148
250,54,1260,single,6,682.2003,74.65511,11,30,57,5524.91148
251,54,609,single,6,682.2003,80.6027,11,30,57,5524.91148
252,55,123,single,7,686.71502,127.767,12,29,54,5486.08678
253,55,1369,single,7,686.71502,12.3748,12,29,54,5486.08678
254,55,1108,single,7,686.71502,54.90549,12,29,54,5486.08678
255,55,897,single,7,686.71502,76.0798,12,29,54,5486.08678
256,55,549,single,7,686.71502,97.8859,12,29,54,5486.08678
257,56,329,single,7,685.8039,127.5454,12,29,54,5486.08678
258,56,1505,single,7,685.8039,27.4438,12,29,54,5486.08678
259,56,652,single,7,685.8039,54.7242,12,29,54,5486.08678
260,56,952,single,7,685.8039,79.38565,12,29,54,5486.08678
261,56,613,single,7,685.8039,95.19628,12,29,54,5486.08678
262,57,575,single,8,683.17323,107.0811,6,28,54,5468.21219
263,57,730,single,8,683.17323,150.1752,6,28,54,5468.21219
264,57,1478,single,8,683.17323,27.7235,6,28,54,5468.21219
265,57,1290,single,8,683.17323,72.91685,6,28,54,5468.21219
266,57,430,single,8,683.17323,81.0768,6,28,54,5468.21219
267,57,1054,single,8,683.17323,94.5233,6,28,54,5468.21219
268,58,1488,single,5,685.3532,27.6211,5,28,54,5486.45375
269,58,623,single,5,685.3532,47.7543,5,28,54,5486.45375
270,58,1292,single,5,685.3532,59.8457,5,28,54,5486.45375
271,59,981,single,7,684.98316,107.2167,17,30,54,5485.60658
272,59,1414,single,7,684.98316,24.3881,17,30,54,5485.60658
273,59,1204,single,7,684.98316,55.24181,17,30,54,5485.60658
274,59,1230,single,7,684.98316,84.9166,17,30,54,5485.60658
275,59,800,single,7,684.98316,93.6403,17,30,54,5485.60658
276,60,574,single,7,684.56548,106.9451,28,30,56,5490.10547
277,60,728,single,7,684.56548,150.0472,28,30,56,5490.10547
278,60,1484,single,7,684.56548,27.6262,28,30,56,5490.10547
279,60,841,single,7,684.56548,60.38065,28,30,56,5490.10547
280,60,863,single,7,684.56548,84.59405,28,30,56,5490.10547
281,61,982,single,6,685.32489,107.3433,4,28,53,5474.07182
282,61,937,single,6,685.32489,148.7713,4,28,53,5474.07182
283,61,447,single,6,685.32489,193.9492,4,28,53,5474.07182
284,61,655,single,6,685.32489,49.8219,4,28,53,5474.07182
285,61,1320,single,6,685.32489,52.80943,4,28,53,5474.07182
286,61,1105,single,6,685.32489,95.7422,4,28,53,5474.07182
287,62,584,single,7,683.53075,106.8335,17,30,54,5485.60658
288,62,298,single,7,683.53075,149.4393,17,30,54,5485.60658
289,62,417,single,7,683.53075,193.8304,17,30,54,5485.60658
290,62,1114,single,7,683.53075,17.2101,17,30,54,5485.60658
291,62,933,single,7,683.53075,66.05845,17,30,54,5485.60658
292,62,1083,single,7,683.53075,82.1375,17,30,54,5485.60658
293,62,859,single,7,683.53075,98.4423,17,30,54,5485.60658
294,63,483,single,7,689.49751,106.8046,18,30,55,5499.01081
295,63,299,single,7,689.49751,149.4702,18,30,55,5499.01081
296,63,722,single,7,689.49751,193.8289,18,30,55,5499.01081
297,63,1380,single,7,689.49751,12.1951,18,30,55,5499.01081
298,63,1190,single,7,689.49751,55.45656,18,30,55,5499.01081
299,63,650,single,7,689.49751,74.6571,18,30,55,5499.01081
300,63,611,single,7,689.49751,80.5476,18,30,55,5499.01081
301,64,1501,single,6,684.60293,27.4513,8,28,53,5480.88316
302,64,1107,single,6,684.60293,48.7869,8,28,53,5480.88316
303,64,486,single,6,684.60293,85.9594,8,28,53,5480.88316
304,64,494,single,6,684.60293,99.5409,8,28,53,5480.88316
305,65,585,single,7,685.55997,106.8038,23,28,52,5471.33706
306,65,1301,single,7,685.55997,47.6289,23,28,52,5471.33706
307,65,524,single,7,685.55997,57.0576,23,28,52,5471.33706
308,65,586,single,7,685.55997,76.4237,23,28,52,5471.33706
309,65,942,single,7,685.55997,87.9125,23,28,52,5471.33706
310,66,900,single,6,677.38014,107.77009,14,28,55,5493.90423
311,66,1063,single,6,677.38014,144.2953,14,28,55,5493.90423
312,66,104,single,6,677.38014,198.2147,14,28,55,5493.90423
313,66,1353,single,6,677.38014,12.5776,14,28,55,5493.90423
314,66,1151,single,6,677.38014,55.73383,14,28,55,5493.90423
315,66,304,single,6,677.38014,101.3077,14,28,55,5493.90423
316,67,927,single,7,676.85053,107.79359,25,28,52,5471.91851
317,67,1016,single,7,676.85053,148.3524,25,28,52,5471.91851
318,67,414,single,7,676.85053,194.1344,25,28,52,5471.91851
319,67,1455,single,7,676.85053,23.4361,25,28,52,5471.91851
320,67,1028,single,7,676.85053,59.6974,25,28,52,5471.91851
321,67,1186,single,7,676.85053,65.4995,25,28,52,5471.91851
322,67,120,single,7,676.85053,96.3442,25,28,52,5471.91851
323,68,928,single,8,682.94551,107.83891,24,28,52,5485.61659
324,68,155,single,8,682.94551,141.4087,24,28,52,5485.61659
325,68,1489,single,8,682.94551,27.6185,24,28,52,5485.61659
326,68,888,single,8,682.94551,50.9034,24,28,52,5485.61659
327,68,75,single,8,682.94551,87.2257,24,28,52,5485.61659
328,68,519,single,8,682.94551,101.2858,24,28,52,5485.61659
329,69,901,single,8,688.79069,107.76781,21,30,57,5514.70313
330,69,278,single,8,688.79069,141.961,21,30,57,5514.70313
331,69,539,single,8,688.79069,47.5008,21,30,57,5514.70313
332,69,1067,single,8,688.79069,51.14,21,30,57,5514.70313
333,69,107,single,8,688.79069,81.3827,21,30,57,5514.70313
334,69,612,single,8,688.79069,95.27812,21,30,57,5514.70313
335,70,488,single,7,689.6469,108.6173,15,29,53,5481.7033
336,70,1062,single,7,689.6469,142.0273,15,29,53,5481.7033
337,70,658,single,7,689.6469,200.3191,15,29,53,5481.7033
338,70,625,single,7,689.6469,56.1993,15,29,53,5481.7033
339,70,715,single,7,689.6469,73.1957,15,29,53,5481.7033
340,70,704,single,7,689.6469,80.9778,15,29,53,5481.7033
341,70,869,single,7,689.6469,96.586,15,29,53,5481.7033
342,71,489,single,7,683.8757,108.5733,10,30,55,5473.58338
343,71,1017,single,7,683.8757,148.3002,10,30,55,5473.58338
344,71,416,single,7,683.8757,194.1541,10,30,55,5473.58338
345,71,1408,single,7,683.8757,19.8935,10,30,55,5473.58338
346,71,1212,single,7,683.8757,66.2537,10,30,55,5473.58338
347,71,861,single,7,683.8757,84.53665,10,30,55,5473.58338
348,71,881,single,7,683.8757,96.0729,10,30,55,5473.58338
349,72,648,single,6,687.32754,103.9811,18,30,55,5499.01081
350,72,148,single,6,687.32754,147.0916,18,30,55,5499.01081
351,72,760,single,6,687.32754,194.234,18,30,55,5499.01081
352,72,1409,single,6,687.32754,19.8945,18,30,55,5499.01081
353,72,999,single,6,687.32754,56.29768,18,30,55,5499.01081
354,72,392,single,6,687.32754,95.5428,18,30,55,5499.01081
355,73,631,single,8,682.0591,109.8693,28,30,56,5490.10547
356,73,15,single,8,682.0591,142.2112,28,30,56,5490.10547
357,73,752,single,8,682.0591,199.3269,28,30,56,5490.10547
358,73,1093,single,8,682.0591,37.60311,28,30,56,5490.10547
359,73,719,single,8,682.0591,49.3587,28,30,56,5490.10547
360,73,972,single,8,682.0591,65.8061,28,30,56,5490.10547
361,73,1104,single,8,682.0591,87.06454,28,30,56,5490.10547
362,73,707,single,8,682.0591,88.49709,28,30,56,5490.10547
363,74,308,single,6,682.94884,109.9919,13,28,52,5479.53835
364,74,14,single,6,682.94884,142.4875,13,28,52,5479.53835
365,74,754,single,6,682.94884,198.9359,13,28,52,5479.53835
366,74,1399,single,6,682.94884,20.3781,13,28,52,5479.53835
367,74,781,single,6,682.94884,62.53821,13,28,52,5479.53835
368,74,280,single,6,682.94884,99.1103,13,28,52,5479.53835
369,75,303,single,7,701.86084,109.9406,21,30,57,5514.70313
370,75,660,single,7,701.86084,179.0817,21,30,57,5514.70313
371,75,412,single,7,701.86084,194.1922,21,30,57,5514.70313
372,75,1182,single,7,701.86084,33.4505,21,30,57,5514.70313
373,75,1302,single,7,701.86084,49.6185,21,30,57,5514.70313
374,75,1294,single,7,701.86084,68.62754,21,30,57,5514.70313
375,75,643,single,7,701.86084,90.24048,21,30,57,5514.70313
376,76,152,single,9,684.806,112.3653,22,28,53,5507.44052
377,76,820,single,9,684.806,188.4326,22,28,53,5507.44052
378,76,1404,single,9,684.806,19.9125,22,28,53,5507.44052
379,76,654,single,9,684.806,49.8613,22,28,53,5507.44052
380,76,1296,single,9,684.806,68.70327,22,28,53,5507.44052
381,76,139,single,9,684.806,87.2056,22,28,53,5507.44052
382,76,185,single,9,684.806,91.0799,22,28,53,5507.44052
383,77,629,single,7,685.17854,109.8335,20,30,56,5489.5818
384,77,950,single,7,685.17854,143.2857,20,30,56,5489.5818
385,77,566,single,7,685.17854,198.4031,20,30,56,5489.5818
386,77,1463,single,7,685.17854,27.9914,20,30,56,5489.5818
387,77,1220,single,7,685.17854,55.11864,20,30,56,5489.5818
388,77,1193,single,7,685.17854,59.7784,20,30,56,5489.5818
389,77,450,single,7,685.17854,90.015,20,30,56,5489.5818
390,78,153,single,6,682.73607,112.279,7,28,54,5479.27421
391,78,1475,single,6,682.73607,27.7128,7,28,54,5479.27421
392,78,1156,single,6,682.73607,32.588,7,28,54,5479.27421
393,78,518,single,6,682.73607,101.517,7,28,54,5479.27421
394,79,273,single,7,685.1495,112.7151,9,30,56,5507.98652
395,79,782,single,7,685.1495,188.2935,9,30,56,5507.98652
396,79,849,single,7,685.1495,41.0039,9,30,56,5507.98652
397,79,1299,single,7,685.1495,53.32712,9,30,56,5507.98652
398,79,1051,single,7,685.1495,99.5208,9,30,56,5507.98652
399,80,510,single,7,695.3818,106.6457,22,28,53,5507.44052
400,80,1209,single,7,695.3818,49.6001,22,28,53,5507.44052
401,80,737,single,7,695.3818,77.2247,22,28,53,5507.44052
402,80,492,single,7,695.3818,77.5245,22,28,53,5507.44052
403,80,581,single,7,695.3818,97.9682,22,28,53,5507.44052
404,81,272,single,7,684.57179,112.7718,1,29,53,5501.04048
405,81,909,single,7,684.57179,150.5179,1,29,53,5501.04048
406,81,891,single,7,684.57179,188.5,1,29,53,5501.04048
407,81,1349,single,7,684.57179,12.9256,1,29,53,5501.04048
408,81,1013,single,7,684.57179,65.1073,1,29,53,5501.04048
409,81,461,single,7,684.57179,81.8057,1,29,53,5501.04048
410,81,606,single,7,684.57179,99.8759,1,29,53,5501.04048
411,82,597,single,7,684.21193,109.498,26,28,52,5496.16321
412,82,279,single,7,684.21193,141.9841,26,28,52,5496.16321
413,82,202,single,7,684.21193,200.3193,26,28,52,5496.16321
414,82,1402,single,7,684.21193,19.8778,26,28,52,5496.16321
415,82,1144,single,7,684.21193,70.0128,26,28,52,5496.16321
416,82,640,single,7,684.21193,82.7116,26,28,52,5496.16321
417,82,834,single,7,684.21193,95.8195,26,28,52,5496.16321
418,83,599,single,6,687.93551,109.5124,23,28,52,5471.33706
419,83,1061,single,6,687.93551,142.0412,23,28,52,5471.33706
420,83,200,single,6,687.93551,200.2531,23,28,52,5471.33706
421,83,1374,single,6,687.93551,12.4012,23,28,52,5471.33706
422,83,1432,single,6,687.93551,23.9378,23,28,52,5471.33706
423,83,681,single,6,687.93551,99.5222,23,28,52,5471.33706
424,84,394,single,7,695.68348,112.0621,17,30,54,5485.60658
425,84,178,single,7,695.68348,131.2062,17,30,54,5485.60658
426,84,442,single,7,695.68348,195.3374,17,30,54,5485.60658
427,84,1490,single,7,695.68348,27.6198,17,30,54,5485.60658
