,Slinks,DAQlpGBT,link variable,Total lpGBT of Slinks,total rate,lpGBT Rates,FPGA,Event-Buffer,Total lpGBT of FPGA,Total Rate of FPGA
428,84,462,single,7,695.68348,58.9485,17,30,54,5485.60658
429,84,391,single,7,695.68348,95.4425,17,30,54,5485.60658
430,84,580,single,7,695.68348,98.0734,17,30,54,5485.60658
431,85,426,single,7,683.85519,109.5782,22,28,53,5507.44052
432,85,116,single,7,683.85519,144.0229,22,28,53,5507.44052
433,85,77,single,7,683.85519,198.225,22,28,53,5507.44052
434,85,1377,single,7,683.85519,12.2107,22,28,53,5507.44052
435,85,1426,single,7,683.85519,23.9322,22,28,53,5507.44052
436,85,1284,single,7,683.85519,73.09441,22,28,53,5507.44052
437,85,678,single,7,683.85519,93.20214,22,28,53,5507.44052
438,86,521,single,6,685.31572,110.573,4,28,53,5474.07182
439,86,149,single,6,685.31572,147.0088,4,28,53,5474.07182
440,86,446,single,6,685.31572,194.2631,4,28,53,5474.07182
441,86,1500,single,6,685.31572,27.4533,4,28,53,5474.07182
442,86,1188,single,6,685.31572,62.2279,4,28,53,5474.07182
443,86,1225,single,6,685.31572,82.4779,4,28,53,5474.07182
444,87,520,single,7,682.50173,110.5581,2,28,53,5483.41892
445,87,147,single,7,682.50173,147.0924,2,28,53,5483.41892
446,87,720,single,7,682.50173,194.2161,2,28,53,5483.41892
447,87,1181,single,7,682.50173,39.66483,2,28,53,5483.41892
448,87,595,single,7,682.50173,55.9648,2,28,53,5483.41892
449,87,1178,single,7,682.50173,64.2833,2,28,53,5483.41892
450,87,911,single,7,682.50173,81.63197,2,28,53,5483.41892
451,88,395,single,7,691.52529,112.0603,9,30,56,5507.98652
452,88,54,single,7,691.52529,144.5187,9,30,56,5507.98652
453,88,1418,single,7,691.52529,24.411,9,30,56,5507.98652
454,88,445,single,7,691.52529,53.4214,9,30,56,5507.98652
455,88,1040,single,7,691.52529,55.3501,9,30,56,5507.98652
456,89,427,single,9,682.2053,109.6663,3,30,55,5482.9233
457,89,154,single,9,682.2053,141.4976,3,30,55,5482.9233
458,89,656,single,9,682.2053,200.7478,3,30,55,5482.9233
459,89,1423,single,9,682.2053,24.4139,3,30,55,5482.9233
460,89,1171,single,9,682.2053,55.54766,3,30,55,5482.9233
461,89,1219,single,9,682.2053,63.9391,3,30,55,5482.9233
462,89,1154,single,9,682.2053,64.2868,3,30,55,5482.9233
463,89,1158,single,9,682.2053,72.3097,3,30,55,5482.9233
464,89,1087,single,9,682.2053,92.122,3,30,55,5482.9233
465,90,418,single,6,677.9314,111.6915,25,28,52,5471.91851
466,90,45,single,6,677.9314,145.3737,25,28,52,5471.91851
467,90,143,single,6,677.9314,194.8915,25,28,52,5471.91851
468,90,1433,single,6,677.9314,23.9282,25,28,52,5471.91851
469,90,1175,single,6,677.9314,57.8488,25,28,52,5471.91851
470,90,866,single,6,677.9314,92.4443,25,28,52,5471.91851
471,91,449,single,8,683.31016,111.6517,28,30,56,5490.10547
472,91,44,single,8,683.31016,145.3125,28,30,56,5490.10547
473,91,142,single,8,683.31016,194.9946,28,30,56,5490.10547
474,91,1413,single,8,683.31016,24.3952,28,30,56,5490.10547
475,91,527,single,8,683.31016,51.2942,28,30,56,5490.10547
476,91,371,single,8,683.31016,80.6542,28,30,56,5490.10547
477,91,829,single,8,683.31016,85.7139,28,30,56,5490.10547
478,91,867,single,8,683.31016,92.3933,28,30,56,5490.10547
479,92,402,single,7,685.82658,111.9873,26,28,52,5496.16321
480,92,87,single,7,685.82658,150.3618,26,28,52,5496.16321
481,92,630,single,7,685.82658,189.6453,26,28,52,5496.16321
482,92,1300,single,7,685.82658,53.2381,26,28,52,5496.16321
483,92,641,single,7,685.82658,82.6902,26,28,52,5496.16321
484,92,1287,single,7,685.82658,85.1966,26,28,52,5496.16321
485,92,992,single,7,685.82658,87.6832,26,28,52,5496.16321
486,93,403,single,7,686.7071,111.9442,8,28,53,5480.88316
487,93,988,single,7,686.7071,145.4572,8,28,53,5480.88316
488,93,532,single,7,686.7071,194.6354,8,28,53,5480.88316
489,93,1340,single,7,686.7071,12.9137,8,28,53,5480.88316
490,93,1252,single,7,686.7071,70.43782,8,28,53,5480.88316
491,93,1012,single,7,686.7071,83.2995,8,28,53,5480.88316
492,93,710,single,7,686.7071,97.271,8,28,53,5480.88316
493,94,309,single,8,685.7375,109.8214,5,28,54,5486.45375
494,94,117,single,8,685.7375,143.8876,5,28,54,5486.45375
495,94,106,single,8,685.7375,198.3324,5,28,54,5486.45375
496,94,1467,single,8,685.7375,27.9811,5,28,54,5486.45375
497,94,1038,single,8,685.7375,57.1801,5,28,54,5486.45375
498,94,1277,single,8,685.7375,68.91755,5,28,54,5486.45375
499,94,1246,single,8,685.7375,87.11141,5,28,54,5486.45375
500,94,743,single,8,685.7375,91.08482,5,28,54,5486.45375
501,95,397,single,7,687.1284,111.8809,19,28,53,5483.138
502,95,81,single,7,687.1284,150.2584,19,28,53,5483.138
503,95,688,single,7,687.1284,205.9082,19,28,53,5483.138
504,95,1502,single,7,687.1284,27.4513,19,28,53,5483.138
505,95,872,single,7,687.1284,59.90909,19,28,53,5483.138
506,95,966,single,7,687.1284,77.79991,19,28,53,5483.138
507,95,798,single,7,687.1284,85.57234,19,28,53,5483.138
508,96,1116,single,6,674.0832,103.2344,6,28,54,5468.21219
509,96,250,single,6,674.0832,111.6238,6,28,54,5468.21219
510,96,989,single,6,674.0832,145.244,6,28,54,5468.21219
511,96,444,single,6,674.0832,195.2001,6,28,54,5468.21219
512,96,576,single,6,674.0832,83.0389,6,28,54,5468.21219
513,96,787,single,6,674.0832,100.652,6,28,54,5468.21219
514,97,983,single,6,688.2206,111.6107,27,28,54,5492.42182
515,97,1430,single,6,688.2206,23.9433,27,28,54,5492.42182
516,97,1079,single,6,688.2206,59.92429,27,28,54,5492.42182
517,97,647,single,6,688.2206,99.4091,27,28,54,5492.42182
518,98,419,single,6,678.0182,111.6081,19,28,53,5483.138
519,98,1461,single,6,678.0182,27.9792,19,28,53,5483.138
520,98,1149,single,6,678.0182,62.6294,19,28,53,5483.138
521,98,365,single,6,678.0182,101.6421,19,28,53,5483.138
522,99,883,single,6,705.7393,111.2986,11,30,57,5524.91148
523,99,205,single,6,705.7393,142.5941,11,30,57,5524.91148
524,99,76,single,6,705.7393,198.4315,11,30,57,5524.91148
525,99,1442,single,6,705.7393,23.648,11,30,57,5524.91148
526,99,686,single,6,705.7393,47.331,11,30,57,5524.91148
527,99,945,single,6,705.7393,57.09097,11,30,57,5524.91148
528,100,884,single,6,687.80641,111.27876,26,28,52,5496.16321
529,100,111,single,6,687.80641,146.534,26,28,52,5496.16321
530,100,534,single,6,687.80641,194.5647,26,28,52,5496.16321
531,100,1346,single,6,687.80641,12.8947,26,28,52,5496.16321
532,100,808,single,6,687.80641,52.768,26,28,52,5496.16321
533,100,1152,single,6,687.80641,99.2019,26,28,52,5496.16321
534,101,535,single,7,682.6801,113.4029,25,28,52,5471.91851
535,101,80,single,7,682.6801,150.3797,25,28,52,5471.91851
536,101,890,single,7,682.6801,188.6264,25,28,52,5471.91851
537,101,1359,single,7,682.6801,12.5811,25,28,52,5471.91851
538,101,1131,single,7,682.6801,48.3901,25,28,52,5471.91851
539,101,1179,single,7,682.6801,64.308,25,28,52,5471.91851
540,101,56,single,7,682.6801,97.2976,25,28,52,5471.91851
541,102,533,single,6,687.053,113.4545,21,30,57,5514.70313
542,102,86,single,6,687.053,150.4488,21,30,57,5514.70313
543,102,821,single,6,687.053,188.5409,21,30,57,5514.70313
544,102,1428,single,6,687.053,23.9413,21,30,57,5514.70313
545,102,1262,single,6,687.053,61.3585,21,30,57,5514.70313
546,102,554,single,6,687.053,74.3822,21,30,57,5514.70313
547,103,448,single,9,680.18867,111.4942,4,28,53,5474.07182
548,103,204,single,9,680.18867,142.5013,4,28,53,5474.07182
549,103,564,single,9,680.18867,198.4857,4,28,53,5474.07182
550,103,1341,single,9,680.18867,12.8978,4,28,53,5474.07182
551,103,1201,single,9,680.18867,62.6966,4,28,53,5474.07182
552,103,1297,single,9,680.18867,62.9468,4,28,53,5474.07182
553,103,1128,single,9,680.18867,63.1898,4,28,53,5474.07182
554,103,1285,single,9,680.18867,73.1132,4,28,53,5474.07182
555,103,745,single,9,680.18867,99.5807,4,28,53,5474.07182
556,104,251,single,7,685.7962,111.6033,7,28,54,5479.27421
557,104,110,single,7,685.7962,146.5492,7,28,54,5479.27421
558,104,761,single,7,685.7962,194.4163,7,28,54,5479.27421
559,104,1440,single,7,685.7962,23.6595,7,28,54,5479.27421
560,104,1167,single,7,685.7962,71.88767,7,28,54,5479.27421
561,104,1086,single,7,685.7962,80.677,7,28,54,5479.27421
562,104,431,single,7,685.7962,80.9639,7,28,54,5479.27421
563,105,567,single,8,684.35842,113.7408,11,30,57,5524.91148
564,105,602,single,8,684.35842,161.0692,11,30,57,5524.91148
565,105,1344,single,8,684.35842,12.9048,11,30,57,5524.91148
566,105,578,single,8,684.35842,85.0163,11,30,57,5524.91148
567,105,1084,single,8,684.35842,92.1861,11,30,57,5524.91148
568,105,898,single,8,684.35842,94.5606,11,30,57,5524.91148
569,106,113,single,6,695.7695,140.4825,2,28,53,5483.41892
570,106,690,single,6,695.7695,205.537,2,28,53,5483.41892
571,106,1427,single,6,695.7695,23.9436,2,28,53,5483.41892
572,106,1330,single,6,695.7695,56.45791,2,28,53,5483.41892
573,106,1327,single,6,695.7695,56.99253,2,28,53,5483.41892
574,106,1238,single,6,695.7695,83.0237,2,28,53,5483.41892
575,107,565,single,7,687.22351,113.887,8,28,53,5480.88316
576,107,975,single,7,687.22351,153.3594,8,28,53,5480.88316
577,107,598,single,7,687.22351,185.5583,8,28,53,5480.88316
578,107,1015,single,7,687.22351,49.45336,8,28,53,5480.88316
579,107,1066,single,7,687.22351,89.08778,8,28,53,5480.88316
580,107,1023,single,7,687.22351,98.408,8,28,53,5480.88316
581,107,713,single,7,687.22351,101.6356,8,28,53,5480.88316
582,108,269,single,6,689.9283,139.6029,19,28,53,5483.138
583,108,470,single,6,689.9283,206.6837,19,28,53,5483.138
584,108,1429,single,6,689.9283,23.9338,19,28,53,5483.138
585,108,1133,single,6,689.9283,46.6002,19,28,53,5483.138
586,108,1315,single,6,689.9283,53.09914,19,28,53,5483.138
587,108,1020,single,6,689.9283,79.0464,19,28,53,5483.138
588,109,693,single,8,691.18307,106.5575,1,29,53,5501.04048
589,109,112,single,8,691.18307,140.4432,1,29,53,5501.04048
590,109,628,single,8,691.18307,189.9275,1,29,53,5501.04048
591,109,1229,single,8,691.18307,33.42487,1,29,53,5501.04048
592,109,475,single,8,691.18307,50.0459,1,29,53,5501.04048
593,109,487,single,8,691.18307,85.7465,1,29,53,5501.04048
594,109,513,single,8,691.18307,85.9653,1,29,53,5501.04048
595,109,1022,single,8,691.18307,98.4748,1,29,53,5501.04048
596,110,396,single,7,678.5146,112.1518,15,29,53,5481.7033
597,110,268,single,7,678.5146,139.5708,15,29,53,5481.7033
598,110,472,single,7,678.5146,206.6928,15,29,53,5481.7033
599,110,1136,single,7,678.5146,33.62777,15,29,53,5481.7033
600,110,1309,single,7,678.5146,49.3051,15,29,53,5481.7033
601,110,870,single,7,678.5146,70.6238,15,29,53,5481.7033
602,110,926,single,7,678.5146,93.1794,15,29,53,5481.7033
603,111,343,single,7,689.85497,114.73,19,28,53,5483.138
604,111,669,single,7,689.85497,161.3822,19,28,53,5483.138
605,111,949,single,7,689.85497,177.3086,19,28,53,5483.138
606,111,1362,single,7,689.85497,12.5774,19,28,53,5483.138
607,111,1360,single,7,689.85497,12.5927,19,28,53,5483.138
608,111,831,single,7,689.85497,85.71936,19,28,53,5483.138
609,111,832,single,7,689.85497,95.9385,19,28,53,5483.138
610,112,342,single,7,685.71556,114.6727,10,30,55,5473.58338
611,112,600,single,7,685.71556,161.2237,10,30,55,5473.58338
612,112,758,single,7,685.71556,177.5816,10,30,55,5473.58338
613,112,1324,single,7,685.71556,48.7994,10,30,55,5473.58338
614,112,1205,single,7,685.71556,59.5107,10,30,55,5473.58338
615,112,1174,single,7,685.71556,71.9399,10,30,55,5473.58338
616,112,968,single,7,685.71556,96.35234,10,30,55,5473.58338
617,113,695,single,7,686.79035,106.5277,9,30,56,5507.98652
618,113,1379,single,7,686.79035,12.1976,9,30,56,5507.98652
619,113,1363,single,7,686.79035,12.5873,9,30,56,5507.98652
620,113,1145,single,7,686.79035,70.1286,9,30,56,5507.98652
621,113,423,single,7,686.79035,97.6776,9,30,56,5507.98652
622,114,172,single,7,682.3909,115.6955,13,28,52,5479.53835
623,114,25,single,7,682.3909,150.8759,13,28,52,5479.53835
624,114,791,single,7,682.3909,187.1451,13,28,52,5479.53835
625,114,1468,single,7,682.3909,27.9858,13,28,52,5479.53835
626,114,1000,single,7,682.3909,44.3221,13,28,52,5479.53835
627,114,1264,single,7,682.3909,65.7261,13,28,52,5479.53835
628,114,736,single,7,682.3909,77.2863,13,28,52,5479.53835
629,115,458,single,6,699.1148,115.481,9,30,56,5507.98652
630,115,1018,single,6,699.1148,151.1829,9,30,56,5507.98652
631,115,790,single,6,699.1148,187.0854,9,30,56,5507.98652
632,115,665,single,6,699.1148,44.146,9,30,56,5507.98652
633,115,697,single,6,699.1148,44.2708,9,30,56,5507.98652
634,115,484,single,6,699.1148,101.3941,9,30,56,5507.98652
635,116,240,single,6,690.9168,106.3634,12,29,54,5486.08678
636,116,1082,single,6,690.9168,139.0968,12,29,54,5486.08678
637,116,594,single,6,690.9168,208.3914,12,29,54,5486.08678
638,116,1474,single,6,690.9168,27.7125,12,29,54,5486.08678
639,116,721,single,6,690.9168,52.481,12,29,54,5486.08678
640,116,313,single,6,690.9168,101.2986,12,29,54,5486.08678
641,117,173,single,8,679.9467,115.6707,20,30,56,5489.5818
642,117,214,single,8,679.9467,152.1361,20,30,56,5489.5818
643,117,1443,single,8,679.9467,23.6526,20,30,56,5489.5818
644,117,1147,single,8,679.9467,68.775,20,30,56,5489.5818
645,117,910,single,8,679.9467,81.59172,20,30,56,5489.5818
646,117,671,single,8,679.9467,97.52683,20,30,56,5489.5818
647,118,661,single,7,692.04026,106.2782,18,30,55,5499.01081
648,118,593,single,7,692.04026,56.012,18,30,55,5499.01081
649,118,838,single,7,692.04026,73.4205,18,30,55,5499.01081
650,118,766,single,7,692.04026,79.4483,18,30,55,5499.01081
651,118,608,single,7,692.04026,80.6747,18,30,55,5499.01081
652,119,241,single,7,687.6677,106.2282,10,30,55,5473.58338
653,119,389,single,7,687.6677,118.3256,10,30,55,5473.58338
654,119,91,single,7,687.6677,139.0929,10,30,55,5473.58338
655,119,592,single,7,687.6677,208.6793,10,30,55,5473.58338
656,119,1041,single,7,687.6677,40.09409,10,30,55,5473.58338
657,119,984,single,7,687.6677,86.0599,10,30,55,5473.58338
658,119,453,single,7,687.6677,89.8592,10,30,55,5473.58338
659,120,459,single,8,684.2707,115.4603,6,28,54,5468.21219
660,120,24,single,8,684.2707,150.8607,6,28,54,5468.21219
661,120,784,single,8,684.2707,187.7526,6,28,54,5468.21219
662,120,1306,single,8,684.2707,49.5367,6,28,54,5468.21219
663,120,843,single,8,684.2707,62.27952,6,28,54,5468.21219
664,120,1313,single,8,684.2707,85.9104,6,28,54,5468.21219
665,120,480,single,8,684.2707,85.9635,6,28,54,5468.21219
666,120,1057,single,8,684.2707,87.00726,6,28,54,5468.21219
667,121,300,single,8,689.851,127.4675,3,30,55,5482.9233
668,121,1498,single,8,689.851,27.4554,3,30,55,5482.9233
669,121,557,single,8,689.851,51.655,3,30,55,5482.9233
670,121,1273,single,8,689.851,63.7621,3,30,55,5482.9233
671,121,1288,single,8,689.851,64.9287,3,30,55,5482.9233
672,121,522,single,8,689.851,78.742,3,30,55,5482.9233
673,122,301,single,6,684.66229,127.5442,4,28,53,5474.07182
674,122,1354,single,6,684.66229,12.5755,4,28,53,5474.07182
675,122,1059,single,6,684.66229,61.1178,4,28,53,5474.07182
676,122,401,single,6,684.66229,84.4426,4,28,53,5474.07182
677,123,457,single,6,685.2489,105.8179,22,28,53,5507.44052
678,123,118,single,6,685.2489,138.4171,22,28,53,5507.44052
679,123,500,single,6,685.2489,210.1307,22,28,53,5507.44052
680,123,1228,single,6,685.2489,39.73129,22,28,53,5507.44052
681,123,1257,single,6,685.2489,49.9243,22,28,53,5507.44052
682,123,739,single,6,685.2489,79.2184,22,28,53,5507.44052
683,124,454,single,6,686.18362,105.9863,8,28,53,5480.88316
684,124,182,single,6,686.18362,138.2592,8,28,53,5480.88316
685,124,502,single,6,686.18362,210.2038,8,28,53,5480.88316
686,124,1504,single,6,686.18362,27.4549,8,28,53,5480.88316
687,124,889,single,6,686.18362,43.7143,8,28,53,5480.88316
688,124,516,single,6,686.18362,101.4423,8,28,53,5480.88316
689,125,455,single,7,696.4165,105.9285,16,28,51,5501.72531
690,125,119,single,7,696.4165,138.3642,16,28,51,5501.72531
691,125,357,single,7,696.4165,210.1666,16,28,51,5501.72531
692,125,1483,single,7,696.4165,27.7104,16,28,51,5501.72531
693,125,1094,single,7,696.4165,78.4778,16,28,51,5501.72531
694,125,610,single,7,696.4165,80.6271,16,28,51,5501.72531
695,125,249,single,7,696.4165,94.4633,16,28,51,5501.72531
696,126,368,single,7,688.038,116.4988,6,28,54,5468.21219
697,126,936,single,7,688.038,161.8737,6,28,54,5468.21219
698,126,17,single,7,688.038,176.1,6,28,54,5468.21219
699,126,1098,single,7,688.038,45.6681,6,28,54,5468.21219
700,126,1192,single,7,688.038,59.7872,6,28,54,5468.21219
701,126,1102,single,7,688.038,66.2738,6,28,54,5468.21219
702,126,362,single,7,688.038,93.8175,6,28,54,5468.21219
703,127,369,single,6,684.54977,116.6223,23,28,52,5471.33706
704,127,238,single,6,684.54977,158.951,23,28,52,5471.33706
705,127,662,single,6,684.54977,178.9051,23,28,52,5471.33706
706,127,1485,single,6,684.54977,27.6251,23,28,52,5471.33706
707,127,1243,single,6,684.54977,45.8777,23,28,52,5471.33706
708,127,806,single,6,684.54977,73.2219,23,28,52,5471.33706
709,128,456,single,6,684.14186,106.0684,24,28,52,5485.61659
710,128,1032,single,6,684.14186,138.4708,24,28,52,5485.61659
711,128,386,single,6,684.14186,209.9738,24,28,52,5485.61659
712,128,1491,single,6,684.14186,27.6226,24,28,52,5485.61659
713,128,601,single,6,684.14186,45.683,24,28,52,5485.61659
714,128,248,single,6,684.14186,94.681,24,28,52,5485.61659
715,129,955,single,7,684.84041,105.7606,2,28,53,5483.41892
716,129,90,single,7,684.84041,139.0284,2,28,53,5483.41892
717,129,387,single,7,684.84041,209.7867,2,28,53,5483.41892
718,129,1397,single,7,684.84041,20.3676,2,28,53,5483.41892
719,129,1275,single,7,684.84041,48.2792,2,28,53,5483.41892
720,129,871,single,7,684.84041,70.5751,2,28,53,5483.41892
721,129,795,single,7,684.84041,97.9267,2,28,53,5483.41892
722,130,663,single,7,685.29154,106.193,16,28,51,5501.72531
723,130,174,single,7,685.29154,138.1982,16,28,51,5501.72531
724,130,356,single,7,685.29154,210.2333,16,28,51,5501.72531
725,130,1391,single,7,685.29154,20.3675,16,28,51,5501.72531
726,130,1142,single,7,685.29154,48.4387,16,28,51,5501.72531
727,130,1170,single,7,685.29154,69.1832,16,28,51,5501.72531
728,130,805,single,7,685.29154,97.8565,16,28,51,5501.72531
729,131,929,single,7,687.14321,116.8811,19,28,53,5483.138
730,131,732,single,7,687.14321,157.2764,19,28,53,5483.138
731,131,848,single,7,687.14321,180.564,19,28,53,5483.138
732,131,1438,single,7,687.14321,23.6461,19,28,53,5483.138
733,131,749,single,7,687.14321,53.2296,19,28,53,5483.138
734,131,1222,single,7,687.14321,88.80134,19,28,53,5483.138
735,131,1065,single,7,687.14321,89.2652,19,28,53,5483.138
736,132,27,single,6,684.4586,105.0616,3,30,55,5482.9233
737,132,175,single,6,684.4586,138.1856,3,30,55,5482.9233
738,132,74,single,6,684.4586,211.6944,3,30,55,5482.9233
739,132,1437,single,6,684.4586,23.6596,3,30,55,5482.9233
740,132,1164,single,6,684.4586,55.82515,3,30,55,5482.9233
741,132,1091,single,6,684.4586,96.9862,3,30,55,5482.9233
742,133,956,single,7,686.4882,105.6527,21,30,57,5514.70313
743,133,1030,single,7,686.4882,138.1946,21,30,57,5514.70313
744,133,72,single,7,686.4882,211.6275,21,30,57,5514.70313
745,133,1376,single,7,686.4882,12.2246,21,30,57,5514.70313
746,133,723,single,7,686.4882,52.4442,21,30,57,5514.70313
747,133,105,single,7,686.4882,81.4691,21,30,57,5514.70313
748,133,979,single,7,686.4882,89.9805,21,30,57,5514.70313
749,134,358,single,8,687.89744,118.447,20,30,56,5489.5818
750,134,763,single,8,687.89744,158.0269,20,30,56,5489.5818
751,134,476,single,8,687.89744,179.5811,20,30,56,5489.5818
752,134,1486,single,8,687.89744,27.6384,20,30,56,5489.5818
753,134,1129,single,8,687.89744,63.1881,20,30,56,5489.5818
754,134,1234,single,8,687.89744,78.6681,20,30,56,5489.5818
755,134,1026,single,8,687.89744,89.37556,20,30,56,5489.5818
756,134,772,single,8,687.89744,97.3671,20,30,56,5489.5818
757,135,359,single,6,685.0217,118.3493,5,28,54,5486.45375
758,135,762,single,6,685.0217,158.0183,5,28,54,5486.45375
759,135,905,single,6,685.0217,179.7017,5,28,54,5486.45375
760,135,1069,single,6,685.0217,51.1651,5,28,54,5486.45375
761,135,875,single,6,685.0217,61.95143,5,28,54,5486.45375
762,135,367,single,6,685.0217,101.5686,5,28,54,5486.45375
763,136,388,single,6,681.30744,118.2737,10,30,55,5473.58338
764,136,733,single,6,681.30744,157.2554,10,30,55,5473.58338
765,136,850,single,6,681.30744,180.5709,10,30,55,5473.58338
766,136,1447,single,6,681.30744,23.6367,10,30,55,5473.58338
767,136,974,single,6,681.30744,42.47607,10,30,55,5473.58338
768,136,672,single,6,681.30744,78.8171,10,30,55,5473.58338
769,137,1101,single,6,684.0099,118.5527,4,28,53,5474.07182
770,137,668,single,6,684.0099,161.4295,4,28,53,5474.07182
771,137,16,single,6,684.0099,176.1495,4,28,53,5474.07182
772,137,1454,single,6,684.0099,23.4352,4,28,53,5474.07182
773,137,1244,single,6,684.0099,49.5474,4,28,53,5474.07182
774,137,882,single,6,684.0099,95.8925,4,28,53,5474.07182
775,138,215,single,7,693.17566,152.1855,16,28,51,5501.72531
776,138,596,single,7,693.17566,185.6297,16,28,51,5501.72531
777,138,1424,single,7,693.17566,23.952,16,28,51,5501.72531
778,138,1072,single,7,693.17566,43.7312,16,28,51,5501.72531
779,138,531,single,7,693.17566,58.2883,16,28,51,5501.72531
780,138,614,single,7,693.17566,95.24626,16,28,51,5501.72531
781,138,858,single,7,693.17566,98.583,16,28,51,5501.72531
782,139,471,single,7,683.5132,118.7039,28,30,56,5490.10547
783,139,150,single,7,683.5132,164.8545,28,30,56,5490.10547
784,139,541,single,7,683.5132,172.6008,28,30,56,5490.10547
785,139,526,single,7,683.5132,51.3055,28,30,56,5490.10547
786,139,1125,single,7,683.5132,52.532,28,30,56,5490.10547
787,139,682,single,7,683.5132,71.1779,28,30,56,5490.10547
788,139,1075,single,7,683.5132,94.3646,28,30,56,5490.10547
789,140,473,single,7,695.92449,118.6237,26,28,52,5496.16321
790,140,1099,single,7,695.92449,157.8368,26,28,52,5496.16321
791,140,474,single,7,695.92449,179.7017,26,28,52,5496.16321
792,140,1392,single,7,695.92449,20.376,26,28,52,5496.16321
793,140,767,single,7,695.92449,79.3653,26,28,52,5496.16321
794,140,951,single,7,695.92449,79.47566,26,28,52,5496.16321
795,140,789,single,7,695.92449,100.5836,26,28,52,5496.16321
796,141,938,single,6,686.4381,118.8125,17,30,54,5485.60658
797,141,151,single,6,686.4381,164.8816,17,30,54,5485.60658
798,141,177,single,6,686.4381,172.5667,17,30,54,5485.60658
799,141,1446,single,6,686.4381,23.6533,17,30,54,5485.60658
800,141,1256,single,6,686.4381,48.584,17,30,54,5485.60658
801,141,550,single,6,686.4381,98.0463,17,30,54,5485.60658
802,142,503,single,6,707.6109,119.0074,22,28,53,5507.44052
803,142,146,single,6,707.6109,147.2995,22,28,53,5507.44052
804,142,1100,single,6,707.6109,158.2327,22,28,53,5507.44052
805,142,1431,single,6,707.6109,23.9427,22,28,53,5507.44052
806,142,1499,single,6,707.6109,27.4566,22,28,53,5507.44052
807,142,716,single,6,707.6109,53.9952,22,28,53,5507.44052
808,143,501,single,7,685.0702,118.958,23,28,52,5471.33706
809,143,79,single,7,685.0702,159.4401,23,28,52,5471.33706
810,143,47,single,7,685.0702,177.9404,23,28,52,5471.33706
811,143,1444,single,7,685.0702,23.6561,23,28,52,5471.33706
812,143,1110,single,7,685.0702,54.92275,23,28,52,5471.33706
813,143,917,single,7,685.0702,65.5028,23,28,52,5471.33706
814,143,1281,single,7,685.0702,95.6276,23,28,52,5471.33706
815,144,1064,single,6,683.27108,119.2185,7,28,54,5479.27421
816,144,270,single,6,683.27108,166.0313,7,28,54,5479.27421
817,144,756,single,6,683.27108,177.9468,7,28,54,5479.27421
818,144,1439,single,6,683.27108,23.6555,7,28,54,5479.27421
819,144,525,single,6,683.27108,57.0029,7,28,54,5479.27421
820,144,865,single,6,683.27108,92.4637,7,28,54,5479.27421
821,145,970,single,7,687.91996,105.051,13,28,52,5479.53835
822,145,1031,single,7,687.91996,138.0778,13,28,52,5479.53835
823,145,626,single,7,687.91996,213.5566,13,28,52,5479.53835
824,145,1412,single,7,687.91996,24.4118,13,28,52,5479.53835
825,145,537,single,7,687.91996,47.546,13,28,52,5479.53835
826,145,1266,single,7,687.91996,73.66326,13,28,52,5479.53835
827,145,709,single,7,687.91996,97.1818,13,28,52,5479.53835
828,146,48,single,7,688.90901,119.8868,15,29,53,5481.7033
829,146,78,single,7,688.90901,159.3039,15,29,53,5481.7033
830,146,947,single,7,688.90901,171.1454,15,29,53,5481.7033
831,146,919,single,7,688.90901,43.02746,15,29,53,5481.7033
832,146,1007,single,7,688.90901,76.38503,15,29,53,5481.7033
833,146,370,single,7,688.90901,80.9265,15,29,53,5481.7033
834,146,835,single,7,688.90901,95.8344,15,29,53,5481.7033
835,147,49,single,7,682.6748,119.8472,1,29,53,5501.04048
836,147,788,single,7,682.6748,168.0381,1,29,53,5501.04048
837,147,84,single,7,682.6748,169.1865,1,29,53,5501.04048
838,147,1316,single,7,682.6748,47.2042,1,29,53,5501.04048
839,147,1146,single,7,682.6748,68.6663,1,29,53,5501.04048
840,147,1121,single,7,682.6748,76.2167,1,29,53,5501.04048
841,147,771,single,7,682.6748,97.3962,1,29,53,5501.04048
842,148,26,single,6,684.59336,104.9939,12,29,54,5486.08678
843,148,183,single,6,684.59336,137.9587,12,29,54,5486.08678
844,148,624,single,6,684.59336,214.1199,12,29,54,5486.08678
845,148,960,single,6,684.59336,42.7617,12,29,54,5486.08678
846,148,1124,single,6,684.59336,60.1975,12,29,54,5486.08678
847,148,702,single,6,684.59336,101.5189,12,29,54,5486.08678
848,149,969,single,6,674.4473,104.9403,23,28,52,5471.33706
849,149,246,single,6,674.4473,137.4969,23,28,52,5471.33706
850,149,136,single,6,674.4473,214.637,23,28,52,5471.33706
851,149,1445,single,6,674.4473,23.643,23,28,52,5471.33706
852,149,1206,single,6,674.4473,59.5171,23,28,52,5471.33706
853,149,644,single,6,674.4473,99.4075,23,28,52,5471.33706
854,150,552,single,6,681.9271,104.8632,10,30,55,5473.58338
855,150,482,single,6,681.9271,106.587,10,30,55,5473.58338
856,150,247,single,6,681.9271,137.4574,10,30,55,5473.58338
857,150,138,single,6,681.9271,214.7686,10,30,55,5473.58338
858,150,547,single,6,681.9271,82.7815,10,30,55,5473.58338
859,150,485,single,6,681.9271,101.3127,10,30,55,5473.58338
860,151,511,single,8,683.6967,106.7121,5,28,54,5486.45375
