,Slinks,Total lpGBT of Slinks,LpGBT Id,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
1,66,6,255,84.3376,Single,602.0124,11,77,7230.762200000001,41.0
2,66,6,344,66.5522,Single,602.0124,11,77,7230.762200000001,41.0
3,66,6,996,48.3906,Single,602.0124,11,77,7230.762200000001,41.0
4,66,6,262,293.1786,Double,602.0124,11,77,7230.762200000001,41.0
0,67,7,208,109.9686,Single,602.366,8,70,7233.6862,41.0
1,67,7,644,67.0372,Single,602.366,8,70,7233.6862,41.0
2,67,7,623,75.84100000000001,Single,602.366,8,70,7233.6862,41.0
3,67,7,2074,19.5966,Single,602.366,8,70,7233.6862,41.0
4,67,7,1061,36.5378,Single,602.366,8,70,7233.6862,41.0
5,67,7,335,293.38480000000004,Double,602.366,8,70,7233.6862,41.0
0,68,6,284,107.6158,Single,602.9026000000001,14,77,7227.605800000001,41.0
1,68,6,810,70.113,Single,602.9026000000001,14,77,7227.605800000001,41.0
2,68,6,502,84.1836,Single,602.9026000000001,14,77,7227.605800000001,41.0
3,68,6,869,47.6302,Single,602.9026000000001,14,77,7227.605800000001,41.0
4,68,6,247,293.36,Double,602.9026000000001,14,77,7227.605800000001,41.0
0,69,6,71,109.5718,Single,602.9568,2,79,7233.971799999999,40.0
1,69,6,974,60.2744,Single,602.9568,2,79,7233.971799999999,40.0
2,69,6,967,85.9106,Single,602.9568,2,79,7233.971799999999,40.0
3,69,6,783,51.9698,Single,602.9568,2,79,7233.971799999999,40.0
4,69,6,302,295.2302,Double,602.9568,2,79,7233.971799999999,40.0
0,70,6,475,69.6378,Single,602.9634,10,79,7232.0732,42.0
1,70,6,963,30.888000000000005,Single,602.9634,10,79,7232.0732,42.0
2,70,6,1021,41.99679999999999,Single,602.9634,10,79,7232.0732,42.0
3,70,6,909,56.0038,Single,602.9634,10,79,7232.0732,42.0
4,70,6,136,404.437,Double,602.9634,10,79,7232.0732,42.0
0,71,6,196,109.019,Single,603.0586,9,77,7234.254199999999,41.0
1,71,6,1019,61.8322,Single,603.0586,9,77,7234.254199999999,41.0
2,71,6,359,80.8892,Single,603.0586,9,77,7234.254199999999,41.0
3,71,6,1026,56.12460000000001,Single,603.0586,9,77,7234.254199999999,41.0
4,71,6,363,295.1936,Double,603.0586,9,77,7234.254199999999,41.0
0,72,6,211,108.7902,Single,603.0896,1,78,7233.7032,40.0
1,72,6,458,69.94120000000001,Single,603.0896,1,78,7233.7032,40.0
2,72,6,647,73.2296,Single,603.0896,1,78,7233.7032,40.0
3,72,6,662,55.0442,Single,603.0896,1,78,7233.7032,40.0
4,72,6,377,296.0844,Double,603.0896,1,78,7233.7032,40.0
0,73,5,806,66.1964,Single,603.124,10,79,7232.0732,42.0
1,73,5,463,87.22300000000001,Single,603.124,10,79,7232.0732,42.0
2,73,5,1028,44.013,Single,603.124,10,79,7232.0732,42.0
3,73,5,120,405.6916,Double,603.124,10,79,7232.0732,42.0
0,74,6,41,109.311,Single,602.3786,5,71,7233.2302,40.0
1,74,6,779,58.889,Single,602.3786,5,71,7233.2302,40.0
2,74,6,672,66.60040000000001,Single,602.3786,5,71,7233.2302,40.0
3,74,6,656,67.1564,Single,602.3786,5,71,7233.2302,40.0
4,74,6,20,300.4218,Double,602.3786,5,71,7233.2302,40.0
0,75,6,234,90.5652,Single,602.5066,13,76,7230.219800000001,41.0
1,75,6,113,108.7162,Single,602.5066,13,76,7230.219800000001,41.0
2,75,6,489,86.946,Single,602.5066,13,76,7230.219800000001,41.0
3,75,6,2160,15.9688,Single,602.5066,13,76,7230.219800000001,41.0
4,75,6,5,300.3104,Double,602.5066,13,76,7230.219800000001,41.0
0,76,8,761,67.3092,Single,602.0044,1,78,7233.7032,40.0
1,76,8,1050,60.1118,Single,602.0044,1,78,7233.7032,40.0
2,76,8,2007,11.1082,Single,602.0044,1,78,7233.7032,40.0
3,76,8,2165,16.0978,Single,602.0044,1,78,7233.7032,40.0
4,76,8,2135,16.2518,Single,602.0044,1,78,7233.7032,40.0
5,76,8,2131,16.9558,Single,602.0044,1,78,7233.7032,40.0
6,76,8,185,414.1698,Double,602.0044,1,78,7233.7032,40.0
0,77,5,528,86.1354,Single,602.8602,12,83,7231.988199999999,42.0
1,77,5,1034,43.613600000000005,Single,602.8602,12,83,7231.988199999999,42.0
2,77,5,578,58.01939999999999,Single,602.8602,12,83,7231.988199999999,42.0
3,77,5,200,415.0918,Double,602.8602,12,83,7231.988199999999,42.0
0,78,8,751,66.6074,Single,601.6264,13,76,7230.219800000001,41.0
1,78,8,514,66.7324,Single,601.6264,13,76,7230.219800000001,41.0
2,78,8,2099,15.2556,Single,601.6264,13,76,7230.219800000001,41.0
3,78,8,2005,10.8158,Single,601.6264,13,76,7230.219800000001,41.0
4,78,8,2036,11.0288,Single,601.6264,13,76,7230.219800000001,41.0
5,78,8,2118,14.1264,Single,601.6264,13,76,7230.219800000001,41.0
6,78,8,95,417.06,Double,601.6264,13,76,7230.219800000001,41.0
0,79,6,501,67.0082,Single,602.3602,7,77,7230.8994,41.0
1,79,6,753,62.1734,Single,602.3602,7,77,7230.8994,41.0
2,79,6,2146,16.2208,Single,602.3602,7,77,7230.8994,41.0
3,79,6,817,39.246,Single,602.3602,7,77,7230.8994,41.0
4,79,6,109,417.7118,Double,602.3602,7,77,7230.8994,41.0
0,80,7,174,100.703,Single,601.7907999999999,11,77,7230.762200000001,41.0
1,80,7,836,67.68979999999999,Single,601.7907999999999,11,77,7230.762200000001,41.0
2,80,7,500,78.1506,Single,601.7907999999999,11,77,7230.762200000001,41.0
3,80,7,2048,15.0198,Single,601.7907999999999,11,77,7230.762200000001,41.0
4,80,7,2141,16.2876,Single,601.7907999999999,11,77,7230.762200000001,41.0
5,80,7,157,323.93999999999994,Double,601.7907999999999,11,77,7230.762200000001,41.0
0,81,5,367,92.1102,Single,602.3478000000001,6,77,7231.9596,41.0
1,81,5,310,100.8232,Single,602.3478000000001,6,77,7231.9596,41.0
2,81,5,389,152.1258,Single,602.3478000000001,6,77,7231.9596,41.0
3,81,5,631,171.7656,Single,602.3478000000001,6,77,7231.9596,41.0
4,81,5,422,85.523,Single,602.3478000000001,6,77,7231.9596,41.0
0,82,6,382,99.1658,Single,602.9678,1,78,7233.7032,40.0
1,82,6,39,137.7436,Single,602.9678,1,78,7233.7032,40.0
2,82,6,509,188.2138,Single,602.9678,1,78,7233.7032,40.0
3,82,6,576,70.35419999999999,Single,602.9678,1,78,7233.7032,40.0
4,82,6,886,67.7038,Single,602.9678,1,78,7233.7032,40.0
5,82,6,962,39.7866,Single,602.9678,1,78,7233.7032,40.0
0,83,6,368,99.261,Single,602.5122,10,79,7232.0732,42.0
1,83,6,847,160.5474,Single,602.5122,10,79,7232.0732,42.0
2,83,6,667,165.353,Single,602.5122,10,79,7232.0732,42.0
3,83,6,923,68.6744,Single,602.5122,10,79,7232.0732,42.0
4,83,6,659,72.9872,Single,602.5122,10,79,7232.0732,42.0
5,83,6,1055,35.6892,Single,602.5122,10,79,7232.0732,42.0
0,84,7,371,97.641,Single,602.8982,9,77,7234.254199999999,41.0
1,84,7,115,136.9298,Single,602.8982,9,77,7234.254199999999,41.0
2,84,7,677,190.072,Single,602.8982,9,77,7234.254199999999,41.0
3,84,7,567,72.041,Single,602.8982,9,77,7234.254199999999,41.0
4,84,7,2043,11.129,Single,602.8982,9,77,7234.254199999999,41.0
5,84,7,830,54.04599999999999,Single,602.8982,9,77,7234.254199999999,41.0
6,84,7,929,41.0394,Single,602.8982,9,77,7234.254199999999,41.0
0,85,6,148,99.6378,Single,602.6128000000001,16,79,7230.668000000001,42.0
1,85,6,301,80.048,Single,602.6128000000001,16,79,7230.668000000001,42.0
2,85,6,765,36.335,Single,602.6128000000001,16,79,7230.668000000001,42.0
3,85,6,767,58.7966,Single,602.6128000000001,16,79,7230.668000000001,42.0
4,85,6,305,327.79540000000003,Double,602.6128000000001,16,79,7230.668000000001,42.0
0,86,7,823,98.0138,Single,602.5414,3,82,7231.1314,42.0
1,86,7,519,139.7062,Single,602.5414,3,82,7231.1314,42.0
2,86,7,522,187.4746,Single,602.5414,3,82,7231.1314,42.0
3,86,7,968,60.19540000000001,Single,602.5414,3,82,7231.1314,42.0
4,86,7,461,81.5004,Single,602.5414,3,82,7231.1314,42.0
5,86,7,2154,15.9634,Single,602.5414,3,82,7231.1314,42.0
6,86,7,2080,19.6876,Single,602.5414,3,82,7231.1314,42.0
0,87,7,181,97.9378,Single,603.1030000000001,6,77,7231.9596,41.0
1,87,7,532,139.7678,Single,603.1030000000001,6,77,7231.9596,41.0
2,87,7,535,187.3668,Single,603.1030000000001,6,77,7231.9596,41.0
3,87,7,612,61.995000000000005,Single,603.1030000000001,6,77,7231.9596,41.0
4,87,7,433,85.60719999999999,Single,603.1030000000001,6,77,7231.9596,41.0
5,87,7,2006,10.7656,Single,603.1030000000001,6,77,7231.9596,41.0
6,87,7,2081,19.6628,Single,603.1030000000001,6,77,7231.9596,41.0
0,88,7,357,98.3688,Single,602.9584,7,77,7230.8994,41.0
1,88,7,9,138.88180000000003,Single,602.9584,7,77,7230.8994,41.0
2,88,7,652,188.1284,Single,602.9584,7,77,7230.8994,41.0
3,88,7,620,62.86579999999999,Single,602.9584,7,77,7230.8994,41.0
4,88,7,2026,9.4256,Single,602.9584,7,77,7230.8994,41.0
5,88,7,730,51.0804,Single,602.9584,7,77,7230.8994,41.0
6,88,7,687,54.207600000000006,Single,602.9584,7,77,7230.8994,41.0
0,89,6,343,98.4334,Single,603.0612,2,79,7233.971799999999,40.0
1,89,6,24,138.6984,Single,603.0612,2,79,7233.971799999999,40.0
2,89,6,768,188.0052,Single,603.0612,2,79,7233.971799999999,40.0
3,89,6,807,66.2424,Single,603.0612,2,79,7233.971799999999,40.0
4,89,6,555,72.284,Single,603.0612,2,79,7233.971799999999,40.0
5,89,6,1015,39.3978,Single,603.0612,2,79,7233.971799999999,40.0
0,90,6,919,98.16599999999998,Single,602.1998,7,77,7230.8994,41.0
1,90,6,693,159.5886,Single,602.1998,7,77,7230.8994,41.0
2,90,6,655,166.2696,Single,602.1998,7,77,7230.8994,41.0
3,90,6,694,65.606,Single,602.1998,7,77,7230.8994,41.0
4,90,6,890,60.1606,Single,602.1998,7,77,7230.8994,41.0
5,90,6,808,52.409,Single,602.1998,7,77,7230.8994,41.0
0,91,7,253,97.7502,Single,603.1238000000001,9,77,7234.254199999999,41.0
1,91,7,936,70.041,Single,603.1238000000001,9,77,7234.254199999999,41.0
2,91,7,2110,14.169,Single,603.1238000000001,9,77,7234.254199999999,41.0
3,91,7,1022,46.05159999999999,Single,603.1238000000001,9,77,7234.254199999999,41.0
4,91,7,871,47.4986,Single,603.1238000000001,9,77,7234.254199999999,41.0
5,91,7,227,327.6134,Double,603.1238000000001,9,77,7234.254199999999,41.0
0,92,6,822,98.0664,Single,603.026,4,83,7234.2896,42.0
1,92,6,477,63.225,Single,603.026,4,83,7234.2896,42.0
2,92,6,758,75.372,Single,603.026,4,83,7234.2896,42.0
3,92,6,816,39.3452,Single,603.026,4,83,7234.2896,42.0
4,92,6,290,327.0174,Double,603.026,4,83,7234.2896,42.0
0,93,11,166,98.0102,Single,602.5914,8,70,7233.6862,41.0
1,93,11,775,136.90179999999998,Single,602.5914,8,70,7233.6862,41.0
2,93,11,664,190.684,Single,602.5914,8,70,7233.6862,41.0
3,93,11,888,67.75760000000001,Single,602.5914,8,70,7233.6862,41.0
4,93,11,2030,9.493,Single,602.5914,8,70,7233.6862,41.0
5,93,11,2002,10.8342,Single,602.5914,8,70,7233.6862,41.0
6,93,11,2037,11.1826,Single,602.5914,8,70,7233.6862,41.0
7,93,11,2035,9.4454,Single,602.5914,8,70,7233.6862,41.0
8,93,11,2014,10.0448,Single,602.5914,8,70,7233.6862,41.0
9,93,11,2109,14.1076,Single,602.5914,8,70,7233.6862,41.0
10,93,11,1023,44.1302,Single,602.5914,8,70,7233.6862,41.0
0,94,6,132,99.7692,Single,602.6683999999999,10,79,7232.0732,42.0
1,94,6,705,159.5162,Single,602.6683999999999,10,79,7232.0732,42.0
2,94,6,643,166.3216,Single,602.6683999999999,10,79,7232.0732,42.0
3,94,6,733,73.5302,Single,602.6683999999999,10,79,7232.0732,42.0
4,94,6,931,50.907,Single,602.6683999999999,10,79,7232.0732,42.0
5,94,6,1030,52.6242,Single,602.6683999999999,10,79,7232.0732,42.0
0,95,6,912,98.1784,Single,601.9091999999999,14,77,7227.605800000001,41.0
1,95,6,611,72.5822,Single,601.9091999999999,14,77,7227.605800000001,41.0
2,95,6,951,85.75300000000001,Single,601.9091999999999,14,77,7227.605800000001,41.0
3,95,6,2147,16.1646,Single,601.9091999999999,14,77,7227.605800000001,41.0
4,95,6,212,329.231,Double,601.9091999999999,14,77,7227.605800000001,41.0
0,96,6,159,100.6224,Single,603.0478,8,70,7233.6862,41.0
1,96,6,56,136.866,Single,603.0478,8,70,7233.6862,41.0
2,96,6,772,188.29,Single,603.0478,8,70,7233.6862,41.0
3,96,6,1046,60.8,Single,603.0478,8,70,7233.6862,41.0
4,96,6,917,71.5278,Single,603.0478,8,70,7233.6862,41.0
5,96,6,991,44.9416,Single,603.0478,8,70,7233.6862,41.0
0,97,6,325,100.6144,Single,602.6178,3,82,7231.1314,42.0
1,97,6,42,136.96519999999998,Single,602.6178,3,82,7231.1314,42.0
2,97,6,496,188.3538,Single,602.6178,3,82,7231.1314,42.0
3,97,6,698,65.594,Single,602.6178,3,82,7231.1314,42.0
4,97,6,825,70.8096,Single,602.6178,3,82,7231.1314,42.0
5,97,6,993,40.2808,Single,602.6178,3,82,7231.1314,42.0
0,98,6,910,100.2828,Single,603.1292000000001,12,83,7231.988199999999,42.0
1,98,6,846,159.8646,Single,603.1292000000001,12,83,7231.988199999999,42.0
2,98,6,680,165.49280000000002,Single,603.1292000000001,12,83,7231.988199999999,42.0
3,98,6,324,87.089,Single,603.1292000000001,12,83,7231.988199999999,42.0
4,98,6,798,74.67060000000001,Single,603.1292000000001,12,83,7231.988199999999,42.0
5,98,6,2091,15.7294,Single,603.1292000000001,12,83,7231.988199999999,42.0
0,99,7,460,88.5614,Single,602.4240000000001,10,79,7232.0732,42.0
1,99,7,327,100.686,Single,602.4240000000001,10,79,7232.0732,42.0
2,99,7,362,162.34,Single,602.4240000000001,10,79,7232.0732,42.0
3,99,7,334,162.9166,Single,602.4240000000001,10,79,7232.0732,42.0
4,99,7,636,68.1588,Single,602.4240000000001,10,79,7232.0732,42.0
5,99,7,2028,9.49,Single,602.4240000000001,10,79,7232.0732,42.0
6,99,7,2022,10.2712,Single,602.4240000000001,10,79,7232.0732,42.0
0,100,7,312,100.5794,Single,602.3811999999999,1,78,7233.7032,40.0
1,100,7,376,162.2724,Single,602.3811999999999,1,78,7233.7032,40.0
2,100,7,348,163.10500000000002,Single,602.3811999999999,1,78,7233.7032,40.0
3,100,7,526,77.4278,Single,602.3811999999999,1,78,7233.7032,40.0
4,100,7,579,74.1218,Single,602.3811999999999,1,78,7233.7032,40.0
5,100,7,2009,10.8076,Single,602.3811999999999,1,78,7233.7032,40.0
6,100,7,2114,14.0672,Single,602.3811999999999,1,78,7233.7032,40.0
0,101,8,163,100.5736,Single,602.8916,4,83,7234.2896,42.0
1,101,8,53,137.56580000000002,Single,602.8916,4,83,7234.2896,42.0
2,101,8,640,188.263,Single,602.8916,4,83,7234.2896,42.0
3,101,8,393,73.8286,Single,602.8916,4,83,7234.2896,42.0
4,101,8,2151,15.9536,Single,602.8916,4,83,7234.2896,42.0
5,101,8,868,54.8446,Single,602.8916,4,83,7234.2896,42.0
6,101,8,2105,15.2866,Single,602.8916,4,83,7234.2896,42.0
7,101,8,2130,16.5758,Single,602.8916,4,83,7234.2896,42.0
0,102,8,256,102.3248,Single,602.7684,9,77,7234.254199999999,41.0
1,102,8,134,84.217,Single,602.7684,9,77,7234.254199999999,41.0
2,102,8,2012,9.973,Single,602.7684,9,77,7234.254199999999,41.0
3,102,8,938,40.3918,Single,602.7684,9,77,7234.254199999999,41.0
4,102,8,2040,11.1378,Single,602.7684,9,77,7234.254199999999,41.0
5,102,8,992,30.934200000000004,Single,602.7684,9,77,7234.254199999999,41.0
6,102,8,172,323.7898,Double,602.7684,9,77,7234.254199999999,41.0
0,103,5,853,114.1034,Single,601.8828,14,77,7227.605800000001,41.0
1,103,5,402,152.3256,Single,601.8828,14,77,7227.605800000001,41.0
2,103,5,619,171.8034,Single,601.8828,14,77,7227.605800000001,41.0
3,103,5,435,85.53900000000002,Single,601.8828,14,77,7227.605800000001,41.0
4,103,5,601,78.1114,Single,601.8828,14,77,7227.605800000001,41.0
0,104,6,268,97.3472,Single,602.8138,16,79,7230.668000000001,42.0
1,104,6,787,64.76679999999999,Single,602.8138,16,79,7230.668000000001,42.0
2,104,6,646,79.49799999999999,Single,602.8138,16,79,7230.668000000001,42.0
3,104,6,949,38.7432,Single,602.8138,16,79,7230.668000000001,42.0
4,104,6,35,322.4586,Double,602.8138,16,79,7230.668000000001,42.0
0,105,6,385,97.5016,Single,602.4436000000001,11,77,7230.762200000001,41.0
1,105,6,976,66.3376,Single,602.4436000000001,11,77,7230.762200000001,41.0
2,105,6,695,71.719,Single,602.4436000000001,11,77,7230.762200000001,41.0
3,105,6,985,38.6296,Single,602.4436000000001,11,77,7230.762200000001,41.0
4,105,6,320,328.2558,Double,602.4436000000001,11,77,7230.762200000001,41.0
0,106,6,326,108.4636,Single,602.0208,2,79,7233.971799999999,40.0
1,106,6,467,145.2762,Single,602.0208,2,79,7233.971799999999,40.0
2,106,6,57,173.0408,Single,602.0208,2,79,7233.971799999999,40.0
3,106,6,958,83.0342,Single,602.0208,2,79,7233.971799999999,40.0
4,106,6,315,75.653,Single,602.0208,2,79,7233.971799999999,40.0
5,106,6,2127,16.553,Single,602.0208,2,79,7233.971799999999,40.0
0,107,7,299,107.5856,Single,602.8720000000001,8,70,7233.6862,41.0
1,107,7,84,142.5832,Single,602.8720000000001,8,70,7233.6862,41.0
2,107,7,43,173.02280000000002,Single,602.8720000000001,8,70,7233.6862,41.0
3,107,7,960,67.821,Single,602.8720000000001,8,70,7233.6862,41.0
4,107,7,2112,14.0976,Single,602.8720000000001,8,70,7233.6862,41.0
5,107,7,978,38.9796,Single,602.8720000000001,8,70,7233.6862,41.0
6,107,7,74,58.7822,Single,602.8720000000001,8,70,7233.6862,41.0
0,108,7,950,89.73020000000001,Single,603.0544000000001,6,77,7231.9596,41.0
1,108,7,605,131.955,Single,603.0544000000001,6,77,7231.9596,41.0
2,108,7,556,202.5724,Single,603.0544000000001,6,77,7231.9596,41.0
3,108,7,407,81.4152,Single,603.0544000000001,6,77,7231.9596,41.0
4,108,7,2106,15.0078,Single,603.0544000000001,6,77,7231.9596,41.0
5,108,7,907,31.673800000000004,Single,603.0544000000001,6,77,7231.9596,41.0
6,108,7,1057,50.7,Single,603.0544000000001,6,77,7231.9596,41.0
0,109,6,796,104.8584,Single,601.2904,13,76,7230.219800000001,41.0
1,109,6,419,73.275,Single,601.2904,13,76,7230.219800000001,41.0
2,109,6,491,80.5158,Single,601.2904,13,76,7230.219800000001,41.0
3,109,6,2129,16.9132,Single,601.2904,13,76,7230.219800000001,41.0
4,109,6,275,325.728,Double,601.2904,13,76,7230.219800000001,41.0
0,110,6,235,105.5102,Single,602.6568,12,83,7231.988199999999,42.0
1,110,6,718,149.6572,Single,602.6568,12,83,7231.988199999999,42.0
2,110,6,595,172.7028,Single,602.6568,12,83,7231.988199999999,42.0
3,110,6,883,59.8654,Single,602.6568,12,83,7231.988199999999,42.0
4,110,6,510,67.0524,Single,602.6568,12,83,7231.988199999999,42.0
5,110,6,892,47.86879999999999,Single,602.6568,12,83,7231.988199999999,42.0
0,111,5,241,88.7214,Single,602.5337999999999,5,71,7233.2302,40.0
1,111,5,911,96.827,Single,602.5337999999999,5,71,7233.2302,40.0
2,111,5,953,83.223,Single,602.5337999999999,5,71,7233.2302,40.0
3,111,5,242,333.7624,Double,602.5337999999999,5,71,7233.2302,40.0
0,112,7,282,94.1144,Single,602.3944,3,82,7231.1314,42.0
1,112,7,27,135.55540000000002,Single,602.3944,3,82,7231.1314,42.0
2,112,7,743,198.6178,Single,602.3944,3,82,7231.1314,42.0
3,112,7,746,81.991,Single,602.3944,3,82,7231.1314,42.0
4,112,7,898,58.9156,Single,602.3944,3,82,7231.1314,42.0
5,112,7,2113,14.0566,Single,602.3944,3,82,7231.1314,42.0
6,112,7,2082,19.1436,Single,602.3944,3,82,7231.1314,42.0
0,113,6,149,104.2558,Single,602.8526,12,83,7231.988199999999,42.0
1,113,6,874,151.5398,Single,602.8526,12,83,7231.988199999999,42.0
2,113,6,119,171.90980000000002,Single,602.8526,12,83,7231.988199999999,42.0
3,113,6,791,59.4956,Single,602.8526,12,83,7231.988199999999,42.0
4,113,6,649,79.6096,Single,602.8526,12,83,7231.988199999999,42.0
5,113,6,1003,36.042,Single,602.8526,12,83,7231.988199999999,42.0
0,114,7,927,93.14600000000002,Single,602.8942,4,83,7234.2896,42.0
1,114,7,145,135.132,Single,602.8942,4,83,7234.2896,42.0
2,114,7,214,199.9106,Single,602.8942,4,83,7234.2896,42.0
3,114,7,948,59.592,Single,602.8942,4,83,7234.2896,42.0
4,114,7,876,84.8568,Single,602.8942,4,83,7234.2896,42.0
5,114,7,2068,14.034,Single,602.8942,4,83,7234.2896,42.0
6,114,7,2152,16.2228,Single,602.8942,4,83,7234.2896,42.0
0,115,7,237,105.4682,Single,602.8335999999999,10,79,7232.0732,42.0
1,115,7,540,67.39359999999999,Single,602.8335999999999,10,79,7232.0732,42.0
2,115,7,1051,33.7078,Single,602.8335999999999,10,79,7232.0732,42.0
3,115,7,843,44.9342,Single,602.8335999999999,10,79,7232.0732,42.0
4,115,7,873,28.3362,Single,602.8335999999999,10,79,7232.0732,42.0
5,115,7,15,322.9936,Double,602.8335999999999,10,79,7232.0732,42.0
0,116,6,70,105.0114,Single,602.9704,2,79,7233.971799999999,40.0
1,116,6,493,140.4934,Single,602.9704,2,79,7233.971799999999,40.0
2,116,6,690,181.9318,Single,602.9704,2,79,7233.971799999999,40.0
3,116,6,727,63.177200000000006,Single,602.9704,2,79,7233.971799999999,40.0
4,116,6,614,55.2086,Single,602.9704,2,79,7233.971799999999,40.0
5,116,6,984,57.148,Single,602.9704,2,79,7233.971799999999,40.0
0,117,6,220,105.5042,Single,602.2694,13,76,7230.219800000001,41.0
1,117,6,441,145.183,Single,602.2694,13,76,7230.219800000001,41.0
2,117,6,571,178.8854,Single,602.2694,13,76,7230.219800000001,41.0
3,117,6,499,85.3182,Single,602.2694,13,76,7230.219800000001,41.0
4,117,6,686,76.2538,Single,602.2694,13,76,7230.219800000001,41.0
5,117,6,2001,11.1248,Single,602.2694,13,76,7230.219800000001,41.0
0,118,5,89,88.8086,Single,601.9878,1,78,7233.7032,40.0
1,118,5,103,108.4684,Single,601.9878,1,78,7233.7032,40.0
2,118,5,454,145.1368,Single,601.9878,1,78,7233.7032,40.0
3,118,5,304,178.0506,Single,601.9878,1,78,7233.7032,40.0
4,118,5,394,81.52340000000001,Single,601.9878,1,78,7233.7032,40.0
0,119,6,281,105.8722,Single,602.2542,16,79,7230.668000000001,42.0
1,119,6,506,140.6002,Single,602.2542,16,79,7230.668000000001,42.0
2,119,6,702,181.5432,Single,602.2542,16,79,7230.668000000001,42.0
3,119,6,366,78.8904,Single,602.2542,16,79,7230.668000000001,42.0
4,119,6,867,53.339,Single,602.2542,16,79,7230.668000000001,42.0
5,119,6,906,42.0092,Single,602.2542,16,79,7230.668000000001,42.0
0,120,8,133,104.2444,Single,603.0930000000001,10,79,7232.0732,42.0
1,120,8,875,152.0162,Single,603.0930000000001,10,79,7232.0732,42.0
2,120,8,105,172.112,Single,603.0930000000001,10,79,7232.0732,42.0
3,120,8,708,76.1584,Single,603.0930000000001,10,79,7232.0732,42.0
4,120,8,872,28.267200000000003,Single,603.0930000000001,10,79,7232.0732,42.0
5,120,8,1071,35.0266,Single,603.0930000000001,10,79,7232.0732,42.0
6,120,8,2144,16.2186,Single,603.0930000000001,10,79,7232.0732,42.0
7,120,8,2076,19.0496,Single,603.0930000000001,10,79,7232.0732,42.0
0,121,7,329,106.2564,Single,601.469,10,79,7232.0732,42.0
1,121,7,723,150.0196,Single,601.469,10,79,7232.0732,42.0
2,121,7,607,172.29860000000002,Single,601.469,10,79,7232.0732,42.0
3,121,7,889,67.8578,Single,601.469,10,79,7232.0732,42.0
4,121,7,240,75.0204,Single,601.469,10,79,7232.0732,42.0
5,121,7,2101,14.9606,Single,601.469,10,79,7232.0732,42.0
6,121,7,2055,15.0556,Single,601.469,10,79,7232.0732,42.0
0,122,6,434,94.37,Single,603.1284,5,71,7233.2302,40.0
1,122,6,581,135.164,Single,603.1284,5,71,7233.2302,40.0
2,122,6,470,198.1086,Single,603.1284,5,71,7233.2302,40.0
3,122,6,564,64.009,Single,603.1284,5,71,7233.2302,40.0
4,122,6,763,59.8678,Single,603.1284,5,71,7233.2302,40.0
5,122,6,965,51.609,Single,603.1284,5,71,7233.2302,40.0
0,123,5,920,93.1098,Single,601.872,6,77,7231.9596,41.0
1,123,5,545,135.7018,Single,601.872,6,77,7231.9596,41.0
2,123,5,229,199.8778,Single,601.872,6,77,7231.9596,41.0
3,123,5,538,85.8412,Single,601.872,6,77,7231.9596,41.0
4,123,5,373,87.3414,Single,601.872,6,77,7231.9596,41.0
0,124,6,189,106.5822,Single,603.1146000000001,15,75,7231.0592,42.0
1,124,6,484,69.63199999999999,Single,603.1146000000001,15,75,7231.0592,42.0
2,124,6,603,70.20859999999999,Single,603.1146000000001,15,75,7231.0592,42.0
3,124,6,900,34.0034,Single,603.1146000000001,15,75,7231.0592,42.0
4,124,6,49,322.6884,Double,603.1146000000001,15,75,7231.0592,42.0
0,125,7,797,104.5554,Single,602.211,3,82,7231.1314,42.0
1,125,7,597,72.6896,Single,602.211,3,82,7231.1314,42.0
2,125,7,1041,51.34,Single,602.211,3,82,7231.1314,42.0
3,125,7,2041,11.051,Single,602.211,3,82,7231.1314,42.0
4,125,7,1020,39.0006,Single,602.211,3,82,7231.1314,42.0
5,125,7,0,323.5744,Double,602.211,3,82,7231.1314,42.0
0,126,6,421,94.5508,Single,601.9908,7,77,7230.8994,41.0
1,126,6,118,135.561,Single,601.9908,7,77,7230.8994,41.0
2,126,6,742,198.0528,Single,601.9908,7,77,7230.8994,41.0
3,126,6,432,73.52720000000001,Single,601.9908,7,77,7230.8994,41.0
4,126,6,844,65.2408,Single,601.9908,7,77,7230.8994,41.0
5,126,6,1068,35.0582,Single,601.9908,7,77,7230.8994,41.0
0,127,6,913,93.1488,Single,602.8124,4,83,7234.2896,42.0
1,127,6,593,131.9464,Single,602.8124,4,83,7234.2896,42.0
2,127,6,544,203.2756,Single,602.8124,4,83,7234.2896,42.0
3,127,6,855,62.8546,Single,602.8124,4,83,7234.2896,42.0
4,127,6,882,59.8782,Single,602.8124,4,83,7234.2896,42.0
5,127,6,914,51.7088,Single,602.8124,4,83,7234.2896,42.0
0,128,6,296,105.7028,Single,602.6714000000001,16,79,7230.668000000001,42.0
1,128,6,749,143.5644,Single,602.6714000000001,16,79,7230.668000000001,42.0
2,128,6,319,177.7472,Single,602.6714000000001,16,79,7230.668000000001,42.0
3,128,6,445,69.7432,Single,602.6714000000001,16,79,7230.668000000001,42.0
4,128,6,835,51.6976,Single,602.6714000000001,16,79,7230.668000000001,42.0
5,128,6,831,54.2162,Single,602.6714000000001,16,79,7230.668000000001,42.0
0,129,6,204,106.643,Single,603.0601999999999,9,77,7234.254199999999,41.0
