,Slinks,Total lpGBT of Slinks,LpGBT Id,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
0,39,8,271,102.3152,Single,603.1038,12,83,7231.988199999999,42.0
1,39,8,685,66.3092,Single,603.1038,12,83,7231.988199999999,42.0
2,39,8,412,62.0918,Single,603.1038,12,83,7231.988199999999,42.0
3,39,8,2051,14.9284,Single,603.1038,12,83,7231.988199999999,42.0
4,39,8,1012,45.7482,Single,603.1038,12,83,7231.988199999999,42.0
5,39,8,840,54.00580000000001,Single,603.1038,12,83,7231.988199999999,42.0
6,39,8,322,257.7052,Double,603.1038,12,83,7231.988199999999,42.0
0,40,8,11,115.4438,Single,603.0574,2,79,7233.971799999999,40.0
1,40,8,539,77.2322,Single,603.0574,2,79,7233.971799999999,40.0
2,40,8,777,63.212,Single,603.0574,2,79,7233.971799999999,40.0
3,40,8,2045,11.0294,Single,603.0574,2,79,7233.971799999999,40.0
4,40,8,1063,33.409800000000004,Single,603.0574,2,79,7233.971799999999,40.0
5,40,8,1007,45.8706,Single,603.0574,2,79,7233.971799999999,40.0
6,40,8,468,256.8596,Double,603.0574,2,79,7233.971799999999,40.0
0,41,7,369,92.4804,Single,603.0448,16,79,7230.668000000001,42.0
1,41,7,754,67.2712,Single,603.0448,16,79,7230.668000000001,42.0
2,41,7,399,62.180600000000005,Single,603.0448,16,79,7230.668000000001,42.0
3,41,7,750,66.5142,Single,603.0448,16,79,7230.668000000001,42.0
4,41,7,566,57.2614,Single,603.0448,16,79,7230.668000000001,42.0
5,41,7,307,257.337,Double,603.0448,16,79,7230.668000000001,42.0
0,42,6,572,65.075,Single,603.1375999999999,11,77,7230.762200000001,41.0
1,42,6,908,51.4232,Single,603.1375999999999,11,77,7230.762200000001,41.0
2,42,6,737,58.00600000000001,Single,603.1375999999999,11,77,7230.762200000001,41.0
